group_name,rank,term,target_tfidf_mean,other_tfidf_mean,tfidf_gap
dolphin-yi-34b::moderator,1,ca,0.1982947903411622,0.0,0.1982947903411622
dolphin-yi-34b::moderator,2,sa,0.1755340006029717,0.015615204482171128,0.15991879612080057
dolphin-yi-34b::moderator,3,complexity,0.13649668782484747,0.0,0.13649668782484747
dolphin-yi-34b::moderator,4,agents,0.10605236612814316,0.0,0.10605236612814316
dolphin-yi-34b::moderator,5,evidence,0.1241559678194735,0.019950570482228484,0.10420539733724501
dolphin-yi-34b::moderator,6,banks,0.12261966114017232,0.019950570482228484,0.10266909065794384
dolphin-yi-34b::moderator,7,systemic,0.10833545711058036,0.018397991430752336,0.08993746567982802
dolphin-yi-34b::moderator,8,decisions,0.08923106725116055,0.0,0.08923106725116055
dolphin-yi-34b::moderator,9,deliberate,0.10842318348762903,0.02178688174616855,0.08663630174146048
dolphin-yi-34b::moderator,10,private banks,0.10590820279532187,0.02178688174616855,0.08412132104915332
dolphin-yi-34b::moderator,11,specific,0.08315596846557362,0.0,0.08315596846557362
dolphin-yi-34b::moderator,12,systemic bias,0.09709942132756533,0.018397991430752336,0.07870142989681299
dolphin-yi-34b::moderator,13,bias,0.09709942132756533,0.018397991430752336,0.07870142989681299
dolphin-yi-34b::moderator,14,manipulation,0.09511748194832481,0.02178688174616855,0.07333060020215626
dolphin-yi-34b::moderator,15,sides,0.06921876273612858,0.0,0.06921876273612858
dolphin-yi-34b::moderator,16,burden,0.06921876273612858,0.0,0.06921876273612858
dolphin-yi-34b::moderator,17,favoring,0.06846392462714346,0.0,0.06846392462714346
dolphin-yi-34b::moderator,18,civility epistemic,0.06819941535901054,0.0,0.06819941535901054
dolphin-yi-34b::moderator,19,civility,0.06819941535901054,0.0,0.06819941535901054
dolphin-yi-34b::moderator,20,detected moves,0.06819941535901054,0.0,0.06819941535901054
dolphin-yi-34b::moderator,21,disagreements,0.06819941535901054,0.0,0.06819941535901054
dolphin-yi-34b::moderator,22,acknowledge,0.06819941535901054,0.0,0.06819941535901054
dolphin-yi-34b::moderator,23,agents acknowledge,0.06819941535901054,0.0,0.06819941535901054
dolphin-yi-34b::moderator,24,agreements,0.06819941535901054,0.0,0.06819941535901054
dolphin-yi-34b::moderator,25,epistemic,0.06819941535901054,0.0,0.06819941535901054
dolphin-yi-34b::moderator,26,epistemic bridge,0.06819941535901054,0.0,0.06819941535901054
dolphin-yi-34b::moderator,27,detected,0.06819941535901054,0.0,0.06819941535901054
dolphin-yi-34b::moderator,28,appeal,0.06819941535901054,0.0,0.06819941535901054
dolphin-yi-34b::moderator,29,agreements agents,0.06819941535901054,0.0,0.06819941535901054
dolphin-yi-34b::moderator,30,argues,0.06819941535901054,0.0,0.06819941535901054
