model_name,debate_role,round,confidence,confidence_delta_within_role,word_count,avg_sentence_length,lemma_type_token_ratio,vader_compound,evidence_density_per_1k_words,rebuttal_density_per_1k_words,hedge_density_per_1k_words,assertive_density_per_1k_words,strong_modal_density_per_1k_words,weak_modal_density_per_1k_words,moral_density_per_1k_words,stance_proxy_score,assertiveness_balance,modality_balance,lexical_overlap_prev_other_turn,semantic_similarity_prev_other_turn,lexical_overlap_prev_opponent_turn,semantic_similarity_prev_opponent_turn,novelty_vs_prev_turn_lexical,novelty_vs_prev_turn_semantic,novelty_vs_prev_opponent_turn_lexical,novelty_vs_prev_opponent_turn_semantic
dolphin-yi-34b,proponent,1,55.0,,24.0,24.0,1.0,0.4588,0.0,0.0,0.0,0.0,0.0,0.0,7.444427516463427,0.0,0.0,0.0,0.0,,0.0,,1.0,,1.0,
dolphin-yi-34b,proponent,2,52.0,-3.0,23.0,23.0,1.0,0.7351,0.0,0.0,0.0,0.0,0.0,0.0,7.321227055988651,0.0,0.0,0.0,0.07865168539325842,0.4246841131823906,0.09375,0.5061152804318706,0.9213483146067416,0.5753158868176094,0.90625,0.4938847195681294
dolphin-yi-34b,proponent,3,49.0,-3.0,19.0,19.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,7.944755952870797,0.0,0.0,0.0,0.10588235294117647,0.48827614276004677,0.45454545454545453,0.7210292465738426,0.8941176470588236,0.5117238572399532,0.5454545454545454,0.2789707534261574
dolphin-yi-34b,proponent,4,45.0,-4.0,25.0,25.0,0.9375,0.6808,0.0,0.0,0.0,0.0,0.0,0.0,7.111089555881893,0.0,0.0,0.0,0.12658227848101267,0.5824381059181265,0.1388888888888889,0.5719962657274127,0.8734177215189873,0.4175618940818735,0.8611111111111112,0.4280037342725873
dolphin-yi-34b,proponent,5,42.0,-3.0,25.0,25.0,0.9375,0.6808,0.0,0.0,0.0,0.0,0.0,0.0,7.111089555881893,0.0,0.0,0.0,0.09782608695652174,0.5483681138306165,0.20689655172413793,0.7938926353307502,0.9021739130434783,0.45163188616938355,0.7931034482758621,0.20610736466924984
gemma3:27b,moderator,1,,,178.0,44.5,0.7477477477477478,0.8253,67.41573033707866,0.0,0.0,0.0,0.0,0.0,0.9668746549687102,1.0,0.0,0.0,0.14130434782608695,0.5805359774802619,0.0,,0.8586956521739131,0.41946402251973813,1.0,
gemma3:27b,moderator,2,,,182.0,60.666666666666664,0.7884615384615384,0.264,54.94505494505494,0.0,10.989010989010989,0.0,0.0,0.0,0.9325096873929887,1.0,-0.01098901098901099,0.0,0.18604651162790697,0.6274126649450159,0.0,,0.813953488372093,0.3725873350549841,1.0,
gemma3:27b,moderator,3,,,175.0,25.0,0.7254901960784313,0.885,57.142857142857146,0.0,0.0,0.0,0.0,0.0,1.0277668357969107,0.0,0.0,0.0,0.08695652173913043,0.5850003018353243,0.0,,0.9130434782608696,0.41499969816467575,1.0,
gemma3:27b,moderator,4,,,198.0,33.0,0.7413793103448276,-0.3527,60.60606060606061,0.0,0.0,0.0,0.0,0.0,0.8470108489779565,0.0,0.0,0.0,0.15217391304347827,0.5907785932660703,0.0,,0.8478260869565217,0.4092214067339297,1.0,
gemma3:27b,moderator,5,,,187.0,26.714285714285715,0.7142857142857143,0.924,64.1711229946524,0.0,0.0,0.0,0.0,0.0,0.8909260681509614,1.0,0.0,0.0,0.17708333333333334,0.6746657693699196,0.0,,0.8229166666666666,0.3253342306300804,1.0,
gemma3:27b,opponent,1,50.0,,33.0,33.0,1.0,0.0,30.303030303030305,0.0,0.0,0.0,0.0,0.0,5.194665612156591,0.0,0.0,0.0,0.13793103448275862,0.5829349625017126,0.13793103448275862,0.5829349625017126,0.8620689655172413,0.4170650374982874,0.8620689655172413,0.4170650374982874
gemma3:27b,opponent,2,52.0,2.0,31.0,31.0,1.0,0.0,32.25806451612903,32.25806451612903,0.0,0.0,0.0,0.0,5.22386669057722,1.0,0.0,0.0,0.375,0.7226893184321628,0.375,0.7226893184321628,0.625,0.2773106815678372,0.625,0.2773106815678372
gemma3:27b,opponent,3,54.0,2.0,47.0,23.5,0.9285714285714286,0.6937,21.27659574468085,0.0,0.0,0.0,0.0,0.0,3.3873282127119833,0.0,0.0,0.0,0.46153846153846156,0.8778056721254711,0.46153846153846156,0.8778056721254711,0.5384615384615384,0.12219432787452889,0.5384615384615384,0.12219432787452889
gemma3:27b,opponent,4,57.0,3.0,31.0,31.0,1.0,-0.1779,0.0,0.0,0.0,0.0,0.0,0.0,6.0637755521621255,0.0,0.0,0.0,0.20689655172413793,0.7938926353307502,0.20689655172413793,0.7938926353307502,0.7931034482758621,0.20610736466924984,0.7931034482758621,0.20610736466924984
gemma3:27b,opponent,5,62.0,5.0,41.0,41.0,1.0,0.8225,24.390243902439025,0.0,0.0,0.0,0.0,0.0,3.94651483782678,0.0,0.0,0.0,0.19444444444444445,0.7782918228676943,0.19444444444444445,0.7782918228676943,0.8055555555555556,0.22170817713230573,0.8055555555555556,0.22170817713230573
