model_name,debate_role,round,confidence,confidence_delta_within_role,word_count,avg_sentence_length,lemma_type_token_ratio,vader_compound,evidence_density_per_1k_words,rebuttal_density_per_1k_words,hedge_density_per_1k_words,assertive_density_per_1k_words,strong_modal_density_per_1k_words,weak_modal_density_per_1k_words,moral_density_per_1k_words,stance_proxy_score,assertiveness_balance,modality_balance,lexical_overlap_prev_other_turn,semantic_similarity_prev_other_turn,lexical_overlap_prev_opponent_turn,semantic_similarity_prev_opponent_turn,novelty_vs_prev_turn_lexical,novelty_vs_prev_turn_semantic,novelty_vs_prev_opponent_turn_lexical,novelty_vs_prev_opponent_turn_semantic
dolphin-yi-34b,moderator,1,,,167.0,27.833333333333332,0.7575757575757576,-0.9685,71.8562874251497,0.0,11.976047904191617,0.0,0.0,0.0,1.0213649879779547,0.0,-0.011976047904191617,0.0,0.12345679012345678,0.5929608075971476,0.0,,0.8765432098765432,0.40703919240285236,1.0,
dolphin-yi-34b,moderator,2,,,219.0,31.285714285714285,0.6984126984126984,-0.9907,59.36073059360731,4.566210045662101,4.566210045662101,0.0,0.0,0.0,0.792976535227689,1.0,-0.0045662100456621,0.0,0.10204081632653061,0.5802669765429348,0.0,,0.8979591836734694,0.4197330234570652,1.0,
dolphin-yi-34b,moderator,3,,,112.0,37.333333333333336,0.8360655737704918,-0.9254,89.28571428571429,0.0,0.0,0.0,0.0,0.0,1.6464741445595923,0.0,0.0,0.0,0.18333333333333332,0.5344295684755355,0.0,,0.8166666666666667,0.46557043152446453,1.0,
dolphin-yi-34b,moderator,4,,,99.0,24.75,0.7457627118644068,-0.9332,90.9090909090909,0.0,0.0,0.0,0.0,0.0,1.8718377960410961,0.0,0.0,0.0,0.0847457627118644,0.4681205189870915,0.0,,0.9152542372881356,0.5318794810129085,1.0,
dolphin-yi-34b,moderator,5,,,123.0,30.75,0.8805970149253731,-0.9815,73.17073170731707,0.0,0.0,0.0,0.0,0.0,1.3672675213819825,0.0,0.0,0.0,0.0821917808219178,0.5121686654248598,0.0,,0.9178082191780822,0.48783133457514016,1.0,
dolphin-yi-34b,opponent,1,55.0,,33.0,16.5,1.0,-0.7981,30.303030303030305,0.0,0.0,0.0,0.0,0.0,5.707501815412087,-1.0,0.0,0.0,0.2962962962962963,0.6564357375596916,0.2962962962962963,0.6564357375596916,0.7037037037037037,0.34356426244030835,0.7037037037037037,0.34356426244030835
dolphin-yi-34b,opponent,2,55.0,0.0,46.0,23.0,0.9523809523809523,-0.8316,0.0,0.0,0.0,0.0,0.0,0.0,3.686597807469149,0.0,0.0,0.0,0.08108108108108109,0.5987836031790653,0.08108108108108109,0.5987836031790653,0.9189189189189189,0.4012163968209347,0.9189189189189189,0.4012163968209347
dolphin-yi-34b,opponent,3,55.0,0.0,46.0,23.0,0.9523809523809523,-0.8316,0.0,0.0,0.0,0.0,0.0,0.0,3.686597807469149,0.0,0.0,0.0,0.024390243902439025,0.3934442566734965,0.024390243902439025,0.3934442566734965,0.975609756097561,0.6065557433265035,0.975609756097561,0.6065557433265035
dolphin-yi-34b,opponent,4,57.0,2.0,46.0,23.0,0.9523809523809523,-0.8316,0.0,0.0,0.0,0.0,0.0,0.0,3.686597807469149,0.0,0.0,0.0,0.025,0.3778224023877516,0.025,0.3778224023877516,0.975,0.6221775976122483,0.975,0.6221775976122483
dolphin-yi-34b,opponent,5,62.0,5.0,46.0,23.0,0.9523809523809523,-0.8316,0.0,0.0,0.0,0.0,0.0,0.0,3.686597807469149,0.0,0.0,0.0,0.02564102564102564,0.40207302860399624,0.02564102564102564,0.40207302860399624,0.9743589743589743,0.5979269713960038,0.9743589743589743,0.5979269713960038
gemma3:27b,proponent,1,55.0,,30.0,30.0,1.0,-0.7906,0.0,0.0,33.333333333333336,0.0,0.0,0.0,6.219244080600297,0.0,-0.03333333333333333,0.0,0.0,,0.0,,1.0,,1.0,
gemma3:27b,proponent,2,53.0,-2.0,33.0,33.0,1.0,-0.5994,0.0,0.0,0.0,0.0,0.0,0.0,4.95882892259983,0.0,0.0,0.0,0.05555555555555555,0.5820765716195809,0.09090909090909091,0.5467207321091802,0.9444444444444444,0.41792342838041907,0.9090909090909091,0.45327926789081985
gemma3:27b,proponent,3,51.0,-2.0,42.0,42.0,1.0,0.09,23.80952380952381,0.0,0.0,0.0,0.0,0.0,4.247066491801626,0.0,0.0,0.0,0.06796116504854369,0.5661655245063678,0.024390243902439025,0.3934442566734965,0.9320388349514563,0.4338344754936322,0.975609756097561,0.6065557433265035
gemma3:27b,proponent,4,47.0,-4.0,37.0,18.5,1.0,-0.5267,0.0,0.0,0.0,0.0,0.0,0.0,4.0318636263545,0.0,0.0,0.0,0.02857142857142857,0.4286981599419266,0.025,0.3778224023877516,0.9714285714285714,0.5713018400580734,0.975,0.6221775976122483
gemma3:27b,proponent,5,37.0,-10.0,35.0,35.0,1.0,-0.8648,0.0,0.0,0.0,0.0,0.0,0.0,4.106949036442534,0.0,0.0,0.0,0.04918032786885246,0.6431958951474331,0.02564102564102564,0.40207302860399624,0.9508196721311475,0.35680410485256686,0.9743589743589743,0.5979269713960038
