group_name,rank,term,target_tfidf_mean,other_tfidf_mean,tfidf_gap
dolphin-yi-34b::moderator,1,ca,0.22176921754620543,0.0,0.22176921754620543
dolphin-yi-34b::moderator,2,sa,0.2033536041613804,0.0,0.2033536041613804
dolphin-yi-34b::moderator,3,user,0.12881499071863367,0.0,0.12881499071863367
dolphin-yi-34b::moderator,4,agents,0.12007411933824383,0.0,0.12007411933824383
dolphin-yi-34b::moderator,5,evidence,0.1617937704392481,0.05522797365001032,0.10656579678923779
dolphin-yi-34b::moderator,6,questions,0.10318643944116299,0.0,0.10318643944116299
dolphin-yi-34b::moderator,7,moves,0.10016716472021742,0.0,0.10016716472021742
dolphin-yi-34b::moderator,8,design,0.11280686997303273,0.0218024972410495,0.09100437273198322
dolphin-yi-34b::moderator,9,argues,0.08480741831088075,0.0,0.08480741831088075
dolphin-yi-34b::moderator,10,ca argues,0.08480741831088075,0.0,0.08480741831088075
dolphin-yi-34b::moderator,11,algorithmic,0.14405772811213072,0.06098882908537564,0.08306889902675507
dolphin-yi-34b::moderator,12,specific,0.11124902221443969,0.03732504548097722,0.07392397673346247
dolphin-yi-34b::moderator,13,algorithmic design,0.09569442179875344,0.0218024972410495,0.07389192455770394
dolphin-yi-34b::moderator,14,bridge questions,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,15,bridge,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,16,acknowledge,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,17,detected moves,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,18,detected,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,19,moderator round,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,20,moderator,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,21,epistemic,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,22,epistemic bridge,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,23,civility,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,24,agreements agents,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,25,recap agreements,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,26,recap,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,27,round recap,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,28,round,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,29,civility epistemic,0.0679197384137999,0.0,0.0679197384137999
dolphin-yi-34b::moderator,30,disagreements,0.0679197384137999,0.0,0.0679197384137999
gemma3:27b::opponent,1,acknowledging,0.14863943149336772,0.0,0.14863943149336772
gemma3:27b::opponent,2,requires,0.1405009197058088,0.0,0.1405009197058088
gemma3:27b::opponent,3,outcomes,0.13341539158597063,0.008443839948540425,0.1249715516374302
gemma3:27b::opponent,4,framing manipulation,0.11890378510398959,0.0,0.11890378510398959
gemma3:27b::opponent,5,observed,0.12611044749303887,0.015359746409336674,0.1107507010837022
gemma3:27b::opponent,6,attributing deliberate,0.10458519571525351,0.0,0.10458519571525351
gemma3:27b::opponent,7,attributing,0.10458519571525351,0.0,0.10458519571525351
gemma3:27b::opponent,8,intent observed,0.10383111687586316,0.0,0.10383111687586316
gemma3:27b::opponent,9,requires demonstrating,0.10383111687586316,0.0,0.10383111687586316
gemma3:27b::opponent,10,framing,0.10503443701126872,0.008556224087139646,0.09647821292412907
gemma3:27b::opponent,11,intent,0.1104594660040589,0.028749129550493,0.0817103364535659
gemma3:27b::opponent,12,demonstrating,0.09171989685416336,0.011089269318978896,0.08063062753518446
gemma3:27b::opponent,13,incentives,0.11802315355527421,0.05688983378823989,0.061133319767034316
gemma3:27b::opponent,14,processes,0.09022854354305315,0.032765647312891034,0.05746289623016212
gemma3:27b::opponent,15,inference,0.06443551569884591,0.009686036876169314,0.0547494788226766
gemma3:27b::opponent,16,support,0.06443551569884591,0.009941819997436317,0.05449369570140959
gemma3:27b::opponent,17,algorithmic processes,0.06443551569884591,0.010649569717937318,0.05378594598090859
gemma3:27b::opponent,18,mechanism,0.06443551569884591,0.010649569717937318,0.05378594598090859
gemma3:27b::opponent,19,psychological,0.08820423143394181,0.042070350157937655,0.04613388127600415
gemma3:27b::opponent,20,engagement optimization,0.055222348244534036,0.009941819997436317,0.04528052824709772
gemma3:27b::opponent,21,exposure,0.055222348244534036,0.009941819997436317,0.04528052824709772
gemma3:27b::opponent,22,content exposure,0.055222348244534036,0.009941819997436317,0.04528052824709772
gemma3:27b::opponent,23,negative,0.06443551569884591,0.019883639994872634,0.04455187570397327
gemma3:27b::opponent,24,exploit psychological,0.05446826940514368,0.009941819997436317,0.044526449407707364
gemma3:27b::opponent,25,exploit,0.05446826940514368,0.009941819997436317,0.044526449407707364
gemma3:27b::opponent,26,burden proof,0.06443551569884591,0.021299139435874637,0.043136376262971274
gemma3:27b::opponent,27,burden,0.06443551569884591,0.021299139435874637,0.043136376262971274
gemma3:27b::opponent,28,demonstrably,0.055222348244534036,0.012553559895052982,0.042668788349481054
gemma3:27b::opponent,29,intentional,0.055222348244534036,0.012553559895052982,0.042668788349481054
gemma3:27b::opponent,30,concerning,0.049362847470719486,0.009686036876169314,0.03967681059455017
gemma3:27b::proponent,1,agent,0.14109926348167154,0.0,0.14109926348167154
gemma3:27b::proponent,2,gun,0.14109926348167154,0.0,0.14109926348167154
gemma3:27b::proponent,3,scientific agent,0.14109926348167154,0.0,0.14109926348167154
gemma3:27b::proponent,4,scientific,0.14109926348167154,0.0,0.14109926348167154
gemma3:27b::proponent,5,smoking,0.14109926348167154,0.0,0.14109926348167154
gemma3:27b::proponent,6,smoking gun,0.14109926348167154,0.0,0.14109926348167154
gemma3:27b::proponent,7,single,0.1266475073321255,0.008443839948540425,0.11820366738358506
gemma3:27b::proponent,8,creating,0.11409935151644313,0.0,0.11409935151644313
gemma3:27b::proponent,9,manipulation isn,0.09838034562631133,0.0,0.09838034562631133
gemma3:27b::proponent,10,isn,0.09838034562631133,0.0,0.09838034562631133
gemma3:27b::proponent,11,obscured,0.09985367370874856,0.0218024972410495,0.07805117646769906
gemma3:27b::proponent,12,demands,0.06135047200596594,0.00968603687616931,0.051664435129796626
gemma3:27b::proponent,13,echo,0.06740745805372304,0.01988363999487263,0.04752381805885041
gemma3:27b::proponent,14,existing,0.06740745805372304,0.01988363999487263,0.04752381805885041
gemma3:27b::proponent,15,pre existing,0.06740745805372304,0.01988363999487263,0.04752381805885041
gemma3:27b::proponent,16,beliefs,0.06740745805372304,0.01988363999487263,0.04752381805885041
gemma3:27b::proponent,17,political,0.06740745805372304,0.01988363999487263,0.04752381805885041
gemma3:27b::proponent,18,pre,0.06740745805372304,0.01988363999487263,0.04752381805885041
gemma3:27b::proponent,19,profit,0.09257139362682834,0.04895104148237098,0.043620352144457364
gemma3:27b::proponent,20,insistence,0.05168845216359124,0.01064956971793732,0.04103888244565392
gemma3:27b::proponent,21,demanding quantifiable,0.05168845216359124,0.01064956971793732,0.04103888244565392
gemma3:27b::proponent,22,quantifiable proof,0.05168845216359124,0.01064956971793732,0.04103888244565392
gemma3:27b::proponent,23,quantifiable,0.05168845216359124,0.01064956971793732,0.04103888244565392
gemma3:27b::proponent,24,insistence single,0.05168845216359124,0.01064956971793732,0.04103888244565392
gemma3:27b::proponent,25,piece,0.05168845216359124,0.01064956971793732,0.04103888244565392
gemma3:27b::proponent,26,piece evidence,0.05168845216359124,0.01064956971793732,0.04103888244565392
gemma3:27b::proponent,27,evidence manipulation,0.06135047200596594,0.02129913943587464,0.0400513325700913
gemma3:27b::proponent,28,manipulation profit,0.06740745805372304,0.027611174122267018,0.039796283931456025
