error_type,run_id,model_name,debate_role,topic_id,turn_index,word_count,utterance,confidence
long_but_evidence_poor,run_20260208_171702,gemma3:27b,moderator,gmo_dangers,3,182.0,"[MODERATOR][Round 1 Recap]
Agreements: Both agents acknowledge the potential for corporate influence in the GMO industry., Both agents agree that further research and evidence are needed to fully understand the risks and benefits of GMOs., Both agents recognize the importance of public health in relation to the food supply.
Disagreements: CA asserts GMOs *are* deliberately designed to cause harm, while SA denies intentional harm., CA focuses on past corporate misconduct as indicative of current practices, while SA argues past incidents don't represent the entire industry., CA frames the issue as a systemic problem of corporate control, while SA emphasizes the lack of empirical evidence for a conspiracy.
Detected moves: appeal to authority (CA referencing 'accusations' without specifics), generalization (CA assuming all corporate agriculture prioritizes profit), strawman (SA refuting a 'global conspiracy' that CA didn't explicitly state, but implied), burden of proof shift (CA asking SA to disprove corporate influence)
Scores: civility=4/5, epistemic=4/5, bridge=3/5
Next questions: What specific mechanisms would corporations use to deliberately cause health problems through GMOs?, Can SA provide examples of GMO research *not* funded or influenced by corporations, and how does that research compare?",
long_but_evidence_poor,run_20260208_171702,gemma3:27b,moderator,gmo_dangers,6,164.0,"[MODERATOR][Round 2 Recap]
Agreements: Both agents acknowledge the existence of GMO research., Both acknowledge potential concerns regarding GMOs, though they differ on the *intent* behind those concerns., Both agents are open to changing their minds with sufficient evidence.
Disagreements: CA believes corporate funding inherently biases GMO research, while SA argues independent research exists and regulatory oversight mitigates bias., CA focuses on distrust of corporations, while SA emphasizes the need for empirical evidence of manipulation., CA frames the issue as deliberate harm, while SA suggests skepticism is reasonable but not necessarily proven.
Detected moves: appeal to authority (CA referencing Monsanto accusations), generalization (SA challenging the assumption all corporate research is tainted), burden of proof shift (both agents requesting evidence from the other)
Scores: civility=4/5, epistemic=4/5, bridge=3/5
Next questions: CA: What specific safeguards are in place to *guarantee* the objectivity of regulatory agencies evaluating GMOs?, SA: Can you address the documented instances of corporate behavior that raise legitimate concerns about transparency in scientific research, even if not directly related to GMOs?",
long_but_evidence_poor,run_20260208_171702,gemma3:27b,moderator,gmo_dangers,9,160.0,"[MODERATOR][Round 3 Recap]
Agreements: Both agents acknowledge the existence of GMO research., Both agree that concerns about GMOs exist, stemming from potential risks., Both acknowledge funding sources can play a role in research.
Disagreements: CA asserts corporate manipulation is a systemic issue, while SA argues it's a generalization and lacks consistent evidence., CA focuses on instances of alleged suppression, while SA emphasizes the possibility of independent integrity within research., They disagree on the burden of proof – CA asks for examples of *good* corporate research, while SA asks for examples of *bad* corporate research.
Detected moves: appeal to authority (CA referencing Monsanto accusations), generalization (CA and SA both make broad statements about research), burden of proof shift (both agents request evidence from the other)
Scores: civility=5/5, epistemic=4/5, bridge=3/5
Next questions: Can CA provide a specific, verified instance of manipulated data from a corporate-funded GMO study, beyond accusations?, Can SA acknowledge that corporate funding *can* create incentives for biased research, even if it doesn't always happen?",
long_but_evidence_poor,run_20260208_171702,gemma3:27b,moderator,gmo_dangers,15,150.0,"[MODERATOR][Round 5 Recap]
Agreements: Both agents agree that corporate influence exists in GMO research., Both agents acknowledge the need for evidence to support claims of manipulation., Both agents state that concrete evidence would shift their position.
Disagreements: CA asserts a history of corporate manipulation, while SA argues this is a generalization without systemic proof., CA focuses on accusations against Monsanto, while SA demands broader evidence of a pattern., SA emphasizes the importance of individual researcher integrity, which CA does not directly address.
Detected moves: appeal to authority (CA referencing Monsanto accusations), generalization (CA's claim of corporate manipulation), burden of proof shift (CA asking SA for evidence of *non*-manipulation)
Scores: civility=5/5, epistemic=4/5, bridge=3/5
Next questions: CA: Can you address the specific instances of alleged corporate misconduct and explain why they don't represent a systemic pattern?, SA: What specific criteria would constitute 'systemic manipulation' in your view, and what level of evidence would be sufficient to demonstrate it?",
long_but_evidence_poor,run_20260208_171702,gemma3:27b,moderator,gmo_dangers,12,128.0,"[MODERATOR][Round 4 Recap]
Agreements: Both agents agree that instances of corporate misconduct in research exist., Both acknowledge the importance of research integrity and oversight.
Disagreements: CA asserts a deliberate, systemic pattern of manipulation by corporations regarding GMOs, while SA argues against generalizing isolated incidents as systemic., CA requests evidence of manipulation in *independent* research, while SA challenges CA to prove a systemic pattern in *corporate-funded* research – a subtle but important framing difference.
Detected moves: anomaly-emphasis, burden of proof shift
Scores: civility=5/5, epistemic=4/5, bridge=3/5
Next questions: CA, how do you respond to the argument that isolated incidents of corporate misconduct do not equate to a systemic pattern of manipulation?, SA, can you address the historical examples of corporate suppression of negative findings, even if you believe they don't represent a systemic issue?",
long_but_evidence_poor,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,5,31.0,"GMO research can be conducted independently and without corporate influence, which supports the notion that GMO foods are not deliberately designed to cause health problems or increase dependence on corporate agriculture.",
long_but_evidence_poor,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,2,29.0,GMO foods are not deliberately designed to cause health problems or increase dependence on corporate agriculture. The Monsanto company's past actions do not represent all GMO research and development.,
long_but_evidence_poor,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,4,24.0,"Corporations have a history of manipulating information and hiding negative effects of their products, making it difficult to trust GMO research funded by them.",
long_but_evidence_poor,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,1,23.0,"Corporate agriculture is known to prioritize profit over public health, and their influence on the food supply chain makes them a potential threat.",
long_but_evidence_poor,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,7,20.0,"Despite regulatory oversight, there are still instances where corporations have manipulated or hidden negative effects of GMOs in their studies.",
long_but_evidence_poor,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,11,18.0,It is crucial to differentiate between isolated instances of corporate misconduct and a systemic manipulation of GMO research.,
long_but_evidence_poor,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,14,18.0,It is crucial to differentiate between isolated instances of corporate misconduct and a systemic manipulation of GMO research.,
long_but_evidence_poor,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,10,15.0,Corporations have a history of manipulating and hiding negative effects of GMOs in their studies.,
long_but_evidence_poor,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,13,15.0,Corporations have a history of manipulating and hiding negative effects of GMOs in their studies.,
long_but_evidence_poor,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,8,10.0,GMO research can be conducted independently and without corporate influence.,
high_confidence_low_evidence,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,14,,It is crucial to differentiate between isolated instances of corporate misconduct and a systemic manipulation of GMO research.,62.0
high_confidence_low_evidence,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,11,,It is crucial to differentiate between isolated instances of corporate misconduct and a systemic manipulation of GMO research.,60.0
high_confidence_low_evidence,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,8,,GMO research can be conducted independently and without corporate influence.,57.0
high_confidence_low_evidence,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,5,,"GMO research can be conducted independently and without corporate influence, which supports the notion that GMO foods are not deliberately designed to cause health problems or increase dependence on corporate agriculture.",56.0
high_confidence_low_evidence,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,1,,"Corporate agriculture is known to prioritize profit over public health, and their influence on the food supply chain makes them a potential threat.",55.0
high_confidence_low_evidence,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,2,,GMO foods are not deliberately designed to cause health problems or increase dependence on corporate agriculture. The Monsanto company's past actions do not represent all GMO research and development.,55.0
high_confidence_low_evidence,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,4,,"Corporations have a history of manipulating information and hiding negative effects of their products, making it difficult to trust GMO research funded by them.",53.0
high_confidence_low_evidence,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,7,,"Despite regulatory oversight, there are still instances where corporations have manipulated or hidden negative effects of GMOs in their studies.",51.0
high_confidence_low_evidence,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,10,,Corporations have a history of manipulating and hiding negative effects of GMOs in their studies.,49.0
high_confidence_low_evidence,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,13,,Corporations have a history of manipulating and hiding negative effects of GMOs in their studies.,46.0
generic_rebuttal_marker,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,7,,"Despite regulatory oversight, there are still instances where corporations have manipulated or hidden negative effects of GMOs in their studies.",
generic_rebuttal_marker,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,2,,GMO foods are not deliberately designed to cause health problems or increase dependence on corporate agriculture. The Monsanto company's past actions do not represent all GMO research and development.,
generic_rebuttal_marker,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,10,,Corporations have a history of manipulating and hiding negative effects of GMOs in their studies.,
generic_rebuttal_marker,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,8,,GMO research can be conducted independently and without corporate influence.,
generic_rebuttal_marker,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,4,,"Corporations have a history of manipulating information and hiding negative effects of their products, making it difficult to trust GMO research funded by them.",
generic_rebuttal_marker,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,5,,"GMO research can be conducted independently and without corporate influence, which supports the notion that GMO foods are not deliberately designed to cause health problems or increase dependence on corporate agriculture.",
generic_rebuttal_marker,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,11,,It is crucial to differentiate between isolated instances of corporate misconduct and a systemic manipulation of GMO research.,
generic_rebuttal_marker,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,13,,Corporations have a history of manipulating and hiding negative effects of GMOs in their studies.,
generic_rebuttal_marker,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,14,,It is crucial to differentiate between isolated instances of corporate misconduct and a systemic manipulation of GMO research.,
generic_rebuttal_marker,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,1,,"Corporate agriculture is known to prioritize profit over public health, and their influence on the food supply chain makes them a potential threat.",
generic_rebuttal_marker,run_20260208_171702,gemma3:27b,moderator,gmo_dangers,3,,"[MODERATOR][Round 1 Recap]
Agreements: Both agents acknowledge the potential for corporate influence in the GMO industry., Both agents agree that further research and evidence are needed to fully understand the risks and benefits of GMOs., Both agents recognize the importance of public health in relation to the food supply.
Disagreements: CA asserts GMOs *are* deliberately designed to cause harm, while SA denies intentional harm., CA focuses on past corporate misconduct as indicative of current practices, while SA argues past incidents don't represent the entire industry., CA frames the issue as a systemic problem of corporate control, while SA emphasizes the lack of empirical evidence for a conspiracy.
Detected moves: appeal to authority (CA referencing 'accusations' without specifics), generalization (CA assuming all corporate agriculture prioritizes profit), strawman (SA refuting a 'global conspiracy' that CA didn't explicitly state, but implied), burden of proof shift (CA asking SA to disprove corporate influence)
Scores: civility=4/5, epistemic=4/5, bridge=3/5
Next questions: What specific mechanisms would corporations use to deliberately cause health problems through GMOs?, Can SA provide examples of GMO research *not* funded or influenced by corporations, and how does that research compare?",
generic_rebuttal_marker,run_20260208_171702,gemma3:27b,moderator,gmo_dangers,6,,"[MODERATOR][Round 2 Recap]
Agreements: Both agents acknowledge the existence of GMO research., Both acknowledge potential concerns regarding GMOs, though they differ on the *intent* behind those concerns., Both agents are open to changing their minds with sufficient evidence.
Disagreements: CA believes corporate funding inherently biases GMO research, while SA argues independent research exists and regulatory oversight mitigates bias., CA focuses on distrust of corporations, while SA emphasizes the need for empirical evidence of manipulation., CA frames the issue as deliberate harm, while SA suggests skepticism is reasonable but not necessarily proven.
Detected moves: appeal to authority (CA referencing Monsanto accusations), generalization (SA challenging the assumption all corporate research is tainted), burden of proof shift (both agents requesting evidence from the other)
Scores: civility=4/5, epistemic=4/5, bridge=3/5
Next questions: CA: What specific safeguards are in place to *guarantee* the objectivity of regulatory agencies evaluating GMOs?, SA: Can you address the documented instances of corporate behavior that raise legitimate concerns about transparency in scientific research, even if not directly related to GMOs?",
generic_rebuttal_marker,run_20260208_171702,gemma3:27b,moderator,gmo_dangers,9,,"[MODERATOR][Round 3 Recap]
Agreements: Both agents acknowledge the existence of GMO research., Both agree that concerns about GMOs exist, stemming from potential risks., Both acknowledge funding sources can play a role in research.
Disagreements: CA asserts corporate manipulation is a systemic issue, while SA argues it's a generalization and lacks consistent evidence., CA focuses on instances of alleged suppression, while SA emphasizes the possibility of independent integrity within research., They disagree on the burden of proof – CA asks for examples of *good* corporate research, while SA asks for examples of *bad* corporate research.
Detected moves: appeal to authority (CA referencing Monsanto accusations), generalization (CA and SA both make broad statements about research), burden of proof shift (both agents request evidence from the other)
Scores: civility=5/5, epistemic=4/5, bridge=3/5
Next questions: Can CA provide a specific, verified instance of manipulated data from a corporate-funded GMO study, beyond accusations?, Can SA acknowledge that corporate funding *can* create incentives for biased research, even if it doesn't always happen?",
generic_rebuttal_marker,run_20260208_171702,gemma3:27b,moderator,gmo_dangers,12,,"[MODERATOR][Round 4 Recap]
Agreements: Both agents agree that instances of corporate misconduct in research exist., Both acknowledge the importance of research integrity and oversight.
Disagreements: CA asserts a deliberate, systemic pattern of manipulation by corporations regarding GMOs, while SA argues against generalizing isolated incidents as systemic., CA requests evidence of manipulation in *independent* research, while SA challenges CA to prove a systemic pattern in *corporate-funded* research – a subtle but important framing difference.
Detected moves: anomaly-emphasis, burden of proof shift
Scores: civility=5/5, epistemic=4/5, bridge=3/5
Next questions: CA, how do you respond to the argument that isolated incidents of corporate misconduct do not equate to a systemic pattern of manipulation?, SA, can you address the historical examples of corporate suppression of negative findings, even if you believe they don't represent a systemic issue?",
generic_rebuttal_marker,run_20260208_171702,gemma3:27b,moderator,gmo_dangers,15,,"[MODERATOR][Round 5 Recap]
Agreements: Both agents agree that corporate influence exists in GMO research., Both agents acknowledge the need for evidence to support claims of manipulation., Both agents state that concrete evidence would shift their position.
Disagreements: CA asserts a history of corporate manipulation, while SA argues this is a generalization without systemic proof., CA focuses on accusations against Monsanto, while SA demands broader evidence of a pattern., SA emphasizes the importance of individual researcher integrity, which CA does not directly address.
Detected moves: appeal to authority (CA referencing Monsanto accusations), generalization (CA's claim of corporate manipulation), burden of proof shift (CA asking SA for evidence of *non*-manipulation)
Scores: civility=5/5, epistemic=4/5, bridge=3/5
Next questions: CA: Can you address the specific instances of alleged corporate misconduct and explain why they don't represent a systemic pattern?, SA: What specific criteria would constitute 'systemic manipulation' in your view, and what level of evidence would be sufficient to demonstrate it?",
ambiguous_winner_extraction,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,1,,"Corporate agriculture is known to prioritize profit over public health, and their influence on the food supply chain makes them a potential threat.",
ambiguous_winner_extraction,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,2,,GMO foods are not deliberately designed to cause health problems or increase dependence on corporate agriculture. The Monsanto company's past actions do not represent all GMO research and development.,
ambiguous_winner_extraction,run_20260208_171702,gemma3:27b,moderator,gmo_dangers,3,,"[MODERATOR][Round 1 Recap]
Agreements: Both agents acknowledge the potential for corporate influence in the GMO industry., Both agents agree that further research and evidence are needed to fully understand the risks and benefits of GMOs., Both agents recognize the importance of public health in relation to the food supply.
Disagreements: CA asserts GMOs *are* deliberately designed to cause harm, while SA denies intentional harm., CA focuses on past corporate misconduct as indicative of current practices, while SA argues past incidents don't represent the entire industry., CA frames the issue as a systemic problem of corporate control, while SA emphasizes the lack of empirical evidence for a conspiracy.
Detected moves: appeal to authority (CA referencing 'accusations' without specifics), generalization (CA assuming all corporate agriculture prioritizes profit), strawman (SA refuting a 'global conspiracy' that CA didn't explicitly state, but implied), burden of proof shift (CA asking SA to disprove corporate influence)
Scores: civility=4/5, epistemic=4/5, bridge=3/5
Next questions: What specific mechanisms would corporations use to deliberately cause health problems through GMOs?, Can SA provide examples of GMO research *not* funded or influenced by corporations, and how does that research compare?",
ambiguous_winner_extraction,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,4,,"Corporations have a history of manipulating information and hiding negative effects of their products, making it difficult to trust GMO research funded by them.",
ambiguous_winner_extraction,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,5,,"GMO research can be conducted independently and without corporate influence, which supports the notion that GMO foods are not deliberately designed to cause health problems or increase dependence on corporate agriculture.",
ambiguous_winner_extraction,run_20260208_171702,gemma3:27b,moderator,gmo_dangers,6,,"[MODERATOR][Round 2 Recap]
Agreements: Both agents acknowledge the existence of GMO research., Both acknowledge potential concerns regarding GMOs, though they differ on the *intent* behind those concerns., Both agents are open to changing their minds with sufficient evidence.
Disagreements: CA believes corporate funding inherently biases GMO research, while SA argues independent research exists and regulatory oversight mitigates bias., CA focuses on distrust of corporations, while SA emphasizes the need for empirical evidence of manipulation., CA frames the issue as deliberate harm, while SA suggests skepticism is reasonable but not necessarily proven.
Detected moves: appeal to authority (CA referencing Monsanto accusations), generalization (SA challenging the assumption all corporate research is tainted), burden of proof shift (both agents requesting evidence from the other)
Scores: civility=4/5, epistemic=4/5, bridge=3/5
Next questions: CA: What specific safeguards are in place to *guarantee* the objectivity of regulatory agencies evaluating GMOs?, SA: Can you address the documented instances of corporate behavior that raise legitimate concerns about transparency in scientific research, even if not directly related to GMOs?",
ambiguous_winner_extraction,run_20260208_171702,dolphin-yi-34b,proponent,gmo_dangers,7,,"Despite regulatory oversight, there are still instances where corporations have manipulated or hidden negative effects of GMOs in their studies.",
ambiguous_winner_extraction,run_20260208_171702,dolphin-yi-34b,opponent,gmo_dangers,8,,GMO research can be conducted independently and without corporate influence.,
ambiguous_winner_extraction,run_20260208_171702,gemma3:27b,moderator,gmo_dangers,9,,"[MODERATOR][Round 3 Recap]
Agreements: Both agents acknowledge the existence of GMO research., Both agree that concerns about GMOs exist, stemming from potential risks., Both acknowledge funding sources can play a role in research.
Disagreements: CA asserts corporate manipulation is a systemic issue, while SA argues it's a generalization and lacks consistent evidence., CA focuses on instances of alleged suppression, while SA emphasizes the possibility of independent integrity within research., They disagree on the burden of proof – CA asks for examples of *good* corporate research, while SA asks for examples of *bad* corporate research.
Detected moves: appeal to authority (CA referencing Monsanto accusations), generalization (CA and SA both make broad statements about research), burden of proof shift (both agents request evidence from the other)
Scores: civility=5/5, epistemic=4/5, bridge=3/5
Next questions: Can CA provide a specific, verified instance of manipulated data from a corporate-funded GMO study, beyond accusations?, Can SA acknowledge that corporate funding *can* create incentives for biased research, even if it doesn't always happen?",
