group_name,rank,term,target_tfidf_mean,other_tfidf_mean,tfidf_gap
dolphin-yi-34b::moderator,1,sa,0.15861269980718656,0.0,0.15861269980718656
dolphin-yi-34b::moderator,2,ca,0.15839106828523153,0.0,0.15839106828523153
dolphin-yi-34b::moderator,3,agents,0.10559550292277661,0.0,0.10559550292277661
dolphin-yi-34b::moderator,4,global,0.1325768706703191,0.033632090527181815,0.09894478014313728
dolphin-yi-34b::moderator,5,evidence,0.09205006321583432,0.0,0.09205006321583432
dolphin-yi-34b::moderator,6,needs,0.0916278069237817,0.0,0.0916278069237817
dolphin-yi-34b::moderator,7,coordinated global,0.08717661535500318,0.0,0.08717661535500318
dolphin-yi-34b::moderator,8,global plan,0.08717661535500318,0.0,0.08717661535500318
dolphin-yi-34b::moderator,9,local,0.08505021519982049,0.0,0.08505021519982049
dolphin-yi-34b::moderator,10,countries,0.1000013784861037,0.01832054307427278,0.08168083541183092
dolphin-yi-34b::moderator,11,specific,0.07940666228864207,0.0,0.07940666228864207
dolphin-yi-34b::moderator,12,specific evidence,0.07940666228864207,0.0,0.07940666228864207
dolphin-yi-34b::moderator,13,plan,0.10961180795331453,0.03592020353540376,0.07369160441791077
dolphin-yi-34b::moderator,14,local needs,0.07170419919462465,0.0,0.07170419919462465
dolphin-yi-34b::moderator,15,bridge,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,16,acknowledge,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,17,differentiate,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,18,detected,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,19,detected moves,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,20,disagreements,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,21,appeal,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,22,agreements agents,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,23,epistemic bridge,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,24,epistemic,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,25,moderator round,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,26,bridge questions,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,27,civility epistemic,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,28,civility,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,29,agents acknowledge,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::moderator,30,agreements,0.06676326136144983,0.0,0.06676326136144983
dolphin-yi-34b::opponent,1,does,0.1590343317708674,0.0,0.1590343317708674
dolphin-yi-34b::opponent,2,does necessarily,0.1590343317708674,0.0,0.1590343317708674
dolphin-yi-34b::opponent,3,cultures does,0.1590343317708674,0.0,0.1590343317708674
dolphin-yi-34b::opponent,4,necessarily,0.1590343317708674,0.0,0.1590343317708674
dolphin-yi-34b::opponent,5,necessarily indicate,0.1590343317708674,0.0,0.1590343317708674
