model_name,debate_role,round,confidence,confidence_delta_within_role,word_count,avg_sentence_length,lemma_type_token_ratio,vader_compound,evidence_density_per_1k_words,rebuttal_density_per_1k_words,hedge_density_per_1k_words,assertive_density_per_1k_words,strong_modal_density_per_1k_words,weak_modal_density_per_1k_words,moral_density_per_1k_words,stance_proxy_score,assertiveness_balance,modality_balance,lexical_overlap_prev_other_turn,semantic_similarity_prev_other_turn,lexical_overlap_prev_opponent_turn,semantic_similarity_prev_opponent_turn,novelty_vs_prev_turn_lexical,novelty_vs_prev_turn_semantic,novelty_vs_prev_opponent_turn_lexical,novelty_vs_prev_opponent_turn_semantic
dolphin-yi-34b,opponent,1,62.5,15.0,37.0,16.666666666666664,0.9558823529411764,-0.4449,134.30012610340478,0.0,0.0,0.0,0.0,0.0,5.437210083403601,0.0,0.0,0.0,0.2134502923976608,0.6795475499564144,0.2134502923976608,0.6795475499564144,0.7865497076023391,0.3204524500435856,0.7865497076023391,0.3204524500435856
dolphin-yi-34b,opponent,3,67.0,-3.0,31.0,15.5,1.0,-0.2646,32.25806451612903,0.0,0.0,0.0,0.0,0.0,5.140116664833641,0.0,0.0,0.0,0.20512820512820512,0.6206815106022029,0.20512820512820512,0.6206815106022029,0.7948717948717949,0.3793184893977971,0.7948717948717949,0.3793184893977971
dolphin-yi-34b,opponent,4,68.0,1.0,44.0,14.666666666666666,0.88,-0.2523,45.45454545454545,0.0,0.0,0.0,0.0,0.0,3.6989374349885864,0.0,0.0,0.0,0.2,0.645655596741499,0.2,0.645655596741499,0.8,0.35434440325850103,0.8,0.35434440325850103
dolphin-yi-34b,opponent,5,70.0,2.0,41.0,13.666666666666666,0.9166666666666666,-0.7105,97.5609756097561,0.0,0.0,0.0,0.0,0.0,4.123459341790609,0.0,0.0,0.0,0.06779661016949153,0.5493565628997514,0.06779661016949153,0.5493565628997514,0.9322033898305084,0.45064343710024857,0.9322033898305084,0.45064343710024857
gemma3:27b,moderator,1,,,165.0,27.5,0.68,-0.9074,121.21212121212122,0.0,0.0,0.0,0.0,0.0,0.9322503054678088,0.0,0.0,0.0,0.125,0.6640004161997879,0.0,,0.875,0.3359995838002121,1.0,
gemma3:27b,moderator,2,,,202.0,28.857142857142858,0.6837606837606838,-0.7225,99.00990099009901,0.0,0.0,0.0,0.0,0.0,0.7872936950317969,1.0,0.0,0.0,0.075,0.5930164236148563,0.0,,0.925,0.4069835763851437,1.0,
gemma3:27b,moderator,3,,,200.0,33.333333333333336,0.6517857142857143,-0.9621,70.0,0.0,0.0,0.0,0.0,0.0,0.8522626112453168,3.0,0.0,0.0,0.16666666666666666,0.4976158770282671,0.0,,0.8333333333333334,0.502384122971733,1.0,
gemma3:27b,moderator,4,,,175.0,29.166666666666668,0.673469387755102,0.958,142.85714285714286,0.0,0.0,0.0,0.0,0.0,0.9101193350231934,0.0,0.0,0.0,0.15789473684210525,0.6064840306609527,0.0,,0.8421052631578947,0.3935159693390473,1.0,
gemma3:27b,moderator,5,,,212.0,26.5,0.732824427480916,-0.6966,80.18867924528301,0.0,4.716981132075472,0.0,0.0,0.0,0.7615810765005789,1.0,-0.0047169811320754715,0.0,0.1568627450980392,0.6200776155283667,0.0,,0.8431372549019608,0.3799223844716333,1.0,
gemma3:27b,proponent,1,55.0,,33.0,33.0,1.0,-0.886,90.9090909090909,0.0,30.303030303030305,0.0,0.0,0.0,4.857347643093745,0.0,-0.030303030303030304,0.0,0.0,,0.0,,1.0,,1.0,
gemma3:27b,proponent,2,56.0,1.0,31.0,31.0,0.95,0.5968,96.7741935483871,0.0,0.0,0.0,0.0,0.0,5.129414689994831,0.0,0.0,0.0,0.03571428571428571,0.5720016447500496,0.041666666666666664,0.5336176722269597,0.9642857142857143,0.42799835524995045,0.9583333333333334,0.46638232777304034
gemma3:27b,proponent,3,60.0,4.0,53.0,26.5,0.90625,-0.2846,0.0,0.0,0.0,0.0,0.0,0.0,3.2753215467072794,-1.0,0.0,0.0,0.12371134020618557,0.6519900836249978,0.09375,0.5143137982000769,0.8762886597938144,0.3480099163750022,0.90625,0.48568620179992306
gemma3:27b,proponent,4,58.0,-2.0,38.0,38.0,0.9523809523809523,0.4215,78.94736842105263,0.0,0.0,0.0,0.0,0.0,3.617344564667024,-1.0,0.0,0.0,0.10714285714285714,0.5329117267320191,0.02702702702702703,0.4869362617238335,0.8928571428571429,0.46708827326798086,0.972972972972973,0.5130637382761665
gemma3:27b,proponent,5,55.0,-3.0,71.0,23.666666666666668,0.9318181818181818,0.8294,28.169014084507044,0.0,0.0,0.0,0.0,0.0,2.5340252278772857,0.0,0.0,0.0,0.09183673469387756,0.48489843433462654,0.06779661016949153,0.5213124042502926,0.9081632653061225,0.5151015656653735,0.9322033898305084,0.47868759574970743
