model_name,debate_role,round,confidence,confidence_delta_within_role,word_count,avg_sentence_length,lemma_type_token_ratio,vader_compound,evidence_density_per_1k_words,rebuttal_density_per_1k_words,hedge_density_per_1k_words,assertive_density_per_1k_words,strong_modal_density_per_1k_words,weak_modal_density_per_1k_words,moral_density_per_1k_words,stance_proxy_score,assertiveness_balance,modality_balance,lexical_overlap_prev_other_turn,semantic_similarity_prev_other_turn,lexical_overlap_prev_opponent_turn,semantic_similarity_prev_opponent_turn,novelty_vs_prev_turn_lexical,novelty_vs_prev_turn_semantic,novelty_vs_prev_opponent_turn_lexical,novelty_vs_prev_opponent_turn_semantic
gemma3:27b,moderator,1,,,236.0,26.22222222222222,0.75,0.0,76.27118644067797,0.0,4.237288135593221,0.0,0.0,0.0,0.6624638817776929,-1.0,-0.00423728813559322,0.0,0.13934426229508196,0.5025652597236343,0.0,,0.860655737704918,0.4974347402763657,1.0,
gemma3:27b,moderator,2,,,213.0,35.5,0.7575757575757576,0.264,75.11737089201878,4.694835680751174,0.0,0.0,0.0,0.0,0.7783983096500744,1.0,0.0,0.0,0.09734513274336283,0.38974524830290624,0.0,,0.9026548672566371,0.6102547516970938,1.0,
gemma3:27b,moderator,3,,,230.0,57.5,0.7379310344827587,0.7236,60.869565217391305,0.0,4.3478260869565215,0.0,0.0,0.0,0.6902365674533043,0.0,-0.004347826086956522,0.0,0.09322033898305085,0.47334710896675,0.0,,0.9067796610169492,0.52665289103325,1.0,
gemma3:27b,moderator,4,,,176.0,35.2,0.75,-0.9162,79.54545454545455,0.0,0.0,0.0,0.0,0.0,0.9793054067558967,3.0,0.0,0.0,0.18681318681318682,0.6188041147616815,0.0,,0.8131868131868132,0.3811958852383185,1.0,
gemma3:27b,opponent,1,50.0,,43.0,21.5,0.9655172413793104,-0.7579,46.51162790697674,0.0,0.0,0.0,0.0,0.0,3.789208254664433,0.0,0.0,0.0,0.0975609756097561,0.7436416124977626,0.0975609756097561,0.7436416124977626,0.9024390243902439,0.2563583875022374,0.9024390243902439,0.2563583875022374
gemma3:27b,opponent,2,51.0,1.0,38.0,38.0,0.96,-0.4019,0.0,0.0,0.0,0.0,0.0,0.0,3.866613383089367,0.0,0.0,0.0,0.11627906976744186,0.6844012060788616,0.11627906976744186,0.6844012060788616,0.8837209302325582,0.31559879392113843,0.8837209302325582,0.31559879392113843
gemma3:27b,opponent,3,53.0,2.0,37.0,37.0,1.0,-0.1154,27.027027027027028,0.0,0.0,0.0,0.0,0.0,5.000129124729155,1.0,0.0,0.0,0.12195121951219512,0.6329188631503564,0.12195121951219512,0.6329188631503564,0.8780487804878049,0.3670811368496436,0.8780487804878049,0.3670811368496436
gemma3:27b,opponent,4,55.0,2.0,36.0,36.0,1.0,-0.224,55.55555555555556,0.0,0.0,0.0,0.0,0.0,4.897900174586018,0.0,0.0,0.0,0.06382978723404255,0.6746164501595784,0.06382978723404255,0.6746164501595784,0.9361702127659575,0.3253835498404216,0.9361702127659575,0.3253835498404216
gemma3:27b,proponent,1,50.0,,28.0,28.0,0.9444444444444444,0.0708,0.0,35.714285714285715,0.0,0.0,0.0,0.0,5.550175825490428,0.0,0.0,0.0,0.0,,0.0,,1.0,,1.0,
gemma3:27b,proponent,2,45.0,-5.0,38.0,38.0,0.96,-0.8499,26.31578947368421,0.0,0.0,0.0,0.0,0.0,4.682869641137181,-1.0,0.0,0.0,0.0546875,0.3032903020994621,0.0196078431372549,0.3474362853030244,0.9453125,0.6967096979005378,0.9803921568627451,0.6525637146969756
gemma3:27b,proponent,3,42.0,-3.0,35.0,35.0,1.0,0.6908,0.0,0.0,0.0,0.0,0.0,0.0,5.069172800130469,-1.0,0.0,0.0,0.08771929824561403,0.5915882279534154,0.0,0.29655160512734124,0.9122807017543859,0.40841177204658463,1.0,0.7034483948726588
gemma3:27b,proponent,4,37.0,-5.0,39.0,39.0,0.9629629629629629,0.5908,51.282051282051285,25.641025641025642,25.641025641025642,0.0,0.0,0.0,4.213681444375023,0.0,-0.02564102564102564,0.0,0.05555555555555555,0.4267211749082356,0.02127659574468085,0.5982311384770227,0.9444444444444444,0.5732788250917644,0.9787234042553191,0.4017688615229773
