metric_family,metric,model_name,mean,std,n
baseline,word_count,dolphin-yi-34b,18.0,2.23606797749979,5
baseline,word_count,gemma3:27b,109.2,78.88219063895221,10
baseline,type_token_ratio,dolphin-yi-34b,0.9857142857142858,0.03194382824999698,5
baseline,type_token_ratio,gemma3:27b,0.7750121592071403,0.14249288469464436,10
baseline,vader_compound,dolphin-yi-34b,0.42504,0.23760458328912765,5
baseline,vader_compound,gemma3:27b,-0.13130999999999998,0.6395756448180656,10
baseline,citation_count,dolphin-yi-34b,0.0,0.0,5
baseline,citation_count,gemma3:27b,0.5,0.5270462766947299,10
baseline,question_count,dolphin-yi-34b,0.0,0.0,5
baseline,question_count,gemma3:27b,1.0,1.0540925533894598,10
core,confidence,dolphin-yi-34b,49.0,4.743416490252569,5
core,confidence,gemma3:27b,51.2,1.7888543819998317,5
core,confidence_delta_within_role,dolphin-yi-34b,-3.0,0.0,4
core,confidence_delta_within_role,gemma3:27b,1.0,1.1547005383792515,4
core,word_count,dolphin-yi-34b,18.0,2.23606797749979,5
core,word_count,gemma3:27b,109.2,78.88219063895221,10
core,avg_sentence_length,dolphin-yi-34b,18.0,2.23606797749979,5
core,avg_sentence_length,gemma3:27b,34.42880952380953,6.868869533605228,10
core,lemma_type_token_ratio,dolphin-yi-34b,1.0,0.0,5
core,lemma_type_token_ratio,gemma3:27b,0.8612064462953442,0.15075888077619257,10
core,vader_compound,dolphin-yi-34b,0.42504,0.23760458328912765,5
core,vader_compound,gemma3:27b,-0.13130999999999998,0.6395756448180656,10
core,evidence_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,evidence_density_per_1k_words,gemma3:27b,50.07738034865223,22.86231839398164,10
core,rebuttal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,rebuttal_density_per_1k_words,gemma3:27b,2.7777777777777777,8.784104611578831,10
core,hedge_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,hedge_density_per_1k_words,gemma3:27b,3.290598290598291,8.753558355876836,10
core,assertive_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,assertive_density_per_1k_words,gemma3:27b,0.0,0.0,10
core,strong_modal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,strong_modal_density_per_1k_words,gemma3:27b,0.0,0.0,10
core,weak_modal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,weak_modal_density_per_1k_words,gemma3:27b,0.0,0.0,10
core,moral_density_per_1k_words,dolphin-yi-34b,10.223784045734487,2.2620365478623716,5
core,moral_density_per_1k_words,gemma3:27b,2.842695838920969,2.0855115196842213,10
core,stance_proxy_score,dolphin-yi-34b,0.0,0.0,5
core,stance_proxy_score,gemma3:27b,1.0,0.6666666666666666,10
core,assertiveness_balance,dolphin-yi-34b,0.0,0.0,5
core,assertiveness_balance,gemma3:27b,-0.0032905982905982907,0.008753558355876835,10
core,modality_balance,dolphin-yi-34b,0.0,0.0,5
core,modality_balance,gemma3:27b,0.0,0.0,10
core,lexical_overlap_prev_other_turn,dolphin-yi-34b,0.035249921667573667,0.02329552092217402,5
core,lexical_overlap_prev_other_turn,gemma3:27b,0.17230654129429085,0.07168986487927075,10
core,semantic_similarity_prev_other_turn,dolphin-yi-34b,0.5602460465574244,0.03390055840480626,4
core,semantic_similarity_prev_other_turn,gemma3:27b,0.7040945017299454,0.059398694897085255,10
core,lexical_overlap_prev_opponent_turn,dolphin-yi-34b,0.11789130434782609,0.09946844784755751,5
core,lexical_overlap_prev_opponent_turn,gemma3:27b,0.10034746588693957,0.12239583117561054,10
core,semantic_similarity_prev_opponent_turn,dolphin-yi-34b,0.7340716682942483,0.032719075709184,4
core,semantic_similarity_prev_opponent_turn,gemma3:27b,0.7511020838956424,0.027357676485838592,5
core,novelty_vs_prev_turn_lexical,dolphin-yi-34b,0.9647500783324263,0.02329552092217402,5
core,novelty_vs_prev_turn_lexical,gemma3:27b,0.8276934587057092,0.07168986487927073,10
core,novelty_vs_prev_turn_semantic,dolphin-yi-34b,0.43975395344257556,0.03390055840480626,4
core,novelty_vs_prev_turn_semantic,gemma3:27b,0.2959054982700547,0.059398694897085255,10
core,novelty_vs_prev_opponent_turn_lexical,dolphin-yi-34b,0.882108695652174,0.0994684478475575,5
core,novelty_vs_prev_opponent_turn_lexical,gemma3:27b,0.8996525341130605,0.12239583117561052,10
core,novelty_vs_prev_opponent_turn_semantic,dolphin-yi-34b,0.2659283317057517,0.032719075709184,4
core,novelty_vs_prev_opponent_turn_semantic,gemma3:27b,0.24889791610435755,0.027357676485838592,5
