model_name,metric,proponent_mean,opponent_mean,proponent_n,opponent_n,role_gap,role_gap_ci_low,role_gap_ci_high,effect_size_d
dolphin-yi-34b,confidence,52.2,57.4,5,5,-5.199999999999996,-7.799999999999997,-2.8000000000000043,-2.5373401896661845
dolphin-yi-34b,confidence_delta_within_role,-1.5,1.5,4,4,-3.0,-4.0,-2.0,-3.464101615137755
dolphin-yi-34b,word_count,19.4,28.0,5,5,-8.600000000000001,-10.8,-7.0,-5.417490779798925
dolphin-yi-34b,avg_sentence_length,19.4,24.8,5,5,-5.400000000000002,-8.2,-0.7999999999999972,-1.690805585929904
dolphin-yi-34b,lemma_type_token_ratio,1.0,0.9875,5,5,0.012499999999999956,0.0,0.03749999999999998,0.7071067811865449
dolphin-yi-34b,vader_compound,-0.6438400000000001,-0.46471999999999997,5,5,-0.1791200000000001,-0.2816600000000001,-0.10634000000000016,-2.4619334769215473
dolphin-yi-34b,evidence_density_per_1k_words,61.629072681704244,12.5,5,5,49.129072681704244,5.550125313283235,84.21052631578947,1.4771051899958358
dolphin-yi-34b,rebuttal_density_per_1k_words,0.0,0.0,5,5,0.0,0.0,0.0,0.0
dolphin-yi-34b,hedge_density_per_1k_words,0.0,0.0,5,5,0.0,0.0,0.0,0.0
dolphin-yi-34b,assertive_density_per_1k_words,0.0,0.0,5,5,0.0,0.0,0.0,0.0
dolphin-yi-34b,strong_modal_density_per_1k_words,0.0,0.0,5,5,0.0,0.0,0.0,0.0
dolphin-yi-34b,weak_modal_density_per_1k_words,0.0,0.0,5,5,0.0,0.0,0.0,0.0
dolphin-yi-34b,moral_density_per_1k_words,9.522827735135206,7.469127914729763,5,5,2.053699820405442,0.6070638207433827,4.066649611862031,1.480434067061124
dolphin-yi-34b,stance_proxy_score,0.0,0.0,5,5,0.0,0.0,0.0,0.0
dolphin-yi-34b,assertiveness_balance,0.0,0.0,5,5,0.0,0.0,0.0,0.0
dolphin-yi-34b,modality_balance,0.0,0.0,5,5,0.0,0.0,0.0,0.0
dolphin-yi-34b,lexical_overlap_prev_other_turn,0.0709616319753306,0.21916666666666665,5,5,-0.14820503469133606,-0.3872462121212121,0.08235497835497835,-0.7723614496616518
dolphin-yi-34b,semantic_similarity_prev_other_turn,0.561921467946457,0.5285384303632782,4,5,0.03338303758317884,-0.21655884410110315,0.2804238785944736,0.1642926329463778
dolphin-yi-34b,lexical_overlap_prev_opponent_turn,0.0,0.21916666666666665,5,5,-0.21916666666666665,-0.44416666666666665,0.0,-1.1540194737278053
dolphin-yi-34b,semantic_similarity_prev_opponent_turn,0.3084004089919678,0.5285384303632782,4,5,-0.2201380213713104,-0.4734119971421088,0.021202977973864355,-1.0845814784329146
dolphin-yi-34b,novelty_vs_prev_turn_lexical,0.9290383680246694,0.7808333333333334,5,5,0.14820503469133606,-0.07773632212536326,0.3746977369092093,0.7723614496616518
dolphin-yi-34b,novelty_vs_prev_turn_semantic,0.43807853205354297,0.47146156963672164,4,5,-0.033383037583178676,-0.2695093694503227,0.22334985320516249,-0.16429263294637697
dolphin-yi-34b,novelty_vs_prev_opponent_turn_lexical,1.0,0.7808333333333334,5,5,0.21916666666666662,0.0,0.4441666666666666,1.1540194737278053
dolphin-yi-34b,novelty_vs_prev_opponent_turn_semantic,0.6915995910080321,0.47146156963672164,4,5,0.2201380213713105,-0.02119314009978257,0.4687166163263091,1.084581478432915
