model_name,metric,proponent_mean,opponent_mean,proponent_n,opponent_n,role_gap,role_gap_ci_low,role_gap_ci_high,effect_size_d
gemma3:27b,confidence,50.66022099447514,54.90985915492958,362,355,-4.249638160454438,-5.391426348144112,-3.0948321142323554,-0.531397920092115
gemma3:27b,confidence_delta_within_role,-2.00354609929078,3.7963636363636364,282,275,-5.799909735654417,-6.970147969052225,-4.731228884590586,-0.8515524967139515
gemma3:27b,word_count,35.552486187845304,35.709859154929575,362,355,-0.15737296708427095,-1.099993191191343,0.7308137499027284,-0.024642773333194465
gemma3:27b,avg_sentence_length,35.098526703499076,31.953521126760563,362,355,3.1450055767385123,2.2989009934376012,4.147652257930643,0.4941114510968679
gemma3:27b,lemma_type_token_ratio,0.985869937436498,0.9717586499635591,362,355,0.014111287472938883,0.00990097433796958,0.01849536045354676,0.45246077409866514
gemma3:27b,vader_compound,0.07806132596685084,-0.07356169014084508,362,355,0.1516230161076959,0.07686517109563461,0.2254047832853474,0.29994329616955906
gemma3:27b,evidence_density_per_1k_words,13.683597050673587,27.609368643303412,362,355,-13.925771592629825,-17.395662420269332,-10.348847926247847,-0.5774850801420509
gemma3:27b,rebuttal_density_per_1k_words,1.8016727799965981,2.721020582717187,362,355,-0.919347802720589,-2.166522888094495,0.3442383379687794,-0.11415073630696643
gemma3:27b,hedge_density_per_1k_words,6.36488417994783,3.822876676039948,362,355,2.542007503907882,0.8320069287346541,4.296232682232224,0.2174080461453013
gemma3:27b,assertive_density_per_1k_words,0.15566079101990707,0.06550933508024893,362,355,0.09015145593965813,-0.13101867016049787,0.3880557747961063,0.052570682085224224
gemma3:27b,strong_modal_density_per_1k_words,0.0,0.0,362,355,0.0,0.0,0.0,0.0
gemma3:27b,weak_modal_density_per_1k_words,0.0,0.0,362,355,0.0,0.0,0.0,0.0
gemma3:27b,moral_density_per_1k_words,4.89203546555526,4.768201776026702,362,355,0.12383368952855811,-0.03722179556873107,0.28021493584312446,0.11490932143063047
gemma3:27b,stance_proxy_score,-0.15193370165745856,0.05070422535211268,362,355,-0.20263792700957123,-0.28063924986382377,-0.12485273519570463,-0.36639872548296226
gemma3:27b,assertiveness_balance,-0.006209223388927922,-0.003757367340959699,362,355,-0.002451856047968223,-0.004252176258522979,-0.0007609354527723979,-0.20656219494017145
gemma3:27b,modality_balance,0.0,0.0,362,355,0.0,0.0,0.0,0.0
gemma3:27b,lexical_overlap_prev_other_turn,0.049035755069357756,0.14847715925124164,362,355,-0.09944140418188388,-0.10816816065616969,-0.09105820817823755,-1.64539062165165
gemma3:27b,semantic_similarity_prev_other_turn,0.5356049763993395,0.6666611814977333,282,355,-0.13105620509839389,-0.14689165731311538,-0.11450603622143256,-1.2025524616388226
gemma3:27b,lexical_overlap_prev_opponent_turn,0.04802523075238749,0.14847715925124164,362,355,-0.10045192849885415,-0.10957214195502128,-0.09099760586255083,-1.564278441067451
gemma3:27b,semantic_similarity_prev_opponent_turn,0.5143104055879592,0.6666611814977333,282,355,-0.1523507759097742,-0.1717273156406516,-0.13362843356615606,-1.266439910112512
gemma3:27b,novelty_vs_prev_turn_lexical,0.9504661827553309,0.8515228407487584,362,355,0.09894334200657251,0.09001095357314723,0.10804448941527732,1.6260384045412026
gemma3:27b,novelty_vs_prev_turn_semantic,0.4638850660045658,0.33333881850226665,282,355,0.13054624750229915,0.11308683912321614,0.14708322086224887,1.1943925614339939
gemma3:27b,novelty_vs_prev_opponent_turn_lexical,0.9519747692476126,0.8515228407487584,362,355,0.1004519284988542,0.09109103042736984,0.11074697028745441,1.564278441067452
gemma3:27b,novelty_vs_prev_opponent_turn_semantic,0.48568959441204085,0.33333881850226665,282,355,0.1523507759097742,0.13345989946976555,0.17133406191543507,1.2664399101125121
