debate_role,round,confidence,confidence_delta_within_role,word_count,avg_sentence_length,lemma_type_token_ratio,vader_compound,evidence_density_per_1k_words,rebuttal_density_per_1k_words,hedge_density_per_1k_words,assertive_density_per_1k_words,strong_modal_density_per_1k_words,weak_modal_density_per_1k_words,moral_density_per_1k_words,stance_proxy_score,assertiveness_balance,modality_balance,lexical_overlap_prev_other_turn,semantic_similarity_prev_other_turn,lexical_overlap_prev_opponent_turn,semantic_similarity_prev_opponent_turn,novelty_vs_prev_turn_lexical,novelty_vs_prev_turn_semantic,novelty_vs_prev_opponent_turn_lexical,novelty_vs_prev_opponent_turn_semantic
moderator,1,,,185.4,35.265054563492065,0.7435137735111547,-0.07070125000000001,71.1983817364647,0.33966597841902635,3.2338147708402643,0.2659307894296263,0.054824561403508776,0.0,0.8899852443004646,0.5875,-0.002967883981410638,5.4824561403508766e-05,0.12755073188308103,0.5984085578951974,0.0,,0.872449268116919,0.4015914421048025,1.0,
moderator,2,,,185.52702702702703,38.573257185757186,0.745188488120956,-0.2007662162162162,71.56306723077361,0.7229482046642385,3.410440518184706,0.3489277585939361,0.1354032604032604,0.0,0.898031041979724,1.0405405405405406,-0.00306151275959077,0.0001354032604032604,0.1258042708050701,0.6088261767740041,0.0,,0.8741957291949299,0.39117382322599586,1.0,
moderator,3,,,185.4931506849315,39.20189715155469,0.7339416705229284,-0.12178630136986301,71.30831551693508,0.736838296280271,2.147323903758917,0.2840666686788766,0.05731644408780879,0.0,0.9020897534498159,1.1369863013698631,-0.0018632572350800404,5.731644408780879e-05,0.1282791595949881,0.5991704579598256,0.0,,0.871720840405012,0.40082954204017446,1.0,
moderator,4,,,175.96825396825398,37.6069035021416,0.7470316972034473,-0.2151936507936508,72.46746775629992,0.36044990846836156,3.5481603526923946,0.1630746342424117,0.08488243782361429,0.0,0.9437212744416834,0.8571428571428571,-0.003385085718449983,8.48824378236143e-05,0.125936067570868,0.5871630380830518,0.0,,0.8740639324291319,0.4128369619169483,1.0,
moderator,5,,,188.18,37.826880952380954,0.749847879964222,-0.24956199999999998,71.27625202252052,0.38518385003604905,2.81178373623948,0.5022374734552616,0.0966183574879227,0.0,0.8924836767150601,1.04,-0.0023095462627842184,9.66183574879227e-05,0.12225657865633466,0.5795549596506863,0.0,,0.8777434213436653,0.42044504034931374,1.0,
opponent,1,57.216981132075475,23.53846153846154,38.16981132075472,28.69811320754717,0.9656534967491742,0.02602452830188679,34.790102853224425,1.2013209462663001,3.7000675728426677,0.21939447125932426,0.0,0.0,4.411679141979076,0.04716981132075472,-0.0034806731015833434,0.0,0.14641431920881373,0.678845640467103,0.14641431920881373,0.678845640467103,0.8535856807911862,0.3211543595328969,0.8535856807911862,0.3211543595328969
opponent,2,51.68354430379747,1.3037974683544304,34.81012658227848,34.177215189873415,0.9768491168070708,-0.12455822784810126,24.459450850938076,1.1965712251543204,2.951781780207757,0.0,0.0,0.0,4.890897463125448,0.02531645569620253,-0.002951781780207757,0.0,0.1486127809632435,0.6718405905795757,0.1486127809632435,0.6718405905795757,0.8513872190367565,0.3281594094204243,0.8513872190367565,0.3281594094204243
opponent,3,53.833333333333336,2.0454545454545454,35.303030303030305,33.40151515151515,0.9673131727466753,-0.1336060606060606,25.17783724921528,5.168398794636958,1.0635915808329601,0.0,0.0,0.0,4.812373709215718,0.12121212121212122,-0.00106359158083296,0.0,0.1594464566219381,0.6792608491714841,0.1594464566219381,0.6792608491714841,0.8405535433780619,0.3207391508285159,0.8405535433780619,0.3207391508285159
opponent,4,55.29824561403509,1.543859649122807,33.89473684210526,33.20175438596491,0.9738881685837826,-0.20724912280701754,25.41185952322973,3.387450333208064,6.468252941472881,0.0,0.0,0.0,5.07033262884302,-0.017543859649122806,-0.00646825294147288,0.0,0.14538062054479592,0.6438815658226011,0.14538062054479592,0.6438815658226011,0.854619379455204,0.35611843417739897,0.854619379455204,0.35611843417739897
opponent,5,56.31111111111111,2.422222222222222,33.86666666666667,31.944444444444443,0.981622403925989,-0.00019777777777777727,22.834820643029794,4.6643148963174115,5.937662422144237,0.0,0.0,0.0,5.007077333783547,0.044444444444444446,-0.005937662422144239,0.0,0.14384402679654873,0.6458844216420387,0.14384402679654873,0.6458844216420387,0.8561559732034514,0.3541155783579612,0.8561559732034514,0.3541155783579612
