model_name,metric,paired_runs,paired_gap_mean,paired_gap_ci_low,paired_gap_ci_high,paired_gap_median,paired_gap_q10,paired_gap_q90,paired_gap_positive_rate
gemma3:27b,confidence,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,confidence_delta_within_role,1,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,0.0
gemma3:27b,word_count,1,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,0.0
gemma3:27b,avg_sentence_length,1,5.5000000000000036,5.5000000000000036,5.5000000000000036,5.5000000000000036,5.5000000000000036,5.5000000000000036,1.0
gemma3:27b,lemma_type_token_ratio,1,0.03740421455938703,0.03740421455938703,0.03740421455938703,0.03740421455938703,0.03740421455938703,0.03740421455938703,1.0
gemma3:27b,vader_compound,1,-0.11554000000000002,-0.11554000000000002,-0.11554000000000002,-0.11554000000000002,-0.11554000000000002,-0.11554000000000002,0.0
gemma3:27b,evidence_density_per_1k_words,1,-34.331797235023046,-34.331797235023046,-34.331797235023046,-34.331797235023046,-34.331797235023046,-34.331797235023046,0.0
gemma3:27b,rebuttal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,hedge_density_per_1k_words,1,-10.440251572327046,-10.440251572327046,-10.440251572327046,-10.440251572327046,-10.440251572327046,-10.440251572327046,0.0
gemma3:27b,assertive_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,strong_modal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,weak_modal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,moral_density_per_1k_words,1,0.848955097153115,0.848955097153115,0.848955097153115,0.848955097153115,0.848955097153115,0.848955097153115,1.0
gemma3:27b,stance_proxy_score,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
gemma3:27b,assertiveness_balance,1,0.010440251572327044,0.010440251572327044,0.010440251572327044,0.010440251572327044,0.010440251572327044,0.010440251572327044,1.0
gemma3:27b,modality_balance,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,lexical_overlap_prev_other_turn,1,-0.0969092470883987,-0.0969092470883987,-0.0969092470883987,-0.0969092470883987,-0.0969092470883987,-0.0969092470883987,0.0
gemma3:27b,semantic_similarity_prev_other_turn,1,-0.09723347642620428,-0.09723347642620428,-0.09723347642620428,-0.09723347642620428,-0.09723347642620428,-0.09723347642620428,0.0
gemma3:27b,lexical_overlap_prev_opponent_turn,1,-0.08767684663993812,-0.08767684663993812,-0.08767684663993812,-0.08767684663993812,-0.08767684663993812,-0.08767684663993812,0.0
gemma3:27b,semantic_similarity_prev_opponent_turn,1,-0.10500675222367462,-0.10500675222367462,-0.10500675222367462,-0.10500675222367462,-0.10500675222367462,-0.10500675222367462,0.0
gemma3:27b,novelty_vs_prev_turn_lexical,1,0.09690924708839876,0.09690924708839876,0.09690924708839876,0.09690924708839876,0.09690924708839876,0.09690924708839876,1.0
gemma3:27b,novelty_vs_prev_turn_semantic,1,0.09723347642620428,0.09723347642620428,0.09723347642620428,0.09723347642620428,0.09723347642620428,0.09723347642620428,1.0
gemma3:27b,novelty_vs_prev_opponent_turn_lexical,1,0.08767684663993813,0.08767684663993813,0.08767684663993813,0.08767684663993813,0.08767684663993813,0.08767684663993813,1.0
gemma3:27b,novelty_vs_prev_opponent_turn_semantic,1,0.10500675222367462,0.10500675222367462,0.10500675222367462,0.10500675222367462,0.10500675222367462,0.10500675222367462,1.0
