group_name,rank,term,target_tfidf_mean,other_tfidf_mean,tfidf_gap
dolphin-yi-34b::opponent,1,missions,0.22693594156192484,0.05039041769077607,0.17654552387114877
dolphin-yi-34b::opponent,2,brought moon,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,3,lunar,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,4,brought,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,5,missions staged,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,6,lunar surface,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,7,moon successful,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,8,live television,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,9,includes,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,10,live,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,11,government evidence,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,12,moon landing,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,13,landing missions,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,14,includes photographs,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,15,photographs,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,16,taken,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,17,signals,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,18,signals missions,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,19,successful,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,20,staged nasa,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,21,successful transmission,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,22,surface rock,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,23,surface,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,24,supporting includes,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,25,television signals,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,26,transmission live,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,27,taken lunar,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,28,television,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,29,samples brought,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::opponent,30,photographs taken,0.15683763111762844,0.0,0.15683763111762844
dolphin-yi-34b::proponent,1,landings grand,0.2349404916721227,0.0,0.2349404916721227
dolphin-yi-34b::proponent,2,government win,0.2349404916721227,0.0,0.2349404916721227
dolphin-yi-34b::proponent,3,grand staged,0.2349404916721227,0.0,0.2349404916721227
dolphin-yi-34b::proponent,4,moon landings,0.2349404916721227,0.0,0.2349404916721227
dolphin-yi-34b::proponent,5,grand,0.2349404916721227,0.0,0.2349404916721227
dolphin-yi-34b::proponent,6,race soviet,0.2349404916721227,0.0,0.2349404916721227
dolphin-yi-34b::proponent,7,performance government,0.2349404916721227,0.0,0.2349404916721227
dolphin-yi-34b::proponent,8,win,0.2349404916721227,0.0,0.2349404916721227
dolphin-yi-34b::proponent,9,soviet union,0.2349404916721227,0.0,0.2349404916721227
dolphin-yi-34b::proponent,10,soviet,0.2349404916721227,0.0,0.2349404916721227
dolphin-yi-34b::proponent,11,staged performance,0.2349404916721227,0.0,0.2349404916721227
dolphin-yi-34b::proponent,12,win space,0.2349404916721227,0.0,0.2349404916721227
dolphin-yi-34b::proponent,13,union,0.2349404916721227,0.0,0.2349404916721227
dolphin-yi-34b::proponent,14,performance,0.2349404916721227,0.0,0.2349404916721227
dolphin-yi-34b::proponent,15,space race,0.16997337089543046,0.0494452138259776,0.12052815706945286
dolphin-yi-34b::proponent,16,space,0.16997337089543046,0.0494452138259776,0.12052815706945286
