model_name,debate_role,round,confidence,confidence_delta_within_role,word_count,avg_sentence_length,lemma_type_token_ratio,vader_compound,evidence_density_per_1k_words,rebuttal_density_per_1k_words,hedge_density_per_1k_words,assertive_density_per_1k_words,strong_modal_density_per_1k_words,weak_modal_density_per_1k_words,moral_density_per_1k_words,stance_proxy_score,assertiveness_balance,modality_balance,lexical_overlap_prev_other_turn,semantic_similarity_prev_other_turn,lexical_overlap_prev_opponent_turn,semantic_similarity_prev_opponent_turn,novelty_vs_prev_turn_lexical,novelty_vs_prev_turn_semantic,novelty_vs_prev_opponent_turn_lexical,novelty_vs_prev_opponent_turn_semantic
gemma3:27b,moderator,1,,,181.0,36.2,0.79,-0.8943,55.248618784530386,0.0,0.0,5.524861878453039,0.0,0.0,0.9407584300886652,0.0,0.0055248618784530384,0.0,0.1827956989247312,0.6242751217211331,0.0,,0.8172043010752688,0.3757248782788669,1.0,
gemma3:27b,moderator,2,,,195.0,39.0,0.8220338983050848,-0.9785,46.15384615384615,0.0,0.0,0.0,0.0,0.0,0.9354686680324185,3.0,0.0,0.0,0.16037735849056603,0.500444754428871,0.0,,0.839622641509434,0.49955524557112896,1.0,
gemma3:27b,moderator,3,,,222.0,37.0,0.7421875,-0.9536,58.55855855855856,0.0,4.504504504504505,0.0,0.0,0.0,0.806196509178603,2.0,-0.0045045045045045045,0.0,0.13761467889908258,0.5666882000364617,0.0,,0.8623853211009174,0.4333117999635383,1.0,
gemma3:27b,moderator,4,,,162.0,32.4,0.8043478260869565,-0.9715,55.55555555555556,0.0,18.51851851851852,0.0,0.0,0.0,0.9860142905909843,1.0,-0.018518518518518517,0.0,0.15,0.6609177796624022,0.0,,0.85,0.33908222033759783,1.0,
gemma3:27b,moderator,5,,,219.0,36.5,0.7777777777777778,0.8079,68.4931506849315,0.0,0.0,0.0,0.0,0.0,0.7760213053190723,1.0,0.0,0.0,0.13333333333333333,0.5460124471873619,0.0,,0.8666666666666667,0.45398755281263814,1.0,
gemma3:27b,opponent,1,50.0,,53.0,26.5,1.0,-0.7845,37.735849056603776,0.0,0.0,0.0,0.0,0.0,3.303250020415059,0.0,0.0,0.0,0.18604651162790697,0.8355181044241193,0.18604651162790697,0.8355181044241193,0.813953488372093,0.16448189557588067,0.813953488372093,0.16448189557588067
gemma3:27b,opponent,2,49.0,-1.0,42.0,42.0,1.0,-0.8834,0.0,0.0,23.80952380952381,0.0,0.0,0.0,4.388006204985744,-1.0,-0.023809523809523808,0.0,0.021739130434782608,0.36570145181768987,0.021739130434782608,0.36570145181768987,0.9782608695652174,0.6342985481823101,0.9782608695652174,0.6342985481823101
gemma3:27b,opponent,3,51.0,2.0,47.0,47.0,0.9666666666666667,-0.7835,21.27659574468085,21.27659574468085,0.0,0.0,0.0,0.0,3.3526826799476144,0.0,0.0,0.0,0.08,0.5114293909772546,0.08,0.5114293909772546,0.92,0.4885706090227454,0.92,0.4885706090227454
gemma3:27b,opponent,4,52.0,1.0,26.0,26.0,1.0,-0.2263,0.0,0.0,38.46153846153846,0.0,0.0,0.0,7.639803267649722,0.0,-0.038461538461538464,0.0,0.07317073170731707,0.5666615847653267,0.07317073170731707,0.5666615847653267,0.926829268292683,0.4333384152346733,0.926829268292683,0.4333384152346733
gemma3:27b,opponent,5,54.0,2.0,36.0,36.0,1.0,0.09,27.77777777777778,0.0,0.0,0.0,0.0,0.0,5.378631782113651,0.0,0.0,0.0,0.14285714285714285,0.5863073091089316,0.14285714285714285,0.5863073091089316,0.8571428571428572,0.4136926908910684,0.8571428571428572,0.4136926908910684
gemma3:27b,proponent,1,55.0,,35.0,35.0,1.0,-0.296,0.0,0.0,28.571428571428573,0.0,0.0,0.0,4.558954820848623,0.0,-0.02857142857142857,0.0,0.0,,0.0,,1.0,,1.0,
gemma3:27b,proponent,2,56.0,1.0,41.0,41.0,1.0,-0.7826,0.0,0.0,0.0,0.0,0.0,0.0,4.63759898840351,0.0,0.0,0.0,0.041666666666666664,0.43287006413893375,0.04,0.5558786945565175,0.9583333333333334,0.5671299358610662,0.96,0.4441213054434825
gemma3:27b,proponent,3,53.0,-3.0,40.0,40.0,1.0,-0.0821,0.0,0.0,0.0,0.0,0.0,0.0,4.1644376777305085,0.0,0.0,0.0,0.05172413793103448,0.46206035483190633,0.04081632653061224,0.4657657377218214,0.9482758620689655,0.5379396451680937,0.9591836734693877,0.5342342622781786
gemma3:27b,proponent,4,55.0,2.0,48.0,48.0,0.9285714285714286,-0.8764,0.0,20.833333333333332,0.0,0.0,0.0,0.0,3.9004718798305924,0.0,0.0,0.0,0.06140350877192982,0.5370024097135241,0.0784313725490196,0.44112281504119255,0.9385964912280702,0.4629975902864759,0.9215686274509804,0.5588771849588074
gemma3:27b,proponent,5,50.0,-5.0,35.0,35.0,1.0,-0.6187,0.0,0.0,0.0,0.0,0.0,0.0,5.559996693746841,1.0,0.0,0.0,0.06896551724137931,0.48218485493746177,0.08823529411764706,0.6285618029482152,0.9310344827586207,0.5178151450625382,0.9117647058823529,0.3714381970517848
