model_name,debate_role,round,confidence,confidence_delta_within_role,word_count,avg_sentence_length,lemma_type_token_ratio,vader_compound,evidence_density_per_1k_words,rebuttal_density_per_1k_words,hedge_density_per_1k_words,assertive_density_per_1k_words,strong_modal_density_per_1k_words,weak_modal_density_per_1k_words,moral_density_per_1k_words,stance_proxy_score,assertiveness_balance,modality_balance,lexical_overlap_prev_other_turn,semantic_similarity_prev_other_turn,lexical_overlap_prev_opponent_turn,semantic_similarity_prev_opponent_turn,novelty_vs_prev_turn_lexical,novelty_vs_prev_turn_semantic,novelty_vs_prev_opponent_turn_lexical,novelty_vs_prev_opponent_turn_semantic
gemma3:27b,moderator,1,,,197.0,28.142857142857142,0.746031746031746,-0.839,65.98984771573605,5.0761421319796955,0.0,0.0,0.0,0.0,0.774804031890854,1.0,0.0,0.0,0.11926605504587157,0.64438462403154,0.0,,0.8807339449541285,0.35561537596846005,1.0,
gemma3:27b,moderator,2,,,231.0,28.875,0.6715328467153284,0.8053,64.93506493506493,0.0,4.329004329004329,0.0,0.0,0.0,0.7324445747262099,0.0,-0.004329004329004329,0.0,0.22105263157894736,0.6891112719619502,0.0,,0.7789473684210526,0.3108887280380498,1.0,
gemma3:27b,moderator,3,,,160.0,32.0,0.7474747474747475,-0.5362,56.25,0.0,0.0,0.0,0.0,0.0,0.991598974899128,0.0,0.0,0.0,0.14457831325301204,0.6640887144840931,0.0,,0.8554216867469879,0.3359112855159069,1.0,
gemma3:27b,moderator,4,,,174.0,34.8,0.8125,-0.9163,86.20689655172414,0.0,0.0,0.0,0.0,0.0,0.9309272281944893,1.0,0.0,0.0,0.16326530612244897,0.6113442465767429,0.0,,0.8367346938775511,0.3886557534232571,1.0,
gemma3:27b,moderator,5,,,225.0,32.142857142857146,0.7647058823529411,-0.5661,48.888888888888886,0.0,0.0,0.0,0.0,0.0,0.7220659144275668,1.0,0.0,0.0,0.11016949152542373,0.5710056780757526,0.0,,0.8898305084745762,0.42899432192424736,1.0,
gemma3:27b,opponent,1,62.5,19.0,39.5,29.25,0.9655172413793103,0.13185,25.353016688061615,0.0,0.0,0.0,0.0,0.0,4.391893486809895,-0.5,0.0,0.0,0.07380319148936171,0.5237518421819635,0.07380319148936171,0.5237518421819635,0.9261968085106382,0.47624815781803653,0.9261968085106382,0.47624815781803653
gemma3:27b,opponent,2,52.0,2.0,32.0,32.0,1.0,0.2819,0.0,0.0,0.0,0.0,0.0,0.0,5.325439829919453,0.0,0.0,0.0,0.17073170731707318,0.6982217486070847,0.17073170731707318,0.6982217486070847,0.8292682926829268,0.30177825139291525,0.8292682926829268,0.30177825139291525
gemma3:27b,opponent,3,54.0,2.0,34.0,34.0,0.9130434782608695,0.2732,0.0,0.0,0.0,0.0,0.0,0.0,5.018054721107749,0.0,0.0,0.0,0.10638297872340426,0.6341541034798088,0.10638297872340426,0.6341541034798088,0.8936170212765957,0.36584589652019117,0.8936170212765957,0.36584589652019117
gemma3:27b,opponent,4,56.0,2.0,36.0,36.0,0.9583333333333334,-0.8215,27.77777777777778,0.0,0.0,0.0,0.0,0.0,4.972000222633334,-1.0,0.0,0.0,0.023809523809523808,0.45057699201659673,0.023809523809523808,0.45057699201659673,0.9761904761904762,0.5494230079834033,0.9761904761904762,0.5494230079834033
gemma3:27b,proponent,1,50.0,,32.0,32.0,1.0,0.5574,0.0,0.0,0.0,0.0,0.0,0.0,4.1117978160983215,0.0,0.0,0.0,0.0,,0.0,,1.0,,1.0,
gemma3:27b,proponent,2,55.0,5.0,35.0,35.0,1.0,0.8678,0.0,0.0,0.0,0.0,0.0,0.0,4.076293815995161,0.0,0.0,0.0,0.09259259259259259,0.5269260642331697,0.10638297872340426,0.5479754906388429,0.9074074074074074,0.4730739357668303,0.8936170212765957,0.4520245093611571
gemma3:27b,proponent,3,50.0,-5.0,48.0,48.0,1.0,-0.1154,0.0,0.0,0.0,0.0,0.0,0.0,3.578860172197477,1.0,0.0,0.0,0.09821428571428571,0.6115717633779221,0.14583333333333334,0.7440560318265101,0.9017857142857143,0.3884282366220779,0.8541666666666666,0.25594396817348986
gemma3:27b,proponent,4,47.0,-3.0,33.0,33.0,1.0,-0.5859,0.0,0.0,0.0,0.0,0.0,0.0,5.079529970834319,-1.0,0.0,0.0,0.044444444444444446,0.2883925525562711,0.0,0.23746397610617714,0.9555555555555556,0.7116074474437288,1.0,0.7625360238938228
gemma3:27b,proponent,5,44.0,-3.0,36.0,36.0,1.0,0.296,27.77777777777778,0.0,0.0,0.0,0.0,0.0,4.6630468362712545,-1.0,0.0,0.0,0.10576923076923077,0.5534889288466036,0.06818181818181818,0.6388509151236605,0.8942307692307693,0.4465110711533964,0.9318181818181819,0.36114908487633945
