model_name,debate_role,round,confidence,confidence_delta_within_role,word_count,avg_sentence_length,lemma_type_token_ratio,vader_compound,evidence_density_per_1k_words,rebuttal_density_per_1k_words,hedge_density_per_1k_words,assertive_density_per_1k_words,strong_modal_density_per_1k_words,weak_modal_density_per_1k_words,moral_density_per_1k_words,stance_proxy_score,assertiveness_balance,modality_balance,lexical_overlap_prev_other_turn,semantic_similarity_prev_other_turn,lexical_overlap_prev_opponent_turn,semantic_similarity_prev_opponent_turn,novelty_vs_prev_turn_lexical,novelty_vs_prev_turn_semantic,novelty_vs_prev_opponent_turn_lexical,novelty_vs_prev_opponent_turn_semantic
dolphin-yi-34b,moderator,1,,,153.0,38.25,0.8045977011494253,-0.9793,71.89542483660131,0.0,6.5359477124183005,0.0,0.0,0.0,1.0979507998641984,1.0,-0.006535947712418301,0.0,0.13924050632911392,0.735080120710389,0.0,,0.8607594936708861,0.264919879289611,1.0,
dolphin-yi-34b,moderator,2,,,141.0,28.2,0.7831325301204819,-0.9442,56.737588652482266,0.0,7.092198581560283,0.0,0.0,0.0,1.2274976752991515,1.0,-0.0070921985815602835,0.0,0.05,0.5717014075914978,0.0,,0.95,0.4282985924085022,1.0,
dolphin-yi-34b,moderator,3,,,129.0,32.25,0.8607594936708861,0.7851,77.51937984496124,0.0,15.503875968992247,0.0,0.0,0.0,1.460386717625866,1.0,-0.015503875968992248,0.0,0.17105263157894737,0.7590212888447669,0.0,,0.8289473684210527,0.24097871115523306,1.0,
dolphin-yi-34b,moderator,4,,,131.0,43.666666666666664,0.8024691358024691,-0.9571,91.6030534351145,0.0,0.0,0.0,0.0,0.0,1.3972535767664023,0.0,0.0,0.0,0.18309859154929578,0.6570183034253805,0.0,,0.8169014084507042,0.3429816965746195,1.0,
dolphin-yi-34b,moderator,5,,,158.0,39.5,0.7058823529411765,-0.981,94.9367088607595,0.0,0.0,0.0,0.0,0.0,1.1107859370039648,4.0,0.0,0.0,0.19117647058823528,0.6375702760096498,0.0,,0.8088235294117647,0.3624297239903502,1.0,
gemma3:27b,opponent,1,50.0,,38.0,19.0,0.9523809523809523,-0.6728,52.63157894736842,0.0,0.0,0.0,0.0,0.0,5.553678328141366,0.0,0.0,0.0,0.09375,0.572094321718337,0.09375,0.572094321718337,0.90625,0.42790567828166304,0.90625,0.42790567828166304
gemma3:27b,opponent,2,49.0,-1.0,30.0,30.0,1.0,-0.296,33.333333333333336,0.0,0.0,0.0,0.0,0.0,5.6621852647171576,0.0,0.0,0.0,0.08108108108108109,0.6580525277136018,0.08108108108108109,0.6580525277136018,0.9189189189189189,0.3419474722863982,0.9189189189189189,0.3419474722863982
gemma3:27b,opponent,3,51.0,2.0,35.0,35.0,1.0,-0.4666,0.0,0.0,0.0,0.0,0.0,0.0,4.454687249007746,0.0,0.0,0.0,0.15151515151515152,0.6766120236662841,0.15151515151515152,0.6766120236662841,0.8484848484848485,0.32338797633371585,0.8484848484848485,0.32338797633371585
gemma3:27b,opponent,4,49.0,-2.0,35.0,35.0,0.95,-0.7351,0.0,0.0,28.571428571428573,0.0,0.0,0.0,4.967711814624015,0.0,-0.02857142857142857,0.0,0.05405405405405406,0.34588903342913563,0.05405405405405406,0.34588903342913563,0.9459459459459459,0.6541109665708644,0.9459459459459459,0.6541109665708644
gemma3:27b,opponent,5,58.0,9.0,38.0,38.0,0.9545454545454546,-0.743,26.31578947368421,0.0,0.0,0.0,0.0,0.0,5.727234340491105,-2.0,0.0,0.0,0.12121212121212122,0.5618922266916206,0.12121212121212122,0.5618922266916206,0.8787878787878788,0.43810777330837936,0.8787878787878788,0.43810777330837936
gemma3:27b,proponent,1,55.0,,26.0,26.0,1.0,-0.6124,0.0,0.0,38.46153846153846,0.0,0.0,0.0,8.08149724439948,0.0,-0.038461538461538464,0.0,0.0,,0.0,,1.0,,1.0,
gemma3:27b,proponent,2,62.0,7.0,33.0,33.0,1.0,-0.5994,30.303030303030305,0.0,30.303030303030305,0.0,0.0,0.0,5.283474114940164,0.0,-0.030303030303030304,0.0,0.0963855421686747,0.7074122680467072,0.10810810810810811,0.8373675229663252,0.9036144578313253,0.2925877319532928,0.8918918918918919,0.16263247703367478
gemma3:27b,proponent,3,61.0,-1.0,31.0,31.0,1.0,-0.296,0.0,0.0,32.25806451612903,0.0,0.0,0.0,5.381846401842283,1.0,-0.03225806451612903,0.0,0.012345679012345678,0.5057234120285701,0.0,0.46705104804797615,0.9876543209876543,0.4942765879714299,1.0,0.5329489519520239
gemma3:27b,proponent,4,71.0,10.0,36.0,36.0,1.0,0.5936,27.77777777777778,0.0,0.0,0.0,0.0,0.0,4.516585475342844,0.0,0.0,0.0,0.060240963855421686,0.4669907302242495,0.05128205128205128,0.45617551352442387,0.9397590361445783,0.5330092697757505,0.9487179487179487,0.5438244864755761
gemma3:27b,proponent,5,59.0,-12.0,26.0,26.0,0.9411764705882353,-0.34,76.92307692307692,0.0,0.0,0.0,0.0,0.0,5.07637707618956,0.0,0.0,0.0,0.06578947368421052,0.46596556038051606,0.029411764705882353,0.30777262528041316,0.9342105263157895,0.5340344396194839,0.9705882352941176,0.6922273747195868
