model_name,debate_role,round,confidence,confidence_delta_within_role,word_count,avg_sentence_length,lemma_type_token_ratio,vader_compound,evidence_density_per_1k_words,rebuttal_density_per_1k_words,hedge_density_per_1k_words,assertive_density_per_1k_words,strong_modal_density_per_1k_words,weak_modal_density_per_1k_words,moral_density_per_1k_words,stance_proxy_score,assertiveness_balance,modality_balance,lexical_overlap_prev_other_turn,semantic_similarity_prev_other_turn,lexical_overlap_prev_opponent_turn,semantic_similarity_prev_opponent_turn,novelty_vs_prev_turn_lexical,novelty_vs_prev_turn_semantic,novelty_vs_prev_opponent_turn_lexical,novelty_vs_prev_opponent_turn_semantic
dolphin-yi-34b,moderator,1,,,127.0,42.333333333333336,0.7792207792207793,-0.5362,110.23622047244095,0.0,0.0,0.0,0.0,0.0,1.174701571011323,-2.0,0.0,0.0,0.10666666666666667,0.6470627812030625,0.0,,0.8933333333333333,0.3529372187969375,1.0,
dolphin-yi-34b,moderator,2,,,181.0,25.857142857142858,0.7358490566037735,-0.9572,49.72375690607735,0.0,0.0,0.0,0.0,0.0,0.8685052805810687,-4.0,0.0,0.0,0.13793103448275862,0.6583741614277853,0.0,,0.8620689655172413,0.34162583857221474,1.0,
dolphin-yi-34b,moderator,3,,,121.0,40.333333333333336,0.8518518518518519,-0.8466,107.43801652892562,0.0,0.0,0.0,0.0,0.0,1.387793730234356,-2.0,0.0,0.0,0.12987012987012986,0.5786240892844784,0.0,,0.8701298701298701,0.4213759107155216,1.0,
dolphin-yi-34b,moderator,4,,,157.0,31.4,0.7473684210526316,-0.9595,70.06369426751593,6.369426751592357,0.0,0.0,0.0,0.0,1.1284703715009552,1.0,0.0,0.0,0.0975609756097561,0.48588094076963534,0.0,,0.9024390243902439,0.5141190592303646,1.0,
dolphin-yi-34b,moderator,5,,,172.0,43.0,0.6979166666666666,-0.9344,75.5813953488372,0.0,0.0,0.0,0.0,0.0,0.8545525516954237,-1.0,0.0,0.0,0.1891891891891892,0.8228917360842082,0.0,,0.8108108108108107,0.17710826391579182,1.0,
gemma3:27b,opponent,1,70.0,35.0,37.5,18.75,0.9772727272727273,0.2104,26.67140825035562,0.0,0.0,0.0,0.0,0.0,4.445141293775793,0.0,0.0,0.0,0.10533610533610534,0.768663568555719,0.10533610533610534,0.768663568555719,0.8946638946638947,0.23133643144428095,0.8946638946638947,0.23133643144428095
gemma3:27b,opponent,2,52.0,2.0,36.0,36.0,1.0,-0.7096,27.77777777777778,0.0,0.0,0.0,0.0,0.0,5.937978039808593,1.0,0.0,0.0,0.05405405405405406,0.5327598235631631,0.05405405405405406,0.5327598235631631,0.9459459459459459,0.4672401764368369,0.9459459459459459,0.4672401764368369
gemma3:27b,opponent,3,54.0,2.0,30.0,30.0,0.9473684210526315,0.1531,33.333333333333336,0.0,0.0,0.0,0.0,0.0,5.572343019778827,1.0,0.0,0.0,0.1724137931034483,0.7770216633650596,0.1724137931034483,0.7770216633650596,0.8275862068965517,0.22297833663494038,0.8275862068965517,0.22297833663494038
gemma3:27b,opponent,4,55.0,1.0,29.0,29.0,1.0,-0.8126,34.48275862068966,0.0,0.0,0.0,0.0,0.0,5.285633607842174,0.0,0.0,0.0,0.02564102564102564,0.6263448056348969,0.02564102564102564,0.6263448056348969,0.9743589743589743,0.3736551943651031,0.9743589743589743,0.3736551943651031
gemma3:27b,proponent,1,50.0,,35.0,35.0,1.0,-0.5927,0.0,0.0,0.0,0.0,0.0,0.0,4.9221139254824475,-1.0,0.0,0.0,0.0,,0.0,,1.0,,1.0,
gemma3:27b,proponent,2,47.0,-3.0,29.0,29.0,1.0,0.3657,34.48275862068966,0.0,0.0,0.0,0.0,0.0,6.423107827476677,-1.0,0.0,0.0,0.08333333333333333,0.57662769778121,0.05128205128205128,0.5046655880758739,0.9166666666666666,0.42337230221878996,0.9487179487179487,0.4953344119241261
gemma3:27b,proponent,3,46.0,-1.0,23.0,23.0,1.0,0.0516,0.0,0.0,0.0,0.0,0.0,0.0,7.68474032104332,-1.0,0.0,0.0,0.06818181818181818,0.5887023587632843,0.0,0.439378667078488,0.9318181818181819,0.41129764123671575,1.0,0.560621332921512
gemma3:27b,proponent,4,44.0,-2.0,34.0,34.0,0.9545454545454546,-0.8555,0.0,0.0,0.0,0.0,0.0,0.0,6.93393400623936,0.0,0.0,0.0,0.058823529411764705,0.5981593615977262,0.02631578947368421,0.6508803516786963,0.9411764705882353,0.4018406384022738,0.9736842105263158,0.3491196483213037
gemma3:27b,proponent,5,43.0,-1.0,37.0,37.0,0.9090909090909091,-0.2732,0.0,0.0,0.0,0.0,0.0,0.0,3.828661999460383,0.0,0.0,0.0,0.08333333333333333,0.6610774807345309,0.0,0.3249671810219987,0.9166666666666666,0.3389225192654691,1.0,0.6750328189780013
