group_name,rank,term,count,per_1k_tokens,total_tokens
dolphin-yi-34b::opponent,1,moon,4,83.33333333333333,48
dolphin-yi-34b::opponent,2,missions,4,83.33333333333333,48
dolphin-yi-34b::opponent,3,apollo,2,41.666666666666664,48
dolphin-yi-34b::opponent,4,brought,2,41.666666666666664,48
dolphin-yi-34b::opponent,5,includes,2,41.666666666666664,48
dolphin-yi-34b::opponent,6,landing,2,41.666666666666664,48
dolphin-yi-34b::opponent,7,evidence,2,41.666666666666664,48
dolphin-yi-34b::opponent,8,government,2,41.666666666666664,48
dolphin-yi-34b::opponent,9,lunar,2,41.666666666666664,48
dolphin-yi-34b::opponent,10,live,2,41.666666666666664,48
dolphin-yi-34b::opponent,11,nasa,2,41.666666666666664,48
dolphin-yi-34b::opponent,12,photographs,2,41.666666666666664,48
dolphin-yi-34b::opponent,13,rock,2,41.666666666666664,48
dolphin-yi-34b::opponent,14,samples,2,41.666666666666664,48
dolphin-yi-34b::opponent,15,signals,2,41.666666666666664,48
dolphin-yi-34b::opponent,16,staged,2,41.666666666666664,48
dolphin-yi-34b::opponent,17,successful,2,41.666666666666664,48
dolphin-yi-34b::opponent,18,supporting,2,41.666666666666664,48
dolphin-yi-34b::opponent,19,surface,2,41.666666666666664,48
dolphin-yi-34b::opponent,20,taken,2,41.666666666666664,48
dolphin-yi-34b::opponent,21,television,2,41.666666666666664,48
dolphin-yi-34b::opponent,22,transmission,2,41.666666666666664,48
dolphin-yi-34b::proponent,1,apollo,2,83.33333333333333,24
dolphin-yi-34b::proponent,2,government,2,83.33333333333333,24
dolphin-yi-34b::proponent,3,grand,2,83.33333333333333,24
dolphin-yi-34b::proponent,4,landings,2,83.33333333333333,24
dolphin-yi-34b::proponent,5,moon,2,83.33333333333333,24
dolphin-yi-34b::proponent,6,performance,2,83.33333333333333,24
dolphin-yi-34b::proponent,7,race,2,83.33333333333333,24
dolphin-yi-34b::proponent,8,soviet,2,83.33333333333333,24
dolphin-yi-34b::proponent,9,space,2,83.33333333333333,24
dolphin-yi-34b::proponent,10,staged,2,83.33333333333333,24
dolphin-yi-34b::proponent,11,union,2,83.33333333333333,24
dolphin-yi-34b::proponent,12,win,2,83.33333333333333,24
gemma3:27b::moderator,1,ca,14,54.90196078431372,255
gemma3:27b::moderator,2,evidence,11,43.13725490196079,255
gemma3:27b::moderator,3,sa,9,35.294117647058826,255
gemma3:27b::moderator,4,proof,6,23.529411764705884,255
gemma3:27b::moderator,5,moon,5,19.607843137254903,255
gemma3:27b::moderator,6,landings,4,15.686274509803921,255
gemma3:27b::moderator,7,agents,4,15.686274509803921,255
gemma3:27b::moderator,8,race,4,15.686274509803921,255
gemma3:27b::moderator,9,nasa,4,15.686274509803921,255
gemma3:27b::moderator,10,missions,4,15.686274509803921,255
gemma3:27b::moderator,11,questions,4,15.686274509803921,255
gemma3:27b::moderator,12,space,4,15.686274509803921,255
gemma3:27b::moderator,13,specific,4,15.686274509803921,255
gemma3:27b::moderator,14,apollo,3,11.764705882352942,255
gemma3:27b::moderator,15,context,3,11.764705882352942,255
gemma3:27b::moderator,16,burden,3,11.764705882352942,255
gemma3:27b::moderator,17,rocks,3,11.764705882352942,255
gemma3:27b::moderator,18,transmission,3,11.764705882352942,255
gemma3:27b::moderator,19,technology,3,11.764705882352942,255
gemma3:27b::moderator,20,supporting,3,11.764705882352942,255
gemma3:27b::moderator,21,deception,2,7.8431372549019605,255
gemma3:27b::moderator,22,detected,2,7.8431372549019605,255
gemma3:27b::moderator,23,genuine,2,7.8431372549019605,255
gemma3:27b::moderator,24,distrust,2,7.8431372549019605,255
gemma3:27b::moderator,25,authority,2,7.8431372549019605,255
