model_name,debate_role,metric,mean,ci_low,ci_high,n
dolphin-yi-34b,moderator,confidence,0.0,0.0,0.0,0
dolphin-yi-34b,moderator,confidence_delta_within_role,0.0,0.0,0.0,0
dolphin-yi-34b,moderator,word_count,108.0,81.0,126.33333333333333,3
dolphin-yi-34b,moderator,avg_sentence_length,33.02777777777778,26.75,45.333333333333336,3
dolphin-yi-34b,moderator,lemma_type_token_ratio,0.7411088252360605,0.704225352112676,0.8000000000000002,3
dolphin-yi-34b,moderator,vader_compound,0.06503333333333335,-0.8104999999999999,0.8625000000000002,3
dolphin-yi-34b,moderator,evidence_density_per_1k_words,120.86639201659665,117.6470588235294,123.45679012345677,3
dolphin-yi-34b,moderator,rebuttal_density_per_1k_words,4.11522633744856,0.0,12.345679012345679,3
dolphin-yi-34b,moderator,hedge_density_per_1k_words,0.0,0.0,0.0,3
dolphin-yi-34b,moderator,assertive_density_per_1k_words,0.0,0.0,0.0,3
dolphin-yi-34b,moderator,strong_modal_density_per_1k_words,0.0,0.0,0.0,3
dolphin-yi-34b,moderator,weak_modal_density_per_1k_words,0.0,0.0,0.0,3
dolphin-yi-34b,moderator,moral_density_per_1k_words,1.5245569452925196,1.2198012416038864,2.011365956857573,3
dolphin-yi-34b,moderator,stance_proxy_score,-1.6666666666666667,-3.0,0.0,3
dolphin-yi-34b,moderator,assertiveness_balance,0.0,0.0,0.0,3
dolphin-yi-34b,moderator,modality_balance,0.0,0.0,0.0,3
dolphin-yi-34b,moderator,lexical_overlap_prev_other_turn,0.2339599865514629,0.15789473684210525,0.28169014084507044,3
dolphin-yi-34b,moderator,semantic_similarity_prev_other_turn,0.7806012425998431,0.7096336024798026,0.8283382189154752,3
dolphin-yi-34b,moderator,lexical_overlap_prev_opponent_turn,0.0,0.0,0.0,3
dolphin-yi-34b,moderator,semantic_similarity_prev_opponent_turn,0.0,0.0,0.0,0
dolphin-yi-34b,moderator,novelty_vs_prev_turn_lexical,0.7660400134485371,0.7183098591549295,0.8421052631578947,3
dolphin-yi-34b,moderator,novelty_vs_prev_turn_semantic,0.219398757400157,0.1716617810845248,0.29036639752019744,3
dolphin-yi-34b,moderator,novelty_vs_prev_opponent_turn_lexical,1.0,1.0,1.0,3
dolphin-yi-34b,moderator,novelty_vs_prev_opponent_turn_semantic,0.0,0.0,0.0,0
dolphin-yi-34b,opponent,confidence,81.33333333333333,80.0,82.0,3
dolphin-yi-34b,opponent,confidence_delta_within_role,1.0,0.0,2.0,2
dolphin-yi-34b,opponent,word_count,50.0,48.0,51.0,3
dolphin-yi-34b,opponent,avg_sentence_length,25.0,24.0,25.5,3
dolphin-yi-34b,opponent,lemma_type_token_ratio,0.9302134646962233,0.9285714285714285,0.9310344827586207,3
dolphin-yi-34b,opponent,vader_compound,0.11633333333333333,-0.2874,0.3182,3
dolphin-yi-34b,opponent,evidence_density_per_1k_words,52.28758169934641,0.0,78.43137254901961,3
dolphin-yi-34b,opponent,rebuttal_density_per_1k_words,0.0,0.0,0.0,3
dolphin-yi-34b,opponent,hedge_density_per_1k_words,0.0,0.0,0.0,3
dolphin-yi-34b,opponent,assertive_density_per_1k_words,0.0,0.0,0.0,3
dolphin-yi-34b,opponent,strong_modal_density_per_1k_words,0.0,0.0,0.0,3
dolphin-yi-34b,opponent,weak_modal_density_per_1k_words,0.0,0.0,0.0,3
dolphin-yi-34b,opponent,moral_density_per_1k_words,3.242874875129031,3.099999271441242,3.52862608250461,3
dolphin-yi-34b,opponent,stance_proxy_score,0.6666666666666666,0.0,1.0,3
dolphin-yi-34b,opponent,assertiveness_balance,0.0,0.0,0.0,3
dolphin-yi-34b,opponent,modality_balance,0.0,0.0,0.0,3
dolphin-yi-34b,opponent,lexical_overlap_prev_other_turn,0.18227513227513228,0.1111111111111111,0.32142857142857145,3
dolphin-yi-34b,opponent,semantic_similarity_prev_other_turn,0.7774931495136302,0.7383880500543714,0.8127508330106356,3
dolphin-yi-34b,opponent,lexical_overlap_prev_opponent_turn,0.18227513227513228,0.1111111111111111,0.32142857142857145,3
dolphin-yi-34b,opponent,semantic_similarity_prev_opponent_turn,0.7774931495136302,0.7383880500543714,0.8127508330106356,3
dolphin-yi-34b,opponent,novelty_vs_prev_turn_lexical,0.8177248677248677,0.6785714285714285,0.8888888888888888,3
dolphin-yi-34b,opponent,novelty_vs_prev_turn_semantic,0.22250685048636973,0.18724916698936434,0.26161194994562864,3
dolphin-yi-34b,opponent,novelty_vs_prev_opponent_turn_lexical,0.8177248677248677,0.6785714285714285,0.8888888888888888,3
dolphin-yi-34b,opponent,novelty_vs_prev_opponent_turn_semantic,0.22250685048636973,0.18724916698936434,0.26161194994562864,3
dolphin-yi-34b,proponent,confidence,45.0,35.0,55.0,3
dolphin-yi-34b,proponent,confidence_delta_within_role,-10.0,-10.0,-10.0,2
dolphin-yi-34b,proponent,word_count,19.0,19.0,19.0,3
dolphin-yi-34b,proponent,avg_sentence_length,19.0,19.0,19.0,3
dolphin-yi-34b,proponent,lemma_type_token_ratio,1.0,1.0,1.0,3
dolphin-yi-34b,proponent,vader_compound,0.042900000000000015,-0.45879999999999993,0.3612,3
dolphin-yi-34b,proponent,evidence_density_per_1k_words,17.543859649122805,0.0,52.63157894736842,3
dolphin-yi-34b,proponent,rebuttal_density_per_1k_words,0.0,0.0,0.0,3
dolphin-yi-34b,proponent,hedge_density_per_1k_words,0.0,0.0,0.0,3
dolphin-yi-34b,proponent,assertive_density_per_1k_words,0.0,0.0,0.0,3
dolphin-yi-34b,proponent,strong_modal_density_per_1k_words,0.0,0.0,0.0,3
dolphin-yi-34b,proponent,weak_modal_density_per_1k_words,0.0,0.0,0.0,3
dolphin-yi-34b,proponent,moral_density_per_1k_words,8.712405500477395,7.662287993919762,9.83310193509269,3
dolphin-yi-34b,proponent,stance_proxy_score,0.0,0.0,0.0,3
dolphin-yi-34b,proponent,assertiveness_balance,0.0,0.0,0.0,3
