model_name,metric,paired_runs,paired_gap_mean,paired_gap_ci_low,paired_gap_ci_high,paired_gap_median,paired_gap_q10,paired_gap_q90,paired_gap_positive_rate
dolphin-yi-34b,confidence,1,-5.199999999999996,-5.199999999999996,-5.199999999999996,-5.199999999999996,-5.199999999999996,-5.199999999999996,0.0
dolphin-yi-34b,confidence_delta_within_role,1,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0
dolphin-yi-34b,word_count,1,-15.600000000000001,-15.600000000000001,-15.600000000000001,-15.600000000000001,-15.600000000000001,-15.600000000000001,0.0
dolphin-yi-34b,avg_sentence_length,1,-1.4000000000000021,-1.4000000000000021,-1.4000000000000021,-1.4000000000000021,-1.4000000000000021,-1.4000000000000021,0.0
dolphin-yi-34b,lemma_type_token_ratio,1,0.026191704846877384,0.026191704846877384,0.026191704846877384,0.026191704846877384,0.026191704846877384,0.026191704846877384,1.0
dolphin-yi-34b,vader_compound,1,0.20488,0.20488,0.20488,0.20488,0.20488,0.20488,1.0
dolphin-yi-34b,evidence_density_per_1k_words,1,7.692307692307692,7.692307692307692,7.692307692307692,7.692307692307692,7.692307692307692,7.692307692307692,1.0
dolphin-yi-34b,rebuttal_density_per_1k_words,1,7.692307692307692,7.692307692307692,7.692307692307692,7.692307692307692,7.692307692307692,7.692307692307692,1.0
dolphin-yi-34b,hedge_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolphin-yi-34b,assertive_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolphin-yi-34b,strong_modal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolphin-yi-34b,weak_modal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolphin-yi-34b,moral_density_per_1k_words,1,3.73983370622992,3.73983370622992,3.73983370622992,3.73983370622992,3.73983370622992,3.73983370622992,1.0
dolphin-yi-34b,stance_proxy_score,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolphin-yi-34b,assertiveness_balance,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolphin-yi-34b,modality_balance,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolphin-yi-34b,lexical_overlap_prev_other_turn,1,-0.32836210935777543,-0.32836210935777543,-0.32836210935777543,-0.32836210935777543,-0.32836210935777543,-0.32836210935777543,0.0
dolphin-yi-34b,semantic_similarity_prev_other_turn,1,-0.28468415882636944,-0.28468415882636944,-0.28468415882636944,-0.28468415882636944,-0.28468415882636944,-0.28468415882636944,0.0
dolphin-yi-34b,lexical_overlap_prev_opponent_turn,1,-0.14431519052208713,-0.14431519052208713,-0.14431519052208713,-0.14431519052208713,-0.14431519052208713,-0.14431519052208713,0.0
dolphin-yi-34b,semantic_similarity_prev_opponent_turn,1,-0.03305404108601406,-0.03305404108601406,-0.03305404108601406,-0.03305404108601406,-0.03305404108601406,-0.03305404108601406,0.0
dolphin-yi-34b,novelty_vs_prev_turn_lexical,1,0.32836210935777554,0.32836210935777554,0.32836210935777554,0.32836210935777554,0.32836210935777554,0.32836210935777554,1.0
dolphin-yi-34b,novelty_vs_prev_turn_semantic,1,0.2846841588263694,0.2846841588263694,0.2846841588263694,0.2846841588263694,0.2846841588263694,0.2846841588263694,1.0
dolphin-yi-34b,novelty_vs_prev_opponent_turn_lexical,1,0.14431519052208708,0.14431519052208708,0.14431519052208708,0.14431519052208708,0.14431519052208708,0.14431519052208708,1.0
dolphin-yi-34b,novelty_vs_prev_opponent_turn_semantic,1,0.03305404108601398,0.03305404108601398,0.03305404108601398,0.03305404108601398,0.03305404108601398,0.03305404108601398,1.0
