debate_id,claim,round,speaker_role,utterance,stance,confidence,tactic_used,tool_used,tool_query,reply_to_turn,turn_index,polarity,subjectivity,question_count,exclamation_count,word_count,char_count,strong_modality_count,weak_modality_count,strong_modality_density,weak_modality_density,modality_balance,nrc_surprise_count,nrc_surprise_density,nrc_anger_count,nrc_anger_density,nrc_disgust_count,nrc_disgust_density,nrc_fear_count,nrc_fear_density,nrc_joy_count,nrc_joy_density,nrc_anticipation_count,nrc_anticipation_density,nrc_trust_count,nrc_trust_density,nrc_sadness_count,nrc_sadness_density,emotion_fear,emotion_anger,emotion_sadness,emotion_surprise,emotion_joy,emotion_love,turn_position,phase,dominant_nrc_emotion,dominant_bert_emotion
debate_5db528813741,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,1,proponent,The Earth is flat and space agencies worldwide are involved in a massive deception about its shape.,pro,55.0,distrust-authority,none,0.0,0.0,1,-0.0125,0.5625,0.0,0.0,17.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5065791010856628,0.4809778034687042,0.004418557975441217,0.0031024476047605276,0.0030728308483958244,0.001849302090704441,0.0,early,surprise,fear
debate_5db528813741,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,1,opponent,"The claim that the Earth is flat and space agencies are engaged in a coordinated deception lacks supporting evidence and is inconsistent with a vast body of empirical observations. While acknowledging the possibility of systemic errors in any large undertaking, a global conspiracy of this magnitude is highly improbable.",con,55.0,evidence-based reasoning,none,0.0,1.0,2,0.09989795918367347,0.3490816326530612,0.0,0.0,49.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02040816326530612,1.0,0.02040816326530612,3.0,0.061224489795918366,2.0,0.04081632653061224,0.0,0.0,0.7655594348907471,0.13049113750457764,0.017971264198422432,0.008745317347347736,0.07408908754587173,0.003143764566630125,0.1111111111111111,early,anticipation,fear
debate_5db528813741,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,2,proponent,"The Earth's flatness is evidenced by consistent observations and historical records, whereas space agencies continue to produce hollow claims and lack transparency.",pro,54.0,distrust-authority,none,0.0,2.0,3,0.049999999999999996,0.09999999999999999,0.0,0.0,22.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.045454545454545456,1.0,0.045454545454545456,1.0,0.045454545454545456,0.00389288947917521,0.0037317536771297455,0.9609333276748657,0.0013780054869130254,0.02892988920211792,0.001134058111347258,0.2222222222222222,early,anticipation,sadness
debate_5db528813741,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,2,opponent,"The claim that consistent observations support a flat Earth is a misinterpretation of phenomena readily explained by a spherical Earth, and the perceived lack of transparency from space agencies does not constitute evidence of a global conspiracy.",con,56.0,evidence-based reasoning,none,0.0,4.0,4,0.10625000000000001,0.21875,0.0,0.0,37.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02702702702702703,0.0,0.0,0.0,0.0,1.0,0.02702702702702703,0.0,0.0,0.37070947885513306,0.5156572461128235,0.03576089069247246,0.007068196311593056,0.06710254400968552,0.0037016216665506363,0.3333333333333333,middle,fear,anger
debate_5db528813741,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,3,proponent,The persistent lack of transparency in space agencies worldwide is a strong indicator of their involvement in the global deception about Earth's shape.,pro,52.0,institutional-critique,none,0.0,5.0,5,0.21666666666666667,0.3666666666666667,0.0,0.0,23.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38132530450820923,0.6039626002311707,0.008022804744541645,0.001914871041662991,0.0032033424358814955,0.0015710742445662618,0.4444444444444444,middle,anger,anger
debate_5db528813741,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,3,opponent,"Attributing a lack of transparency to a global conspiracy requires extraordinary evidence, and the cited reasons – secrecy and a perceived lack of verifiable proof – are insufficient to overcome the overwhelming evidence supporting a spherical Earth.",con,58.0,evidence-based reasoning,none,0.0,7.0,6,0.2708333333333333,0.5625,0.0,0.0,35.0,250.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02857142857142857,0.0,0.0,0.0,0.0,1.0,0.02857142857142857,0.0,0.0,0.0,0.0,3.0,0.08571428571428572,0.0,0.0,0.055347174406051636,0.01385475229471922,0.006913391407579184,0.00488258758559823,0.916914701461792,0.0020874382462352514,0.5555555555555556,middle,trust,joy
debate_5db528813741,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,4,proponent,"The unexplained phenomena, like the absence of a horizon when viewing Earth from space, are indicative of a flat plane rather than a curved sphere.",pro,51.0,anomaly-emphasis,none,0.0,8.0,7,-0.029166666666666664,0.041666666666666664,0.0,0.0,25.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,2.0,0.08,0.0,0.0,2.0,0.08,0.9617403149604797,0.002062037354335189,0.025106828659772873,0.007966368459165096,0.0014679130399599671,0.001656481297686696,0.6666666666666666,late,anticipation,fear
debate_5db528813741,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,4,opponent,The claim that astronauts don't observe a horizon from space is a misinterpretation of visual perception at high altitudes and doesn't support a flat Earth; the observed 'vault-like' sky is consistent with viewing a sphere from within it.,con,60.0,evidence-based reasoning,none,0.0,10.0,8,0.09625,0.22875,0.0,0.0,39.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.6905032396316528,0.032732125371694565,0.04442843049764633,0.09149786829948425,0.1379721462726593,0.0028661901596933603,0.7777777777777778,late,anticipation,fear
debate_5db528813741,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,5,proponent,The vast majority of scientists and experts who promote the spherical Earth model are influenced by their institutional affiliations or personal interests.,pro,50.0,distrust-authority,none,0.0,11.0,9,0.0,0.65,0.0,0.0,22.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.045454545454545456,0.0,0.0,2.0,0.09090909090909091,0.0,0.0,0.0022365881595760584,0.03018113598227501,0.003602771321311593,0.0031403156463056803,0.9512941837310791,0.0095450384542346,0.8888888888888888,late,trust,joy
debate_5db528813741,The Earth is actually flat and space agencies worldwide are involved in a massive coordinated deception about its spherical shape.,5,opponent,"Attributing widespread scientific consensus to institutional influence or personal interest, without presenting concrete evidence of systemic bias, is a logical fallacy and does not invalidate the overwhelming evidence supporting a spherical Earth.",con,58.0,evidence-based reasoning,none,0.0,13.0,10,0.22999999999999998,0.42000000000000004,0.0,0.0,32.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.09375,0.0,0.0,0.0033566495403647423,0.0034590058494359255,0.00957567524164915,0.0024528654757887125,0.9804036617279053,0.000752278312575072,1.0,late,trust,joy
