metric_family,metric,model_name,mean,std,n
baseline,word_count,dolphin-yi-34b,40.6,10.573551910309043,5
baseline,word_count,gemma3:27b,109.8,78.55189367545509,10
baseline,type_token_ratio,dolphin-yi-34b,0.8853660793190468,0.041467708420979105,5
baseline,type_token_ratio,gemma3:27b,0.7534115862670163,0.13319022004082598,10
baseline,vader_compound,dolphin-yi-34b,-0.6727399999999999,0.4086914214905911,5
baseline,vader_compound,gemma3:27b,-0.46871999999999997,0.5943789042166434,10
baseline,citation_count,dolphin-yi-34b,0.0,0.0,5
baseline,citation_count,gemma3:27b,0.5,0.5270462766947299,10
baseline,question_count,dolphin-yi-34b,0.0,0.0,5
baseline,question_count,gemma3:27b,1.0,1.0540925533894598,10
core,confidence,dolphin-yi-34b,54.4,1.51657508881031,5
core,confidence,gemma3:27b,52.8,1.9235384061671343,5
core,confidence_delta_within_role,dolphin-yi-34b,-0.75,1.2583057392117916,4
core,confidence_delta_within_role,gemma3:27b,-0.5,3.3166247903554,4
core,word_count,dolphin-yi-34b,40.6,10.573551910309043,5
core,word_count,gemma3:27b,109.8,78.55189367545509,10
core,avg_sentence_length,dolphin-yi-34b,19.533333333333335,3.8629292282181695,5
core,avg_sentence_length,gemma3:27b,35.28611111111111,7.2531868262028425,10
core,lemma_type_token_ratio,dolphin-yi-34b,0.9620795951230734,0.026899013861466137,5
core,lemma_type_token_ratio,gemma3:27b,0.8751767915571385,0.12397008949812613,10
core,vader_compound,dolphin-yi-34b,-0.6727399999999999,0.4086914214905911,5
core,vader_compound,gemma3:27b,-0.46871999999999997,0.5943789042166434,10
core,evidence_density_per_1k_words,dolphin-yi-34b,38.3919883359973,15.334532116632817,5
core,evidence_density_per_1k_words,gemma3:27b,40.873169440742615,38.081633294364416,10
core,rebuttal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,rebuttal_density_per_1k_words,gemma3:27b,0.0,0.0,10
core,hedge_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,hedge_density_per_1k_words,gemma3:27b,1.7562640082962566,3.997097598494699,10
core,assertive_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,assertive_density_per_1k_words,gemma3:27b,0.0,0.0,10
core,strong_modal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,strong_modal_density_per_1k_words,gemma3:27b,0.0,0.0,10
core,weak_modal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,weak_modal_density_per_1k_words,gemma3:27b,0.0,0.0,10
core,moral_density_per_1k_words,dolphin-yi-34b,5.022287953604132,1.4737312817232582,5
core,moral_density_per_1k_words,gemma3:27b,2.9459335431555838,2.1977092251380888,10
core,stance_proxy_score,dolphin-yi-34b,-0.6,0.5477225575051662,5
core,stance_proxy_score,gemma3:27b,1.5,1.35400640077266,10
core,assertiveness_balance,dolphin-yi-34b,0.0,0.0,5
core,assertiveness_balance,gemma3:27b,-0.001756264008296257,0.0039970975984947,10
core,modality_balance,dolphin-yi-34b,0.0,0.0,5
core,modality_balance,gemma3:27b,0.0,0.0,10
core,lexical_overlap_prev_other_turn,dolphin-yi-34b,0.21458840900701368,0.15887054397449987,5
core,lexical_overlap_prev_other_turn,gemma3:27b,0.08215776445705135,0.05137302209876681,10
core,semantic_similarity_prev_other_turn,dolphin-yi-34b,0.6476032262453792,0.18415718521699856,5
core,semantic_similarity_prev_other_turn,gemma3:27b,0.577373758841305,0.09611736287636966,9
core,lexical_overlap_prev_opponent_turn,dolphin-yi-34b,0.21458840900701368,0.15887054397449987,5
core,lexical_overlap_prev_opponent_turn,gemma3:27b,0.01446337520208929,0.025181058416954755,10
core,semantic_similarity_prev_opponent_turn,dolphin-yi-34b,0.6476032262453792,0.18415718521699856,5
core,semantic_similarity_prev_opponent_turn,gemma3:27b,0.48212876302644747,0.1021764094928056,4
core,novelty_vs_prev_turn_lexical,dolphin-yi-34b,0.7854115909929863,0.15887054397449987,5
core,novelty_vs_prev_turn_lexical,gemma3:27b,0.9178422355429487,0.05137302209876681,10
core,novelty_vs_prev_turn_semantic,dolphin-yi-34b,0.35239677375462086,0.1841571852169986,5
core,novelty_vs_prev_turn_semantic,gemma3:27b,0.42262624115869496,0.09611736287636966,9
core,novelty_vs_prev_opponent_turn_lexical,dolphin-yi-34b,0.7854115909929863,0.15887054397449987,5
core,novelty_vs_prev_opponent_turn_lexical,gemma3:27b,0.9855366247979107,0.025181058416954755,10
core,novelty_vs_prev_opponent_turn_semantic,dolphin-yi-34b,0.35239677375462086,0.1841571852169986,5
core,novelty_vs_prev_opponent_turn_semantic,gemma3:27b,0.5178712369735525,0.1021764094928056,4
