group_name,rank,term,count,per_1k_tokens,total_tokens
dolphin-yi-34b::opponent,1,algorithms,4,36.36363636363637,110
dolphin-yi-34b::opponent,2,user,4,36.36363636363637,110
dolphin-yi-34b::opponent,3,engagement,3,27.272727272727273,110
dolphin-yi-34b::opponent,4,beliefs,3,27.272727272727273,110
dolphin-yi-34b::opponent,5,equate,3,27.272727272727273,110
dolphin-yi-34b::opponent,6,systemic,3,27.272727272727273,110
dolphin-yi-34b::opponent,7,media,3,27.272727272727273,110
dolphin-yi-34b::opponent,8,does,3,27.272727272727273,110
dolphin-yi-34b::opponent,9,social,3,27.272727272727273,110
dolphin-yi-34b::opponent,10,platforms,3,27.272727272727273,110
dolphin-yi-34b::opponent,11,psychology,3,27.272727272727273,110
dolphin-yi-34b::opponent,12,political,3,27.272727272727273,110
dolphin-yi-34b::opponent,13,manipulation,3,27.272727272727273,110
dolphin-yi-34b::opponent,14,argument,2,18.181818181818183,110
dolphin-yi-34b::opponent,15,argues,2,18.181818181818183,110
dolphin-yi-34b::opponent,16,amplify,2,18.181818181818183,110
dolphin-yi-34b::opponent,17,control,2,18.181818181818183,110
dolphin-yi-34b::opponent,18,reliable,2,18.181818181818183,110
dolphin-yi-34b::opponent,19,supported,2,18.181818181818183,110
dolphin-yi-34b::opponent,20,opponent,2,18.181818181818183,110
dolphin-yi-34b::opponent,21,inference,2,18.181818181818183,110
dolphin-yi-34b::opponent,22,inadvertently,2,18.181818181818183,110
dolphin-yi-34b::opponent,23,profit,2,18.181818181818183,110
dolphin-yi-34b::opponent,24,prioritize,2,18.181818181818183,110
dolphin-yi-34b::opponent,25,crucial,2,18.181818181818183,110
gemma3:27b::moderator,1,ca,31,50.81967213114754,610
gemma3:27b::moderator,2,sa,29,47.540983606557376,610
gemma3:27b::moderator,3,manipulation,12,19.672131147540984,610
gemma3:27b::moderator,4,evidence,12,19.672131147540984,610
gemma3:27b::moderator,5,systemic,11,18.0327868852459,610
gemma3:27b::moderator,6,content,11,18.0327868852459,610
gemma3:27b::moderator,7,harm,10,16.39344262295082,610
gemma3:27b::moderator,8,platforms,9,14.754098360655737,610
gemma3:27b::moderator,9,agents,9,14.754098360655737,610
gemma3:27b::moderator,10,intent,9,14.754098360655737,610
gemma3:27b::moderator,11,algorithmic,9,14.754098360655737,610
gemma3:27b::moderator,12,algorithms,8,13.114754098360656,610
gemma3:27b::moderator,13,proof,7,11.475409836065573,610
gemma3:27b::moderator,14,engagement,7,11.475409836065573,610
gemma3:27b::moderator,15,acknowledge,6,9.836065573770492,610
gemma3:27b::moderator,16,bridge,6,9.836065573770492,610
gemma3:27b::moderator,17,agree,6,9.836065573770492,610
gemma3:27b::moderator,18,amplification,6,9.836065573770492,610
gemma3:27b::moderator,19,civility,5,8.19672131147541,610
gemma3:27b::moderator,20,moves,5,8.19672131147541,610
gemma3:27b::moderator,21,detected,5,8.19672131147541,610
gemma3:27b::moderator,22,epistemic,5,8.19672131147541,610
gemma3:27b::moderator,23,moderator,5,8.19672131147541,610
gemma3:27b::moderator,24,agreements,5,8.19672131147541,610
gemma3:27b::moderator,25,recap,5,8.19672131147541,610
gemma3:27b::proponent,1,engagement,5,46.728971962616825,107
gemma3:27b::proponent,2,agent,4,37.38317757009346,107
gemma3:27b::proponent,3,scientific,4,37.38317757009346,107
gemma3:27b::proponent,4,platforms,3,28.037383177570092,107
gemma3:27b::proponent,5,continued,2,18.69158878504673,107
gemma3:27b::proponent,6,content,2,18.69158878504673,107
gemma3:27b::proponent,7,harm,2,18.69158878504673,107
gemma3:27b::proponent,8,algorithms,2,18.69158878504673,107
gemma3:27b::proponent,9,harmful,2,18.69158878504673,107
gemma3:27b::proponent,10,intent,2,18.69158878504673,107
gemma3:27b::proponent,11,profit,2,18.69158878504673,107
gemma3:27b::proponent,12,media,2,18.69158878504673,107
gemma3:27b::proponent,13,individual,2,18.69158878504673,107
gemma3:27b::proponent,14,systemic,2,18.69158878504673,107
gemma3:27b::proponent,15,social,2,18.69158878504673,107
gemma3:27b::proponent,16,actively,2,18.69158878504673,107
gemma3:27b::proponent,17,vulnerabilities,2,18.69158878504673,107
gemma3:27b::proponent,18,costs,1,9.345794392523365,107
gemma3:27b::proponent,19,creating,1,9.345794392523365,107
gemma3:27b::proponent,20,create,1,9.345794392523365,107
gemma3:27b::proponent,21,collapses,1,9.345794392523365,107
gemma3:27b::proponent,22,distinction,1,9.345794392523365,107
gemma3:27b::proponent,23,divisive,1,9.345794392523365,107
gemma3:27b::proponent,24,deflection,1,9.345794392523365,107
gemma3:27b::proponent,25,documented,1,9.345794392523365,107
