model_name,metric,paired_runs,paired_gap_mean,paired_gap_ci_low,paired_gap_ci_high,paired_gap_median,paired_gap_q10,paired_gap_q90,paired_gap_positive_rate
gemma3:27b,confidence,1,-11.25,-11.25,-11.25,-11.25,-11.25,-11.25,0.0
gemma3:27b,confidence_delta_within_role,1,-10.666666666666668,-10.666666666666668,-10.666666666666668,-10.666666666666668,-10.666666666666668,-10.666666666666668,0.0
gemma3:27b,word_count,1,-11.25,-11.25,-11.25,-11.25,-11.25,-11.25,0.0
gemma3:27b,avg_sentence_length,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gemma3:27b,lemma_type_token_ratio,1,0.02414021164021174,0.02414021164021174,0.02414021164021174,0.02414021164021174,0.02414021164021174,0.02414021164021174,1.0
gemma3:27b,vader_compound,1,0.07222500000000004,0.07222500000000004,0.07222500000000004,0.07222500000000004,0.07222500000000004,0.07222500000000004,1.0
gemma3:27b,evidence_density_per_1k_words,1,-17.672993140526515,-17.672993140526515,-17.672993140526515,-17.672993140526515,-17.672993140526515,-17.672993140526515,0.0
gemma3:27b,rebuttal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,hedge_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,assertive_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,strong_modal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,weak_modal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,moral_density_per_1k_words,1,1.4255467721338961,1.4255467721338961,1.4255467721338961,1.4255467721338961,1.4255467721338961,1.4255467721338961,1.0
gemma3:27b,stance_proxy_score,1,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,0.0
gemma3:27b,assertiveness_balance,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,modality_balance,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,lexical_overlap_prev_other_turn,1,-0.04125146053522055,-0.04125146053522055,-0.04125146053522055,-0.04125146053522055,-0.04125146053522055,-0.04125146053522055,0.0
gemma3:27b,semantic_similarity_prev_other_turn,1,-0.031855754575803474,-0.031855754575803474,-0.031855754575803474,-0.031855754575803474,-0.031855754575803474,-0.031855754575803474,0.0
gemma3:27b,lexical_overlap_prev_opponent_turn,1,-0.052504860023914156,-0.052504860023914156,-0.052504860023914156,-0.052504860023914156,-0.052504860023914156,-0.052504860023914156,0.0
gemma3:27b,semantic_similarity_prev_opponent_turn,1,0.06870911654264067,0.06870911654264067,0.06870911654264067,0.06870911654264067,0.06870911654264067,0.06870911654264067,1.0
gemma3:27b,novelty_vs_prev_turn_lexical,1,0.04125146053522055,0.04125146053522055,0.04125146053522055,0.04125146053522055,0.04125146053522055,0.04125146053522055,1.0
gemma3:27b,novelty_vs_prev_turn_semantic,1,0.031855754575803474,0.031855754575803474,0.031855754575803474,0.031855754575803474,0.031855754575803474,0.031855754575803474,1.0
gemma3:27b,novelty_vs_prev_opponent_turn_lexical,1,0.05250486002391408,0.05250486002391408,0.05250486002391408,0.05250486002391408,0.05250486002391408,0.05250486002391408,1.0
gemma3:27b,novelty_vs_prev_opponent_turn_semantic,1,-0.06870911654264084,-0.06870911654264084,-0.06870911654264084,-0.06870911654264084,-0.06870911654264084,-0.06870911654264084,0.0
