group_name,rank,term,count,per_1k_tokens,total_tokens
dolphin-yi-34b::moderator,1,apollo,17,41.76904176904177,407
dolphin-yi-34b::moderator,2,evidence,13,31.94103194103194,407
dolphin-yi-34b::moderator,3,moon,10,24.57002457002457,407
dolphin-yi-34b::moderator,4,data,10,24.57002457002457,407
dolphin-yi-34b::moderator,5,missions,9,22.11302211302211,407
dolphin-yi-34b::moderator,6,staged,9,22.11302211302211,407
dolphin-yi-34b::moderator,7,anomalies,8,19.656019656019655,407
dolphin-yi-34b::moderator,8,ca,7,17.1990171990172,407
dolphin-yi-34b::moderator,9,sa,7,17.1990171990172,407
dolphin-yi-34b::moderator,10,agents,7,17.1990171990172,407
dolphin-yi-34b::moderator,11,inconsistencies,6,14.742014742014742,407
dolphin-yi-34b::moderator,12,destruction,6,14.742014742014742,407
dolphin-yi-34b::moderator,13,landing,6,14.742014742014742,407
dolphin-yi-34b::moderator,14,disagreements,5,12.285012285012286,407
dolphin-yi-34b::moderator,15,civility,5,12.285012285012286,407
dolphin-yi-34b::moderator,16,bridge,5,12.285012285012286,407
dolphin-yi-34b::moderator,17,epistemic,5,12.285012285012286,407
dolphin-yi-34b::moderator,18,landings,5,12.285012285012286,407
dolphin-yi-34b::moderator,19,moderator,5,12.285012285012286,407
dolphin-yi-34b::moderator,20,moves,5,12.285012285012286,407
dolphin-yi-34b::moderator,21,official,5,12.285012285012286,407
dolphin-yi-34b::moderator,22,nasa,5,12.285012285012286,407
dolphin-yi-34b::moderator,23,questions,5,12.285012285012286,407
dolphin-yi-34b::moderator,24,recap,5,12.285012285012286,407
dolphin-yi-34b::moderator,25,detected,5,12.285012285012286,407
dolphin-yi-34b::proponent,1,apollo,5,59.523809523809526,84
dolphin-yi-34b::proponent,2,government,4,47.61904761904762,84
dolphin-yi-34b::proponent,3,moon,4,47.61904761904762,84
dolphin-yi-34b::proponent,4,landings,4,47.61904761904762,84
dolphin-yi-34b::proponent,5,race,4,47.61904761904762,84
dolphin-yi-34b::proponent,6,nasa,4,47.61904761904762,84
dolphin-yi-34b::proponent,7,space,4,47.61904761904762,84
dolphin-yi-34b::proponent,8,soviet,4,47.61904761904762,84
dolphin-yi-34b::proponent,9,union,4,47.61904761904762,84
dolphin-yi-34b::proponent,10,staged,3,35.714285714285715,84
dolphin-yi-34b::proponent,11,meticulously,3,35.714285714285715,84
dolphin-yi-34b::proponent,12,win,3,35.714285714285715,84
dolphin-yi-34b::proponent,13,official,3,35.714285714285715,84
dolphin-yi-34b::proponent,14,destruction,2,23.80952380952381,84
dolphin-yi-34b::proponent,15,data,2,23.80952380952381,84
dolphin-yi-34b::proponent,16,narratives,2,23.80952380952381,84
dolphin-yi-34b::proponent,17,inconsistencies,2,23.80952380952381,84
dolphin-yi-34b::proponent,18,crucial,2,23.80952380952381,84
dolphin-yi-34b::proponent,19,event,1,11.904761904761905,84
dolphin-yi-34b::proponent,20,evidenced,1,11.904761904761905,84
dolphin-yi-34b::proponent,21,grand,1,11.904761904761905,84
dolphin-yi-34b::proponent,22,answers,1,11.904761904761905,84
dolphin-yi-34b::proponent,23,conclusion,1,11.904761904761905,84
dolphin-yi-34b::proponent,24,missions,1,11.904761904761905,84
dolphin-yi-34b::proponent,25,narrative,1,11.904761904761905,84
gemma3:27b::opponent,1,evidence,8,86.02150537634408,93
gemma3:27b::opponent,2,staged,5,53.763440860215056,93
gemma3:27b::opponent,3,apollo,4,43.01075268817204,93
gemma3:27b::opponent,4,claim,3,32.25806451612903,93
gemma3:27b::opponent,5,lacks,3,32.25806451612903,93
gemma3:27b::opponent,6,relies,3,32.25806451612903,93
gemma3:27b::opponent,7,landing,3,32.25806451612903,93
gemma3:27b::opponent,8,authenticity,2,21.50537634408602,93
gemma3:27b::opponent,9,corroborating,2,21.50537634408602,93
gemma3:27b::opponent,10,missions,2,21.50537634408602,93
gemma3:27b::opponent,11,supporting,2,21.50537634408602,93
gemma3:27b::opponent,12,independent,2,21.50537634408602,93
gemma3:27b::opponent,13,anomalies,2,21.50537634408602,93
gemma3:27b::opponent,14,data,2,21.50537634408602,93
gemma3:27b::opponent,15,attributing,1,10.75268817204301,93
gemma3:27b::opponent,16,adequately,1,10.75268817204301,93
gemma3:27b::opponent,17,contradicted,1,10.75268817204301,93
gemma3:27b::opponent,18,conspiracy,1,10.75268817204301,93
gemma3:27b::opponent,19,compelling,1,10.75268817204301,93
gemma3:27b::opponent,20,cover,1,10.75268817204301,93
gemma3:27b::opponent,21,crucial,1,10.75268817204301,93
gemma3:27b::opponent,22,credible,1,10.75268817204301,93
gemma3:27b::opponent,23,event,1,10.75268817204301,93
gemma3:27b::opponent,24,exist,1,10.75268817204301,93
gemma3:27b::opponent,25,explanations,1,10.75268817204301,93
