debate_id,claim,round,speaker_role,utterance,stance,confidence,tactic_used,tool_used,tool_query,reply_to_turn,turn_index,polarity,subjectivity,question_count,exclamation_count,word_count,char_count,strong_modality_count,weak_modality_count,strong_modality_density,weak_modality_density,modality_balance,nrc_sadness_count,nrc_sadness_density,nrc_joy_count,nrc_joy_density,nrc_disgust_count,nrc_disgust_density,nrc_trust_count,nrc_trust_density,nrc_anticipation_count,nrc_anticipation_density,nrc_fear_count,nrc_fear_density,nrc_surprise_count,nrc_surprise_density,nrc_anger_count,nrc_anger_density,emotion_joy,emotion_fear,emotion_anger,emotion_sadness,emotion_surprise,emotion_love,turn_position,phase,dominant_nrc_emotion,dominant_bert_emotion
debate_0bbe4122a070,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,1,proponent,The regulatory agencies are captured by the very industries they're supposed to regulate. They approve food additives that benefit these industries despite evidence of potential harm.,pro,55.0,distrust-authority,none,,0.0,1,0.1,0.65,0.0,0.0,26.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.07692307692307693,0.0,0.0,2.0,0.07692307692307693,0.0,0.0,2.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.4433516561985016,0.3091152608394623,0.20970429480075836,0.023553717881441116,0.008484648540616035,0.005790316499769688,0.0,early,joy,joy
debate_0bbe4122a070,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,1,opponent,"Food additives approved by regulatory agencies are not intentionally designed to create chronic diseases that benefit the medical industry. Regulatory capture may occur in some cases, but it does not imply a systematic plan to cause harm.",con,55.0,evidence-based reasoning,duckduckgo,food additives regulatory capture,1.0,2,0.0,0.0,0.0,0.0,37.0,238.0,0.0,1.0,0.0,0.02702702702702703,-1.0,1.0,0.02702702702702703,2.0,0.05405405405405406,0.0,0.0,2.0,0.05405405405405406,2.0,0.05405405405405406,4.0,0.10810810810810811,0.0,0.0,0.0,0.0,0.4359724521636963,0.10004863888025284,0.20331697165966034,0.24429439008235931,0.007348588667809963,0.009018960408866405,0.1111111111111111,early,fear,joy
debate_0bbe4122a070,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,2,proponent,The revolving door between regulatory agencies and industry lobbyists creates a systemic incentive for the approval of food additives that may harm public health.,pro,53.0,institutional-critique,duckduckgo,site:ajph.org FDA revolving door pharmaceutical lobbying,2.0,3,0.0,0.06666666666666667,0.0,0.0,24.0,162.0,0.0,1.0,0.0,0.041666666666666664,-1.0,0.0,0.0,1.0,0.041666666666666664,0.0,0.0,1.0,0.041666666666666664,1.0,0.041666666666666664,2.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.10498058050870895,0.03854085132479668,0.7670163512229919,0.08265236020088196,0.0018783285049721599,0.0049314433708786964,0.2222222222222222,early,fear,anger
debate_0bbe4122a070,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,2,opponent,The revolving door between regulatory agencies and industry lobbyists does not necessarily imply that food additive approvals are driven by a systemic incentive to harm public health. It is crucial to examine the specific approval processes and decision-making criteria in place.,con,56.0,evidence-based reasoning,none,,4.0,4,0.0,0.5479166666666666,0.0,0.0,42.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023809523809523808,0.0,0.0,2.0,0.047619047619047616,1.0,0.023809523809523808,2.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.8579176664352417,0.033326439559459686,0.06354551017284393,0.037037625908851624,0.0030095181427896023,0.005163159221410751,0.3333333333333333,middle,trust,joy
debate_0bbe4122a070,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,3,proponent,The revolving door between regulatory agencies and industry creates a systemic incentive to approve harmful additives.,pro,54.0,distrust-authority,none,,5.0,5,0.0,0.0,0.0,0.0,16.0,118.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0625,1.0,0.0625,1.0,0.0625,0.0,0.0,2.0,0.125,0.0,0.0,1.0,0.0625,0.03435833379626274,0.014491146430373192,0.7119802832603455,0.23240837454795837,0.002015508944168687,0.0047463467344641685,0.4444444444444444,middle,fear,anger
debate_0bbe4122a070,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,3,opponent,The revolving door between regulatory agencies and industry does not necessarily imply that food additive approvals are driven by a systemic incentive to harm public health. It is crucial to examine the specific approval processes and decision-making criteria in place.,con,58.0,evidence-based reasoning,none,,7.0,6,0.0,0.5479166666666666,0.0,0.0,41.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.024390243902439025,0.0,0.0,2.0,0.04878048780487805,1.0,0.024390243902439025,2.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.8380318284034729,0.04070984199643135,0.056355398148298264,0.05566515028476715,0.0038215864915400743,0.005416268948465586,0.5555555555555556,middle,trust,joy
debate_0bbe4122a070,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,4,proponent,The revolving door between regulatory agencies and industry lobbyists creates a systemic incentive for the approval of food additives that may harm public health.,pro,52.0,distrust-authority,none,,8.0,7,0.0,0.06666666666666667,0.0,0.0,24.0,162.0,0.0,1.0,0.0,0.041666666666666664,-1.0,0.0,0.0,1.0,0.041666666666666664,0.0,0.0,1.0,0.041666666666666664,1.0,0.041666666666666664,2.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.10498058050870895,0.03854085132479668,0.7670163512229919,0.08265236020088196,0.0018783285049721599,0.0049314433708786964,0.6666666666666666,late,fear,anger
debate_0bbe4122a070,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,4,opponent,The revolving door between regulatory agencies and industry lobbyists does not necessarily imply that food additive approvals are driven by a systemic incentive to harm public health. It is crucial to examine the specific approval processes and decision-making criteria in place.,con,59.0,evidence-based reasoning,none,,10.0,8,0.0,0.5479166666666666,0.0,0.0,42.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023809523809523808,0.0,0.0,2.0,0.047619047619047616,1.0,0.023809523809523808,2.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.8579176664352417,0.033326439559459686,0.06354551017284393,0.037037625908851624,0.0030095181427896023,0.005163159221410751,0.7777777777777778,late,trust,joy
debate_0bbe4122a070,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,5,proponent,"The revolving door between regulatory agencies and industry lobbyists creates a systemic incentive for the approval of food additives that may harm public health. This pattern of cross-pollination raises suspicion about the impartiality of regulators, as their interests may become aligned with industry players.",pro,49.0,distrust-authority,none,,11.0,9,0.0,0.06666666666666667,0.0,0.0,45.0,312.0,0.0,2.0,0.0,0.044444444444444446,-2.0,1.0,0.022222222222222223,1.0,0.022222222222222223,0.0,0.0,2.0,0.044444444444444446,1.0,0.022222222222222223,4.0,0.08888888888888889,0.0,0.0,1.0,0.022222222222222223,0.10746049135923386,0.08917662501335144,0.7767390012741089,0.01588314399123192,0.0033898798283189535,0.007350798696279526,0.8888888888888888,late,fear,anger
debate_0bbe4122a070,Food additives approved by regulatory agencies are intentionally harmful and designed to create chronic diseases that benefit the medical industry.,5,opponent,"While the revolving door between regulatory agencies and industry lobbyists may raise concerns about impartiality, it does not necessarily imply that food additive approvals are driven by a systemic incentive to harm public health. It is crucial to examine specific approval processes and decision-making criteria in place at these agencies.",con,61.0,evidence-based reasoning,none,,13.0,10,0.0,0.5479166666666666,0.0,0.0,51.0,341.0,0.0,1.0,0.0,0.0196078431372549,-1.0,0.0,0.0,1.0,0.0196078431372549,0.0,0.0,3.0,0.058823529411764705,1.0,0.0196078431372549,2.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.8834248185157776,0.013601163402199745,0.06066400930285454,0.032809481024742126,0.002579033374786377,0.006921554449945688,1.0,late,trust,joy
