metric_family,metric,model_name,mean,std,n
baseline,word_count,dolphin-yi-34b,25.5,5.856620185738529,6
baseline,word_count,gemma3:27b,163.33333333333334,14.502873278538061,3
baseline,type_token_ratio,dolphin-yi-34b,0.9511183261183263,0.03393823896641851,6
baseline,type_token_ratio,gemma3:27b,0.6123599360888649,0.039652295877199116,3
baseline,vader_compound,dolphin-yi-34b,0.07018333333333333,0.24772759569064295,6
baseline,vader_compound,gemma3:27b,0.5388000000000001,0.3248704972754528,3
baseline,citation_count,dolphin-yi-34b,0.0,0.0,6
baseline,citation_count,gemma3:27b,1.0,0.0,3
baseline,question_count,dolphin-yi-34b,0.0,0.0,6
baseline,question_count,gemma3:27b,2.0,0.0,3
core,confidence,dolphin-yi-34b,62.0,11.189280584559492,6
core,confidence,gemma3:27b,,,0
core,confidence_delta_within_role,dolphin-yi-34b,-0.5,2.886751345948129,4
core,confidence_delta_within_role,gemma3:27b,,,0
core,word_count,dolphin-yi-34b,25.5,5.856620185738529,6
core,word_count,gemma3:27b,163.33333333333334,14.502873278538061,3
core,avg_sentence_length,dolphin-yi-34b,17.916666666666668,3.666287859220368,6
core,avg_sentence_length,gemma3:27b,40.833333333333336,3.6257183196345153,3
core,lemma_type_token_ratio,dolphin-yi-34b,0.96774322169059,0.03818781855774414,6
core,lemma_type_token_ratio,gemma3:27b,0.680043471510635,0.025197978752666453,3
core,vader_compound,dolphin-yi-34b,0.07018333333333333,0.24772759569064295,6
core,vader_compound,gemma3:27b,0.5388000000000001,0.3248704972754528,3
core,evidence_density_per_1k_words,dolphin-yi-34b,0.0,0.0,6
core,evidence_density_per_1k_words,gemma3:27b,73.12847041827682,5.7844562167891445,3
core,rebuttal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,6
core,rebuttal_density_per_1k_words,gemma3:27b,0.0,0.0,3
core,hedge_density_per_1k_words,dolphin-yi-34b,0.0,0.0,6
core,hedge_density_per_1k_words,gemma3:27b,0.0,0.0,3
core,assertive_density_per_1k_words,dolphin-yi-34b,0.0,0.0,6
core,assertive_density_per_1k_words,gemma3:27b,0.0,0.0,3
core,strong_modal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,6
core,strong_modal_density_per_1k_words,gemma3:27b,0.0,0.0,3
core,weak_modal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,6
core,weak_modal_density_per_1k_words,gemma3:27b,0.0,0.0,3
core,moral_density_per_1k_words,dolphin-yi-34b,5.8035625534572,1.5942998565722029,6
core,moral_density_per_1k_words,gemma3:27b,0.9038421243270517,0.11574489717965669,3
core,stance_proxy_score,dolphin-yi-34b,0.0,0.0,6
core,stance_proxy_score,gemma3:27b,-0.6666666666666666,0.5773502691896258,3
core,assertiveness_balance,dolphin-yi-34b,0.0,0.0,6
core,assertiveness_balance,gemma3:27b,0.0,0.0,3
core,modality_balance,dolphin-yi-34b,0.0,0.0,6
core,modality_balance,gemma3:27b,0.0,0.0,3
core,lexical_overlap_prev_other_turn,dolphin-yi-34b,0.25199101730747303,0.251725569460018,6
core,lexical_overlap_prev_other_turn,gemma3:27b,0.11845318424265794,0.02489163657701926,3
core,semantic_similarity_prev_other_turn,dolphin-yi-34b,0.7502680879565103,0.13351417422156836,5
core,semantic_similarity_prev_other_turn,gemma3:27b,0.6316596794117858,0.017982338531724956,3
core,lexical_overlap_prev_opponent_turn,dolphin-yi-34b,0.3197435897435898,0.22650086754365334,6
core,lexical_overlap_prev_opponent_turn,gemma3:27b,0.0,0.0,3
core,semantic_similarity_prev_opponent_turn,dolphin-yi-34b,0.81453075257745,0.06989811339109805,5
core,semantic_similarity_prev_opponent_turn,gemma3:27b,,,0
core,novelty_vs_prev_turn_lexical,dolphin-yi-34b,0.7480089826925269,0.251725569460018,6
core,novelty_vs_prev_turn_lexical,gemma3:27b,0.8815468157573422,0.02489163657701926,3
core,novelty_vs_prev_turn_semantic,dolphin-yi-34b,0.24973191204348968,0.13351417422156836,5
core,novelty_vs_prev_turn_semantic,gemma3:27b,0.36834032058821425,0.017982338531724956,3
core,novelty_vs_prev_opponent_turn_lexical,dolphin-yi-34b,0.6802564102564101,0.22650086754365334,6
core,novelty_vs_prev_opponent_turn_lexical,gemma3:27b,1.0,0.0,3
core,novelty_vs_prev_opponent_turn_semantic,dolphin-yi-34b,0.18546924742254994,0.06989811339109804,5
core,novelty_vs_prev_opponent_turn_semantic,gemma3:27b,,,0
