model_name,debate_role,metric,mean,ci_low,ci_high,n
dolphin-yi-34b,moderator,confidence,0.0,0.0,0.0,0
dolphin-yi-34b,moderator,confidence_delta_within_role,0.0,0.0,0.0,0
dolphin-yi-34b,moderator,word_count,155.4,145.195,166.6,5
dolphin-yi-34b,moderator,avg_sentence_length,35.96,31.265750000000015,41.45625,5
dolphin-yi-34b,moderator,lemma_type_token_ratio,0.7001266607788347,0.6671733821733822,0.7328063241106719,5
dolphin-yi-34b,moderator,vader_compound,-0.06120000000000001,-0.68544,0.55946,5
dolphin-yi-34b,moderator,evidence_density_per_1k_words,68.67642526811332,62.7433054146514,74.0549730764995,5
dolphin-yi-34b,moderator,rebuttal_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,moderator,hedge_density_per_1k_words,3.537021745114231,0.0,8.298926507018994,5
dolphin-yi-34b,moderator,assertive_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,moderator,strong_modal_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,moderator,weak_modal_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,moderator,moral_density_per_1k_words,0.9734948289125034,0.9037041467211542,1.0459755844536887,5
dolphin-yi-34b,moderator,stance_proxy_score,-0.2,-1.2,0.6,5
dolphin-yi-34b,moderator,assertiveness_balance,-0.0035370217451142307,-0.008231833195706027,0.0,5
dolphin-yi-34b,moderator,modality_balance,0.0,0.0,0.0,5
dolphin-yi-34b,moderator,lexical_overlap_prev_other_turn,0.16901290753310338,0.12320574162679425,0.20888372093023255,5
dolphin-yi-34b,moderator,semantic_similarity_prev_other_turn,0.7072671831133661,0.6549598786722626,0.7603750213205313,5
dolphin-yi-34b,moderator,lexical_overlap_prev_opponent_turn,0.0,0.0,0.0,5
dolphin-yi-34b,moderator,semantic_similarity_prev_opponent_turn,0.0,0.0,0.0,0
dolphin-yi-34b,moderator,novelty_vs_prev_turn_lexical,0.8309870924668965,0.7896763157894737,0.8748405103668262,5
dolphin-yi-34b,moderator,novelty_vs_prev_turn_semantic,0.29273281688663383,0.23962559264459057,0.3446722340750227,5
dolphin-yi-34b,moderator,novelty_vs_prev_opponent_turn_lexical,1.0,1.0,1.0,5
dolphin-yi-34b,moderator,novelty_vs_prev_opponent_turn_semantic,0.0,0.0,0.0,0
dolphin-yi-34b,proponent,confidence,57.0,55.4,58.6,5
dolphin-yi-34b,proponent,confidence_delta_within_role,0.0,-2.0,3.25,4
dolphin-yi-34b,proponent,word_count,18.0,18.0,18.0,5
dolphin-yi-34b,proponent,avg_sentence_length,18.0,18.0,18.0,5
dolphin-yi-34b,proponent,lemma_type_token_ratio,1.0,1.0,1.0,5
dolphin-yi-34b,proponent,vader_compound,0.24733999999999998,0.10286,0.3612,5
dolphin-yi-34b,proponent,evidence_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,proponent,rebuttal_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,proponent,hedge_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,proponent,assertive_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,proponent,strong_modal_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,proponent,weak_modal_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,proponent,moral_density_per_1k_words,8.406896622217557,7.993141994036748,8.820183007981246,5
dolphin-yi-34b,proponent,stance_proxy_score,0.0,0.0,0.0,5
dolphin-yi-34b,proponent,assertiveness_balance,0.0,0.0,0.0,5
dolphin-yi-34b,proponent,modality_balance,0.0,0.0,0.0,5
dolphin-yi-34b,proponent,lexical_overlap_prev_other_turn,0.09007136767750579,0.04168995859213254,0.12899159663865545,5
dolphin-yi-34b,proponent,semantic_similarity_prev_other_turn,0.6857308097880881,0.6152877169987387,0.7561739025774374,4
dolphin-yi-34b,proponent,lexical_overlap_prev_opponent_turn,0.13978229779119655,0.06674082313681869,0.21075003972668044,5
dolphin-yi-34b,proponent,semantic_similarity_prev_opponent_turn,0.6645025295013097,0.5870139787838732,0.7534813480874683,4
dolphin-yi-34b,proponent,novelty_vs_prev_turn_lexical,0.9099286323224941,0.8666228534892219,0.9625714285714284,5
dolphin-yi-34b,proponent,novelty_vs_prev_turn_semantic,0.3142691902119119,0.24382609742256256,0.3847122830012612,4
dolphin-yi-34b,proponent,novelty_vs_prev_opponent_turn_lexical,0.8602177022088033,0.795500556173526,0.9310344827586207,5
dolphin-yi-34b,proponent,novelty_vs_prev_opponent_turn_semantic,0.3354974704986903,0.24651865191253167,0.4129860212161268,4
gemma3:27b,opponent,confidence,53.2,51.2,55.2,5
gemma3:27b,opponent,confidence_delta_within_role,1.5,1.0,2.0,4
gemma3:27b,opponent,word_count,35.6,32.2,39.0,5
gemma3:27b,opponent,avg_sentence_length,27.6,22.2,33.2,5
gemma3:27b,opponent,lemma_type_token_ratio,0.9290163815335439,0.8972703497875123,0.9674697159565582,5
gemma3:27b,opponent,vader_compound,0.0516,-0.061360000000000005,0.17936000000000002,5
gemma3:27b,opponent,evidence_density_per_1k_words,17.092490842490843,5.128205128205129,28.52106227106227,5
gemma3:27b,opponent,rebuttal_density_per_1k_words,0.0,0.0,0.0,5
gemma3:27b,opponent,hedge_density_per_1k_words,4.878048780487805,0.0,14.634146341463415,5
gemma3:27b,opponent,assertive_density_per_1k_words,0.0,0.0,0.0,5
gemma3:27b,opponent,strong_modal_density_per_1k_words,0.0,0.0,0.0,5
gemma3:27b,opponent,weak_modal_density_per_1k_words,0.0,0.0,0.0,5
gemma3:27b,opponent,moral_density_per_1k_words,3.958689649425504,3.4859635565400913,4.546484176987929,5
gemma3:27b,opponent,stance_proxy_score,0.0,0.0,0.0,5
gemma3:27b,opponent,assertiveness_balance,-0.004878048780487805,-0.014634146341463417,0.0,5
gemma3:27b,opponent,modality_balance,0.0,0.0,0.0,5
