group_name,rank,term,count,per_1k_tokens,total_tokens
dolphin-yi-34b::moderator,1,digital,21,65.625,320
dolphin-yi-34b::moderator,2,central,20,62.5,320
dolphin-yi-34b::moderator,3,currencies,20,62.5,320
dolphin-yi-34b::moderator,4,control,12,37.5,320
dolphin-yi-34b::moderator,5,bank,11,34.375,320
dolphin-yi-34b::moderator,6,privacy,10,31.25,320
dolphin-yi-34b::moderator,7,personal,10,31.25,320
dolphin-yi-34b::moderator,8,finances,10,31.25,320
dolphin-yi-34b::moderator,9,government,9,28.125,320
dolphin-yi-34b::moderator,10,banks,9,28.125,320
dolphin-yi-34b::moderator,11,total,9,28.125,320
dolphin-yi-34b::moderator,12,policies,7,21.875,320
dolphin-yi-34b::moderator,13,enable,7,21.875,320
dolphin-yi-34b::moderator,14,financial,7,21.875,320
dolphin-yi-34b::moderator,15,features,6,18.75,320
dolphin-yi-34b::moderator,16,evidence,6,18.75,320
dolphin-yi-34b::moderator,17,protecting,5,15.625,320
dolphin-yi-34b::moderator,18,specific,5,15.625,320
dolphin-yi-34b::moderator,19,design,5,15.625,320
dolphin-yi-34b::moderator,20,bridge,4,12.5,320
dolphin-yi-34b::moderator,21,moves,4,12.5,320
dolphin-yi-34b::moderator,22,civility,4,12.5,320
dolphin-yi-34b::moderator,23,disagreements,4,12.5,320
dolphin-yi-34b::moderator,24,epistemic,4,12.5,320
dolphin-yi-34b::moderator,25,detected,4,12.5,320
dolphin-yi-34b::opponent,1,central,8,83.33333333333333,96
dolphin-yi-34b::opponent,2,currencies,8,83.33333333333333,96
dolphin-yi-34b::opponent,3,banks,4,41.666666666666664,96
dolphin-yi-34b::opponent,4,bank,4,41.666666666666664,96
dolphin-yi-34b::opponent,5,control,4,41.666666666666664,96
dolphin-yi-34b::opponent,6,depend,4,41.666666666666664,96
dolphin-yi-34b::opponent,7,design,4,41.666666666666664,96
dolphin-yi-34b::opponent,8,designed,4,41.666666666666664,96
dolphin-yi-34b::opponent,9,digital,4,41.666666666666664,96
dolphin-yi-34b::opponent,10,eliminate,4,41.666666666666664,96
dolphin-yi-34b::opponent,11,enable,4,41.666666666666664,96
dolphin-yi-34b::opponent,12,finances,4,41.666666666666664,96
dolphin-yi-34b::opponent,13,financial,4,41.666666666666664,96
dolphin-yi-34b::opponent,14,functionality,4,41.666666666666664,96
dolphin-yi-34b::opponent,15,government,4,41.666666666666664,96
dolphin-yi-34b::opponent,16,implemented,4,41.666666666666664,96
dolphin-yi-34b::opponent,17,necessarily,4,41.666666666666664,96
dolphin-yi-34b::opponent,18,personal,4,41.666666666666664,96
dolphin-yi-34b::opponent,19,policies,4,41.666666666666664,96
dolphin-yi-34b::opponent,20,privacy,4,41.666666666666664,96
dolphin-yi-34b::opponent,21,specific,4,41.666666666666664,96
dolphin-yi-34b::opponent,22,total,4,41.666666666666664,96
dolphin-yi-34b::proponent,1,bank,4,100.0,40
dolphin-yi-34b::proponent,2,central,4,100.0,40
dolphin-yi-34b::proponent,3,control,4,100.0,40
dolphin-yi-34b::proponent,4,create,4,100.0,40
dolphin-yi-34b::proponent,5,currencies,4,100.0,40
dolphin-yi-34b::proponent,6,designed,4,100.0,40
dolphin-yi-34b::proponent,7,digital,4,100.0,40
dolphin-yi-34b::proponent,8,finances,4,100.0,40
dolphin-yi-34b::proponent,9,institutions,4,100.0,40
dolphin-yi-34b::proponent,10,personal,4,100.0,40
