model_name,debate_role,round,confidence,confidence_delta_within_role,word_count,avg_sentence_length,lemma_type_token_ratio,vader_compound,evidence_density_per_1k_words,rebuttal_density_per_1k_words,hedge_density_per_1k_words,assertive_density_per_1k_words,strong_modal_density_per_1k_words,weak_modal_density_per_1k_words,moral_density_per_1k_words,stance_proxy_score,assertiveness_balance,modality_balance,lexical_overlap_prev_other_turn,semantic_similarity_prev_other_turn,lexical_overlap_prev_opponent_turn,semantic_similarity_prev_opponent_turn,novelty_vs_prev_turn_lexical,novelty_vs_prev_turn_semantic,novelty_vs_prev_opponent_turn_lexical,novelty_vs_prev_opponent_turn_semantic
gemma3:27b,moderator,1,,,208.0,34.666666666666664,0.7142857142857143,0.6553,67.3076923076923,0.0,0.0,0.0,0.0,0.0,0.8014002636068969,0.0,0.0,0.0,0.14150943396226415,0.5773332250278018,0.0,,0.8584905660377359,0.4226667749721982,1.0,
gemma3:27b,moderator,2,,,238.0,59.5,0.7692307692307693,0.9808,58.8235294117647,0.0,4.201680672268908,0.0,0.0,0.0,0.7279401204286527,0.0,-0.004201680672268907,0.0,0.1016949152542373,0.6815408862337538,0.0,,0.8983050847457628,0.31845911376624625,1.0,
gemma3:27b,moderator,3,,,212.0,42.4,0.6935483870967742,0.4515,66.0377358490566,0.0,0.0,0.0,0.0,0.0,0.8559077558804195,2.0,0.0,0.0,0.15625,0.6595707300548309,0.0,,0.84375,0.3404292699451691,1.0,
gemma3:27b,moderator,4,,,201.0,40.2,0.6869565217391305,-0.9419,69.65174129353234,0.0,0.0,0.0,0.0,0.0,0.8609956818984074,2.0,0.0,0.0,0.12087912087912088,0.5000022144804994,0.0,,0.8791208791208791,0.4999977855195006,1.0,
gemma3:27b,opponent,1,62.5,23.0,39.5,28.0,0.9558823529411764,0.42115,41.17259552042161,0.0,26.021080368906457,0.0,0.0,0.0,4.467520280840246,0.0,-0.026021080368906456,0.0,0.10547504025764895,0.6003503635223538,0.10547504025764895,0.6003503635223538,0.894524959742351,0.3996496364776462,0.894524959742351,0.3996496364776462
gemma3:27b,opponent,2,51.0,1.0,33.0,33.0,1.0,0.3612,0.0,0.0,0.0,0.0,0.0,0.0,5.750956985704954,0.0,0.0,0.0,0.15,0.7725244864594553,0.15,0.7725244864594553,0.85,0.22747551354054474,0.85,0.22747551354054474
gemma3:27b,opponent,3,52.0,1.0,43.0,21.5,0.9259259259259259,-0.016,0.0,0.0,0.0,0.0,0.0,0.0,4.800846587477321,-1.0,0.0,0.0,0.08888888888888889,0.5746176143913018,0.08888888888888889,0.5746176143913018,0.9111111111111111,0.42538238560869823,0.9111111111111111,0.42538238560869823
gemma3:27b,proponent,1,55.0,,31.0,31.0,1.0,0.9371,0.0,0.0,0.0,0.0,0.0,0.0,5.73164894621453,0.0,0.0,0.0,0.0,,0.0,,1.0,,1.0,
gemma3:27b,proponent,2,53.0,-2.0,39.0,39.0,1.0,0.6705,25.641025641025642,0.0,0.0,0.0,0.0,0.0,5.047509142309423,0.0,0.0,0.0,0.06422018348623854,0.5548757073697529,0.11764705882352941,0.7400629390252923,0.9357798165137614,0.4451242926302471,0.8823529411764706,0.2599370609747077
gemma3:27b,proponent,3,54.0,1.0,38.0,38.0,0.96,0.7506,0.0,0.0,0.0,0.0,0.0,0.0,6.103757957081029,0.0,0.0,0.0,0.08064516129032258,0.557340772762107,0.047619047619047616,0.504272605861207,0.9193548387096774,0.44265922723789297,0.9523809523809523,0.49572739413879296
gemma3:27b,proponent,4,53.0,-1.0,49.0,49.0,0.9705882352941176,0.6822,20.408163265306122,0.0,20.408163265306122,0.0,0.0,0.0,3.9680366455734863,0.0,-0.02040816326530612,0.0,0.05309734513274336,0.5375674613042275,0.07407407407407407,0.42660207980008374,0.9469026548672567,0.4624325386957725,0.9259259259259259,0.5733979201999162
