model_name,metric,paired_runs,paired_gap_mean,paired_gap_ci_low,paired_gap_ci_high,paired_gap_median,paired_gap_q10,paired_gap_q90,paired_gap_positive_rate
gemma3:27b,confidence,1,-8.600000000000001,-8.600000000000001,-8.600000000000001,-8.600000000000001,-8.600000000000001,-8.600000000000001,0.0
gemma3:27b,confidence_delta_within_role,1,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,0.0
gemma3:27b,word_count,1,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,0.0
gemma3:27b,avg_sentence_length,1,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,0.0
gemma3:27b,lemma_type_token_ratio,1,0.025032938076416156,0.025032938076416156,0.025032938076416156,0.025032938076416156,0.025032938076416156,0.025032938076416156,1.0
gemma3:27b,vader_compound,1,-0.018439999999999984,-0.018439999999999984,-0.018439999999999984,-0.018439999999999984,-0.018439999999999984,-0.018439999999999984,0.0
gemma3:27b,evidence_density_per_1k_words,1,-6.8705417389627925,-6.8705417389627925,-6.8705417389627925,-6.8705417389627925,-6.8705417389627925,-6.8705417389627925,0.0
gemma3:27b,rebuttal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,hedge_density_per_1k_words,1,0.11614401858304291,0.11614401858304291,0.11614401858304291,0.11614401858304291,0.11614401858304291,0.11614401858304291,1.0
gemma3:27b,assertive_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,strong_modal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,weak_modal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,moral_density_per_1k_words,1,0.42664145298246936,0.42664145298246936,0.42664145298246936,0.42664145298246936,0.42664145298246936,0.42664145298246936,1.0
gemma3:27b,stance_proxy_score,1,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,0.0
gemma3:27b,assertiveness_balance,1,-0.00011614401858304341,-0.00011614401858304341,-0.00011614401858304341,-0.00011614401858304341,-0.00011614401858304341,-0.00011614401858304341,0.0
gemma3:27b,modality_balance,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,lexical_overlap_prev_other_turn,1,-0.11816280138750196,-0.11816280138750196,-0.11816280138750196,-0.11816280138750196,-0.11816280138750196,-0.11816280138750196,0.0
gemma3:27b,semantic_similarity_prev_other_turn,1,-0.13115333649506655,-0.13115333649506655,-0.13115333649506655,-0.13115333649506655,-0.13115333649506655,-0.13115333649506655,0.0
gemma3:27b,lexical_overlap_prev_opponent_turn,1,-0.1325881772166602,-0.1325881772166602,-0.1325881772166602,-0.1325881772166602,-0.1325881772166602,-0.1325881772166602,0.0
gemma3:27b,semantic_similarity_prev_opponent_turn,1,-0.18458990216627646,-0.18458990216627646,-0.18458990216627646,-0.18458990216627646,-0.18458990216627646,-0.18458990216627646,0.0
gemma3:27b,novelty_vs_prev_turn_lexical,1,0.11816280138750201,0.11816280138750201,0.11816280138750201,0.11816280138750201,0.11816280138750201,0.11816280138750201,1.0
gemma3:27b,novelty_vs_prev_turn_semantic,1,0.1311533364950665,0.1311533364950665,0.1311533364950665,0.1311533364950665,0.1311533364950665,0.1311533364950665,1.0
gemma3:27b,novelty_vs_prev_opponent_turn_lexical,1,0.13258817721666016,0.13258817721666016,0.13258817721666016,0.13258817721666016,0.13258817721666016,0.13258817721666016,1.0
gemma3:27b,novelty_vs_prev_opponent_turn_semantic,1,0.18458990216627646,0.18458990216627646,0.18458990216627646,0.18458990216627646,0.18458990216627646,0.18458990216627646,1.0
