metric_family,metric,model_name,mean,std,n
baseline,word_count,gemma3:27b,83.3907284768212,70.89675611474632,1057
baseline,type_token_ratio,gemma3:27b,0.8192556095269785,0.1310443075665171,1057
baseline,vader_compound,gemma3:27b,-0.05042071901608326,0.5982010748114241,1057
baseline,citation_count,gemma3:27b,0.3216650898770104,0.4673363729224012,1057
baseline,question_count,gemma3:27b,0.6442762535477767,0.936551475379731,1057
core,confidence,gemma3:27b,52.76429567642957,8.279439261344077,717
core,confidence_delta_within_role,gemma3:27b,0.8599640933572711,7.401277985999886,557
core,word_count,gemma3:27b,83.3907284768212,70.89675611474632,1057
core,avg_sentence_length,gemma3:27b,34.86008469613011,8.019966599251655,1057
core,lemma_type_token_ratio,gemma3:27b,0.903138525034173,0.11594685408612372,1057
core,vader_compound,gemma3:27b,-0.05042071901608326,0.5982010748114241,1057
core,evidence_density_per_1k_words,gemma3:27b,36.97360039472105,33.010091620316025,1057
core,rebuttal_density_per_1k_words,gemma3:27b,1.6978202753129752,6.757947927443341,1057
core,hedge_density_per_1k_words,gemma3:27b,4.440080423040852,10.012667808953529,1057
core,assertive_density_per_1k_words,gemma3:27b,0.17296365187947882,1.6396494641119408,1057
core,strong_modal_density_per_1k_words,gemma3:27b,0.027217046412313955,0.3624006685486875,1057
core,weak_modal_density_per_1k_words,gemma3:27b,0.0,0.0,1057
core,moral_density_per_1k_words,gemma3:27b,3.56784556461536,2.0405921675762175,1057
core,stance_proxy_score,gemma3:27b,0.261116367076632,0.9971226989627652,1057
core,assertiveness_balance,gemma3:27b,-0.004267116771161364,0.010200628620249948,1057
core,modality_balance,gemma3:27b,2.7217046412313812e-05,0.00036240066854868557,1057
core,lexical_overlap_prev_other_turn,gemma3:27b,0.1072706615891537,0.06981823554006843,1057
core,semantic_similarity_prev_other_turn,gemma3:27b,0.6042370596745497,0.11594613651248048,977
core,lexical_overlap_prev_opponent_turn,gemma3:27b,0.06631459325123466,0.08116058243078907,1057
core,semantic_similarity_prev_opponent_turn,gemma3:27b,0.599215469085557,0.14188300090353345,637
core,novelty_vs_prev_turn_lexical,gemma3:27b,0.8925587627178826,0.06992207735138364,1057
core,novelty_vs_prev_turn_semantic,gemma3:27b,0.39561574683302586,0.1160318684710348,977
core,novelty_vs_prev_opponent_turn_lexical,gemma3:27b,0.9336854067487654,0.0811605824307891,1057
core,novelty_vs_prev_opponent_turn_semantic,gemma3:27b,0.40078453091444294,0.14188300090353345,637
