group_name,rank,term,target_tfidf_mean,other_tfidf_mean,tfidf_gap
dolphin-yi-34b::moderator,1,ca,0.20592732877318606,0.0,0.20592732877318606
dolphin-yi-34b::moderator,2,sa,0.1935453332196858,0.0,0.1935453332196858
dolphin-yi-34b::moderator,3,agents,0.1153694399543412,0.0,0.1153694399543412
dolphin-yi-34b::moderator,4,questions,0.10267008335920798,0.0,0.10267008335920798
dolphin-yi-34b::moderator,5,specific,0.0993890342731741,0.019515794478954462,0.07987323979421963
dolphin-yi-34b::moderator,6,ca argues,0.07673486930488019,0.0,0.07673486930488019
dolphin-yi-34b::moderator,7,algorithm,0.08867771292133027,0.012207183355815481,0.07647052956551478
dolphin-yi-34b::moderator,8,algorithm design,0.08867771292133027,0.012207183355815481,0.07647052956551478
dolphin-yi-34b::moderator,9,proof,0.06974459781233323,0.0,0.06974459781233323
dolphin-yi-34b::moderator,10,examining,0.0664019759822897,0.0,0.0664019759822897
dolphin-yi-34b::moderator,11,outcomes,0.0664019759822897,0.0,0.0664019759822897
dolphin-yi-34b::moderator,12,bridge questions,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,13,bridge,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,14,round recap,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,15,scores civility,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,16,appeal,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,17,detected moves,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,18,disagreements,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,19,epistemic bridge,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,20,detected,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,21,recap,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,22,epistemic,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,23,agreements agents,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,24,moves,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,25,acknowledge role,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,26,moderator,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,27,civility,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,28,civility epistemic,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,29,scores,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::moderator,30,recap agreements,0.06435287375137994,0.0,0.06435287375137994
dolphin-yi-34b::opponent,1,based,0.12301295980515065,0.01661891547972489,0.10639404432542576
dolphin-yi-34b::opponent,2,conflates,0.11020006495535851,0.005631120459490523,0.104568944495868
dolphin-yi-34b::opponent,3,providing,0.0844223491478059,0.0,0.0844223491478059
dolphin-yi-34b::opponent,4,assumes,0.0844223491478059,0.0,0.0844223491478059
dolphin-yi-34b::opponent,5,opponent argues,0.0844223491478059,0.0,0.0844223491478059
dolphin-yi-34b::opponent,6,design conflates,0.0844223491478059,0.0,0.0844223491478059
dolphin-yi-34b::opponent,7,conflates influence,0.08063236421684285,0.006668366816623388,0.07396399740021946
dolphin-yi-34b::opponent,8,opponent,0.07652797404217614,0.007547666163080289,0.06898030787909584
dolphin-yi-34b::opponent,9,claim,0.06671597425149071,0.0,0.06671597425149071
dolphin-yi-34b::opponent,10,optimization relevance,0.06671597425149071,0.0,0.06671597425149071
dolphin-yi-34b::opponent,11,claim social,0.06671597425149071,0.0,0.06671597425149071
dolphin-yi-34b::opponent,12,based assumption,0.06671597425149071,0.0,0.06671597425149071
dolphin-yi-34b::opponent,13,beliefs profit,0.06671597425149071,0.0,0.06671597425149071
dolphin-yi-34b::opponent,14,manipulation conflates,0.06671597425149071,0.0,0.06671597425149071
dolphin-yi-34b::opponent,15,manipulation ignores,0.06671597425149071,0.0,0.06671597425149071
dolphin-yi-34b::opponent,16,algorithms deliberately,0.06671597425149071,0.0,0.06671597425149071
dolphin-yi-34b::opponent,17,designed manipulate,0.06671597425149071,0.0,0.06671597425149071
dolphin-yi-34b::opponent,18,ignores alternative,0.06671597425149071,0.0,0.06671597425149071
dolphin-yi-34b::opponent,19,control based,0.06671597425149071,0.0,0.06671597425149071
dolphin-yi-34b::opponent,20,optimization,0.08127577715792947,0.01689930588436695,0.06437647127356252
dolphin-yi-34b::opponent,21,protecting profit,0.06164233696670623,0.0,0.06164233696670623
dolphin-yi-34b::opponent,22,providing specific,0.06164233696670623,0.0,0.06164233696670623
dolphin-yi-34b::opponent,23,manipulative providing,0.06164233696670623,0.0,0.06164233696670623
dolphin-yi-34b::opponent,24,maximization scrutiny,0.06164233696670623,0.0,0.06164233696670623
dolphin-yi-34b::opponent,25,argues scientific,0.06164233696670623,0.0,0.06164233696670623
dolphin-yi-34b::opponent,26,argument assumes,0.06164233696670623,0.0,0.06164233696670623
dolphin-yi-34b::opponent,27,assumes algorithms,0.06164233696670623,0.0,0.06164233696670623
dolphin-yi-34b::opponent,28,intent design,0.06164233696670623,0.0,0.06164233696670623
dolphin-yi-34b::opponent,29,conflates optimization,0.06164233696670623,0.0,0.06164233696670623
dolphin-yi-34b::opponent,30,algorithms inherently,0.06164233696670623,0.0,0.06164233696670623
gemma3:27b::proponent,1,regardless,0.10762093089308492,0.0,0.10762093089308492
gemma3:27b::proponent,2,creating,0.1066136336484457,0.0,0.1066136336484457
gemma3:27b::proponent,3,functions,0.0916861601288559,0.0,0.0916861601288559
gemma3:27b::proponent,4,intent ignores,0.0884564527793926,0.0,0.0884564527793926
gemma3:27b::proponent,5,insistence,0.0884564527793926,0.0,0.0884564527793926
gemma3:27b::proponent,6,insistence proving,0.0884564527793926,0.0,0.0884564527793926
gemma3:27b::proponent,7,demonstrably,0.0874491555347534,0.0,0.0874491555347534
gemma3:27b::proponent,8,proving,0.09603384777402116,0.012405775567748155,0.083628072206273
gemma3:27b::proponent,9,consequences,0.09968103191636721,0.016652517358410012,0.08302851455795719
gemma3:27b::proponent,10,scientific,0.08671327237995136,0.03019221795801611,0.056521054421935245
gemma3:27b::proponent,11,scientific agent,0.08671327237995136,0.03019221795801611,0.056521054421935245
gemma3:27b::proponent,12,agent,0.08671327237995136,0.03019221795801611,0.056521054421935245
gemma3:27b::proponent,13,corporations,0.06543132761886702,0.009001526012682634,0.05642980160618439
gemma3:27b::proponent,14,proving intent,0.06744487754690581,0.013547640931110126,0.053897236615795686
gemma3:27b::proponent,15,consistent,0.0707432231776079,0.020210043801692276,0.050533179375915616
gemma3:27b::proponent,16,societal,0.0707432231776079,0.020878435850285818,0.04986478732732208
gemma3:27b::proponent,17,anomalies,0.07155809043787983,0.021763699142783956,0.04979439129509588
gemma3:27b::proponent,18,ignores,0.07155809043787983,0.026985412421215896,0.04457267801666394
gemma3:27b::proponent,19,agent persistent,0.04949655685463802,0.008357399876922375,0.04113915697771564
gemma3:27b::proponent,20,persistent,0.04949655685463802,0.008357399876922375,0.04113915697771564
gemma3:27b::proponent,21,persistent demand,0.04949655685463802,0.008357399876922375,0.04113915697771564
gemma3:27b::proponent,22,prioritization,0.04626684950517471,0.008503806937006685,0.03776304256816803
gemma3:27b::proponent,23,harmful,0.04626684950517471,0.00933003901394929,0.03693681049122542
gemma3:27b::proponent,24,harmful societal,0.04626684950517471,0.00933003901394929,0.03693681049122542
gemma3:27b::proponent,25,glaring,0.04626684950517471,0.00933003901394929,0.03693681049122542
gemma3:27b::proponent,26,glaring anomalies,0.04626684950517471,0.00933003901394929,0.03693681049122542
gemma3:27b::proponent,27,anomalies algorithmic,0.04626684950517471,0.00933003901394929,0.03693681049122542
gemma3:27b::proponent,28,societal consequences,0.04626684950517471,0.00933003901394929,0.03693681049122542
gemma3:27b::proponent,29,disproportionate,0.042189603274217884,0.008243094118650037,0.03394650915556785
gemma3:27b::proponent,30,disproportionate reach,0.042189603274217884,0.008243094118650037,0.03394650915556785
