debate_id,claim,round,speaker_role,utterance,stance,confidence,tactic_used,tool_used,tool_query,reply_to_turn,turn_index,polarity,subjectivity,question_count,exclamation_count,word_count,char_count,strong_modality_count,weak_modality_count,strong_modality_density,weak_modality_density,modality_balance,nrc_sadness_count,nrc_sadness_density,nrc_joy_count,nrc_joy_density,nrc_disgust_count,nrc_disgust_density,nrc_trust_count,nrc_trust_density,nrc_anticipation_count,nrc_anticipation_density,nrc_fear_count,nrc_fear_density,nrc_surprise_count,nrc_surprise_density,nrc_anger_count,nrc_anger_density,emotion_joy,emotion_anger,emotion_sadness,emotion_love,emotion_fear,emotion_surprise,turn_position,phase,dominant_nrc_emotion,dominant_bert_emotion
debate_9bd3c7c12c2b,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,1,proponent,The deep state's control over government policy is evident in the consistent interests of bureaucrats and intelligence agencies.,pro,55.0,institutional-critique,none,0.0,0.0,1,0.16666666666666666,0.3,0.0,0.0,18.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05555555555555555,0.0,0.0,3.0,0.16666666666666666,0.0,0.0,2.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.993709921836853,0.002430145861580968,0.0015214333543553948,0.0012938245199620724,0.0006061663152649999,0.00043853899114765227,0.0,early,trust,joy
debate_9bd3c7c12c2b,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,1,opponent,"While bureaucratic inertia and agency self-preservation are real phenomena, attributing 'control' of government policy to an unelected 'deep state' requires substantially more evidence than demonstrated consistency of interests; such consistency could arise from shared pragmatic goals rather than conspiratorial control.",con,50.0,evidence-based reasoning,none,0.0,1.0,2,0.175,0.42500000000000004,0.0,0.0,41.0,321.0,0.0,1.0,0.0,0.024390243902439025,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0975609756097561,0.0,0.0,1.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.9486717581748962,0.01931561343371868,0.019215570762753487,0.001963740913197398,0.008518602699041367,0.0023146977182477713,0.1111111111111111,early,trust,joy
debate_9bd3c7c12c2b,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,2,proponent,The deep state's influence is apparent in policy decisions that align with bureaucratic interests rather than elected officials' campaign promises.,pro,52.0,institutional-critique,none,0.0,2.0,3,0.025,0.375,0.0,0.0,20.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9153021574020386,0.052876099944114685,0.02088029682636261,0.004930198658257723,0.004519786220043898,0.0014914042549207807,0.2222222222222222,early,trust,joy
debate_9bd3c7c12c2b,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,2,opponent,"While bureaucratic influence on policy is demonstrable, attributing this to a controlling 'deep state' requires evidence of systematic *deviation* from elected officials' stated goals, not merely alignment with bureaucratic interests; such alignment can be explained by rational self-interest within a complex system.",con,50.0,evidence-based reasoning,none,0.0,4.0,4,-0.012499999999999997,0.44999999999999996,0.0,0.0,43.0,317.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023255813953488372,0.0,0.0,0.0,0.0,3.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7921972870826721,0.15198130905628204,0.038690511137247086,0.005508005153387785,0.008622072637081146,0.003000957192853093,0.3333333333333333,middle,trust,joy
debate_9bd3c7c12c2b,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,3,proponent,The deep state's influence is apparent in policy decisions that consistently align with bureaucratic interests rather than elected officials' campaign promises.,pro,49.0,institutional-critique,none,0.0,5.0,5,0.09999999999999999,0.3333333333333333,0.0,0.0,21.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9296326637268066,0.04274284094572067,0.018557080999016762,0.0037986438255757093,0.003965983632951975,0.0013028680114075541,0.4444444444444444,middle,trust,joy
debate_9bd3c7c12c2b,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,3,opponent,"While bureaucratic interests undoubtedly influence policy, attributing this to a controlling 'deep state' requires demonstrating a causal link between bureaucratic preference and policy outcomes *independent* of legitimate factors like expertise, lobbying, or political compromise; mere alignment is insufficient evidence of control.",con,52.0,evidence-based reasoning,none,0.0,7.0,6,-0.125,0.28125,0.0,0.0,41.0,333.0,1.0,0.0,0.024390243902439025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9875288009643555,0.005319228395819664,0.003725494258105755,0.0009499426232650876,0.0016209406312555075,0.0008557509281672537,0.5555555555555556,middle,trust,joy
debate_9bd3c7c12c2b,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,4,proponent,The deep state's influence is apparent in policy decisions that consistently align with bureaucratic interests rather than elected officials' campaign promises.,pro,46.0,institutional-critique,none,0.0,8.0,7,0.09999999999999999,0.3333333333333333,0.0,0.0,21.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9296326637268066,0.04274284094572067,0.018557080999016762,0.0037986438255757093,0.003965983632951975,0.0013028680114075541,0.6666666666666666,late,trust,joy
debate_9bd3c7c12c2b,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,4,opponent,"While bureaucratic influence on policy is undeniable, attributing this to a controlling 'deep state' requires demonstrating a causal mechanism beyond mere alignment of interests; the opponent has yet to provide such evidence.",con,54.0,evidence-based reasoning,none,0.0,10.0,8,-0.16666666666666666,0.4666666666666666,0.0,0.0,32.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03125,2.0,0.0625,1.0,0.03125,1.0,0.03125,0.0,0.0,1.0,0.03125,0.5618695020675659,0.34137582778930664,0.040049463510513306,0.006826404482126236,0.04507524520158768,0.0048036351799964905,0.7777777777777778,late,trust,joy
debate_9bd3c7c12c2b,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,1,proponent,The deep state's influence is apparent in policy decisions that consistently align with bureaucratic interests rather than elected officials' campaign promises.,pro,43.0,institutional-critique,none,0.0,11.0,9,0.09999999999999999,0.3333333333333333,0.0,0.0,21.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9296326637268066,0.04274284094572067,0.018557080999016762,0.0037986438255757093,0.003965983632951975,0.0013028680114075541,0.8888888888888888,late,trust,joy
debate_9bd3c7c12c2b,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,5,opponent,"While bureaucratic alignment with policy outcomes is observable, it doesn't establish a 'deep state' controlling government; the repeated assertion of alignment lacks a demonstrated causal mechanism and relies on interpreting correlation as causation.",con,56.0,evidence-based reasoning,none,0.0,13.0,10,0.0,0.4,0.0,0.0,33.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06060606060606061,0.0,0.0,1.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.6173598766326904,0.12480122596025467,0.1553739607334137,0.003219372360035777,0.09206177294254303,0.007183843292295933,1.0,late,trust,joy
