metric_family,metric,model_name,mean,std,n
baseline,word_count,dolphin-yi-34b,79.125,71.69865011680086,8
baseline,word_count,gemma3:27b,36.5,4.932882862316247,4
baseline,type_token_ratio,dolphin-yi-34b,0.842833763829457,0.1597541595112557,8
baseline,type_token_ratio,gemma3:27b,0.9306766130769926,0.01741267349648336,4
baseline,vader_compound,dolphin-yi-34b,-0.202425,0.7868386324853581,8
baseline,vader_compound,gemma3:27b,-0.6361,0.16825328129539308,4
baseline,citation_count,dolphin-yi-34b,0.5,0.5345224838248488,8
baseline,citation_count,gemma3:27b,0.0,0.0,4
baseline,question_count,dolphin-yi-34b,1.0,1.0690449676496976,8
baseline,question_count,gemma3:27b,0.0,0.0,4
core,confidence,dolphin-yi-34b,41.25,11.086778913041726,4
core,confidence,gemma3:27b,60.0,7.0710678118654755,4
core,confidence_delta_within_role,dolphin-yi-34b,-8.333333333333334,2.8867513459481287,3
core,confidence_delta_within_role,gemma3:27b,5.0,5.0,3
core,word_count,dolphin-yi-34b,79.125,71.69865011680086,8
core,word_count,gemma3:27b,36.5,4.932882862316247,4
core,avg_sentence_length,dolphin-yi-34b,24.96875,12.245580470987424,8
core,avg_sentence_length,gemma3:27b,31.25,7.58836829188814,4
core,lemma_type_token_ratio,dolphin-yi-34b,0.8526788176081427,0.14312171750135524,8
core,lemma_type_token_ratio,gemma3:27b,0.9907407407407407,0.01851851851851855,4
core,vader_compound,dolphin-yi-34b,-0.202425,0.7868386324853581,8
core,vader_compound,gemma3:27b,-0.6361,0.16825328129539308,4
core,evidence_density_per_1k_words,dolphin-yi-34b,43.35206822901655,49.02506168073091,8
core,evidence_density_per_1k_words,gemma3:27b,14.01689708141321,16.548741494942583,4
core,rebuttal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,8
core,rebuttal_density_per_1k_words,gemma3:27b,8.064516129032258,16.129032258064516,4
core,hedge_density_per_1k_words,dolphin-yi-34b,10.135135135135135,23.09315724781456,8
core,hedge_density_per_1k_words,gemma3:27b,0.0,0.0,4
core,assertive_density_per_1k_words,dolphin-yi-34b,0.0,0.0,8
core,assertive_density_per_1k_words,gemma3:27b,0.0,0.0,4
core,strong_modal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,8
core,strong_modal_density_per_1k_words,gemma3:27b,0.0,0.0,4
core,weak_modal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,8
core,weak_modal_density_per_1k_words,gemma3:27b,0.0,0.0,4
core,moral_density_per_1k_words,dolphin-yi-34b,5.4848794997046015,4.876720855762889,8
core,moral_density_per_1k_words,gemma3:27b,4.958795468462402,0.9045333978219571,4
core,stance_proxy_score,dolphin-yi-34b,-0.125,0.3535533905932738,8
core,stance_proxy_score,gemma3:27b,0.0,0.0,4
core,assertiveness_balance,dolphin-yi-34b,-0.010135135135135136,0.02309315724781456,8
core,assertiveness_balance,gemma3:27b,0.0,0.0,4
core,modality_balance,dolphin-yi-34b,0.0,0.0,8
core,modality_balance,gemma3:27b,0.0,0.0,4
core,lexical_overlap_prev_other_turn,dolphin-yi-34b,0.11561824668137988,0.091351453866003,8
core,lexical_overlap_prev_other_turn,gemma3:27b,0.16491359147609147,0.061965136713157655,4
core,semantic_similarity_prev_other_turn,dolphin-yi-34b,0.7011164346604357,0.09240048478397667,7
core,semantic_similarity_prev_other_turn,gemma3:27b,0.7410837877806042,0.12120166574049175,4
core,lexical_overlap_prev_opponent_turn,dolphin-yi-34b,0.03764619883040936,0.06607365112847706,8
core,lexical_overlap_prev_opponent_turn,gemma3:27b,0.16491359147609147,0.061965136713157655,4
core,semantic_similarity_prev_opponent_turn,dolphin-yi-34b,0.6670269485862209,0.1404813960084962,3
core,semantic_similarity_prev_opponent_turn,gemma3:27b,0.7410837877806042,0.12120166574049175,4
core,novelty_vs_prev_turn_lexical,dolphin-yi-34b,0.8843817533186201,0.091351453866003,8
core,novelty_vs_prev_turn_lexical,gemma3:27b,0.8350864085239085,0.061965136713157676,4
core,novelty_vs_prev_turn_semantic,dolphin-yi-34b,0.29888356533956423,0.09240048478397667,7
core,novelty_vs_prev_turn_semantic,gemma3:27b,0.2589162122193957,0.12120166574049177,4
core,novelty_vs_prev_opponent_turn_lexical,dolphin-yi-34b,0.9623538011695907,0.06607365112847705,8
core,novelty_vs_prev_opponent_turn_lexical,gemma3:27b,0.8350864085239085,0.061965136713157676,4
core,novelty_vs_prev_opponent_turn_semantic,dolphin-yi-34b,0.33297305141377914,0.1404813960084962,3
core,novelty_vs_prev_opponent_turn_semantic,gemma3:27b,0.2589162122193957,0.12120166574049177,4
