group_name,rank,term,target_tfidf_mean,other_tfidf_mean,tfidf_gap
dolphin-yi-34b::moderator,1,sa,0.26542239431150605,0.0,0.26542239431150605
dolphin-yi-34b::moderator,2,ca,0.2358210219297269,0.0,0.2358210219297269
dolphin-yi-34b::moderator,3,anomalies,0.176484609190362,0.035493015866935915,0.1409915933234261
dolphin-yi-34b::moderator,4,specific,0.11364834160407361,0.0,0.11364834160407361
dolphin-yi-34b::moderator,5,inconsistencies official,0.10749111395403295,0.0,0.10749111395403295
dolphin-yi-34b::moderator,6,argues,0.09589355754536569,0.0,0.09589355754536569
dolphin-yi-34b::moderator,7,involvement,0.0821518503675887,0.0,0.0821518503675887
dolphin-yi-34b::moderator,8,agreements agents,0.08002516142706866,0.0,0.08002516142706866
dolphin-yi-34b::moderator,9,bridge questions,0.08002516142706866,0.0,0.08002516142706866
dolphin-yi-34b::moderator,10,bridge,0.08002516142706866,0.0,0.08002516142706866
dolphin-yi-34b::moderator,11,detected moves,0.08002516142706866,0.0,0.08002516142706866
dolphin-yi-34b::moderator,12,detected,0.08002516142706866,0.0,0.08002516142706866
dolphin-yi-34b::moderator,13,disagreements ca,0.08002516142706866,0.0,0.08002516142706866
dolphin-yi-34b::moderator,14,civility epistemic,0.08002516142706866,0.0,0.08002516142706866
dolphin-yi-34b::moderator,15,agents acknowledge,0.08002516142706866,0.0,0.08002516142706866
dolphin-yi-34b::moderator,16,acknowledge,0.08002516142706866,0.0,0.08002516142706866
dolphin-yi-34b::moderator,17,disagreements,0.08002516142706866,0.0,0.08002516142706866
dolphin-yi-34b::moderator,18,moderator round,0.08002516142706866,0.0,0.08002516142706866
dolphin-yi-34b::moderator,19,moves,0.08002516142706866,0.0,0.08002516142706866
dolphin-yi-34b::moderator,20,moderator,0.08002516142706866,0.0,0.08002516142706866
dolphin-yi-34b::moderator,21,epistemic bridge,0.08002516142706866,0.0,0.08002516142706866
dolphin-yi-34b::moderator,22,epistemic,0.08002516142706866,0.0,0.08002516142706866
