model_name,debate_role,metric,mean,ci_low,ci_high,n
dolphin-yi-34b,opponent,confidence,54.2,53.6,54.8,5
dolphin-yi-34b,opponent,confidence_delta_within_role,-0.5,-1.0,0.5,4
dolphin-yi-34b,opponent,word_count,31.0,29.0,32.0,5
dolphin-yi-34b,opponent,avg_sentence_length,15.5,14.5,16.0,5
dolphin-yi-34b,opponent,lemma_type_token_ratio,1.0,1.0,1.0,5
dolphin-yi-34b,opponent,vader_compound,0.9153,0.9153,0.9153,5
dolphin-yi-34b,opponent,evidence_density_per_1k_words,25.0,12.5,31.25,5
dolphin-yi-34b,opponent,rebuttal_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,opponent,hedge_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,opponent,assertive_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,opponent,strong_modal_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,opponent,weak_modal_density_per_1k_words,0.0,0.0,0.0,5
dolphin-yi-34b,opponent,moral_density_per_1k_words,5.4044749143957365,5.194288770301996,5.824847202583217,5
dolphin-yi-34b,opponent,stance_proxy_score,0.8,0.4,1.0,5
dolphin-yi-34b,opponent,assertiveness_balance,0.0,0.0,0.0,5
dolphin-yi-34b,opponent,modality_balance,0.0,0.0,0.0,5
dolphin-yi-34b,opponent,lexical_overlap_prev_other_turn,0.18660981912144706,0.1272609819121447,0.2634470284237726,5
dolphin-yi-34b,opponent,semantic_similarity_prev_other_turn,0.6060026277116018,0.5115341096194618,0.737290162378726,5
dolphin-yi-34b,opponent,lexical_overlap_prev_opponent_turn,0.18660981912144706,0.13343346253229987,0.25727454780361747,5
dolphin-yi-34b,opponent,semantic_similarity_prev_opponent_turn,0.6060026277116018,0.5119893613028484,0.731636381751691,5
dolphin-yi-34b,opponent,novelty_vs_prev_turn_lexical,0.8133901808785529,0.7427254521963825,0.8727390180878553,5
dolphin-yi-34b,opponent,novelty_vs_prev_turn_semantic,0.3939973722883981,0.2627098376212741,0.4884658903805382,5
dolphin-yi-34b,opponent,novelty_vs_prev_opponent_turn_lexical,0.8133901808785529,0.7428837209302325,0.8727390180878553,5
dolphin-yi-34b,opponent,novelty_vs_prev_opponent_turn_semantic,0.3939973722883981,0.2689755117858089,0.4884658903805382,5
gemma3:27b,moderator,confidence,0.0,0.0,0.0,0
gemma3:27b,moderator,confidence_delta_within_role,0.0,0.0,0.0,0
gemma3:27b,moderator,word_count,176.4,169.8,183.4,5
gemma3:27b,moderator,avg_sentence_length,36.97714285714286,28.220952380952383,49.61333333333333,5
gemma3:27b,moderator,lemma_type_token_ratio,0.7707784731457085,0.7442334346257786,0.7928689968163651,5
gemma3:27b,moderator,vader_compound,0.36312,-0.18560000000000001,0.8012599999999999,5
gemma3:27b,moderator,evidence_density_per_1k_words,72.64593496845265,59.418374091209515,88.30068404916383,5
gemma3:27b,moderator,rebuttal_density_per_1k_words,0.0,0.0,0.0,5
gemma3:27b,moderator,hedge_density_per_1k_words,2.1931142221955175,0.0,4.440305233431473,5
gemma3:27b,moderator,assertive_density_per_1k_words,0.0,0.0,0.0,5
gemma3:27b,moderator,strong_modal_density_per_1k_words,0.0,0.0,0.0,5
gemma3:27b,moderator,weak_modal_density_per_1k_words,0.0,0.0,0.0,5
gemma3:27b,moderator,moral_density_per_1k_words,0.9250175283456622,0.8806224404617982,0.9746476193832437,5
gemma3:27b,moderator,stance_proxy_score,1.0,-0.2,2.2,5
gemma3:27b,moderator,assertiveness_balance,-0.0021931142221955175,-0.004440305233431472,0.0,5
gemma3:27b,moderator,modality_balance,0.0,0.0,0.0,5
gemma3:27b,moderator,lexical_overlap_prev_other_turn,0.13037107188979766,0.10812007200720072,0.15285375494071146,5
gemma3:27b,moderator,semantic_similarity_prev_other_turn,0.5869241097119295,0.5181362155445159,0.6549065573984272,5
gemma3:27b,moderator,lexical_overlap_prev_opponent_turn,0.0,0.0,0.0,5
gemma3:27b,moderator,semantic_similarity_prev_opponent_turn,0.0,0.0,0.0,0
gemma3:27b,moderator,novelty_vs_prev_turn_lexical,0.8696289281102023,0.8465933549876727,0.8974545454545455,5
gemma3:27b,moderator,novelty_vs_prev_turn_semantic,0.41307589028807046,0.3450934426015729,0.48105833797456815,5
gemma3:27b,moderator,novelty_vs_prev_opponent_turn_lexical,1.0,1.0,1.0,5
gemma3:27b,moderator,novelty_vs_prev_opponent_turn_semantic,0.0,0.0,0.0,0
gemma3:27b,proponent,confidence,52.6,51.0,54.2,5
gemma3:27b,proponent,confidence_delta_within_role,-0.25,-3.5,1.75,4
gemma3:27b,proponent,word_count,37.2,32.0,41.2,5
gemma3:27b,proponent,avg_sentence_length,37.2,32.8,41.0,5
gemma3:27b,proponent,lemma_type_token_ratio,0.9691428571428571,0.9462857142857143,0.992,5
gemma3:27b,proponent,vader_compound,0.4346,0.15402000000000002,0.64236,5
gemma3:27b,proponent,evidence_density_per_1k_words,0.0,0.0,0.0,5
gemma3:27b,proponent,rebuttal_density_per_1k_words,0.0,0.0,0.0,5
gemma3:27b,proponent,hedge_density_per_1k_words,0.0,0.0,0.0,5
