model_name,metric,paired_runs,paired_gap_mean,paired_gap_ci_low,paired_gap_ci_high,paired_gap_median,paired_gap_q10,paired_gap_q90,paired_gap_positive_rate
gemma3:27b,confidence,1,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,0.0
gemma3:27b,confidence_delta_within_role,1,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,0.0
gemma3:27b,word_count,1,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,0.0
gemma3:27b,avg_sentence_length,1,0.5,0.5,0.5,0.5,0.5,0.5,1.0
gemma3:27b,lemma_type_token_ratio,1,0.026115859449192702,0.026115859449192702,0.026115859449192702,0.026115859449192702,0.026115859449192702,0.026115859449192702,1.0
gemma3:27b,vader_compound,1,0.27793333333333337,0.27793333333333337,0.27793333333333337,0.27793333333333337,0.27793333333333337,0.27793333333333337,1.0
gemma3:27b,evidence_density_per_1k_words,1,47.12107065048241,47.12107065048241,47.12107065048241,47.12107065048241,47.12107065048241,47.12107065048241,1.0
gemma3:27b,rebuttal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,hedge_density_per_1k_words,1,2.102102102102103,2.102102102102103,2.102102102102103,2.102102102102103,2.102102102102103,2.102102102102103,1.0
gemma3:27b,assertive_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,strong_modal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,weak_modal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,moral_density_per_1k_words,1,0.14270161362091027,0.14270161362091027,0.14270161362091027,0.14270161362091027,0.14270161362091027,0.14270161362091027,1.0
gemma3:27b,stance_proxy_score,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,assertiveness_balance,1,-0.0021021021021021026,-0.0021021021021021026,-0.0021021021021021026,-0.0021021021021021026,-0.0021021021021021026,-0.0021021021021021026,0.0
gemma3:27b,modality_balance,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,lexical_overlap_prev_other_turn,1,-0.12350246667571284,-0.12350246667571284,-0.12350246667571284,-0.12350246667571284,-0.12350246667571284,-0.12350246667571284,0.0
gemma3:27b,semantic_similarity_prev_other_turn,1,-0.24380092469877784,-0.24380092469877784,-0.24380092469877784,-0.24380092469877784,-0.24380092469877784,-0.24380092469877784,0.0
gemma3:27b,lexical_overlap_prev_opponent_turn,1,-0.12950299535665388,-0.12950299535665388,-0.12950299535665388,-0.12950299535665388,-0.12950299535665388,-0.12950299535665388,0.0
gemma3:27b,semantic_similarity_prev_opponent_turn,1,-0.21278608806114307,-0.21278608806114307,-0.21278608806114307,-0.21278608806114307,-0.21278608806114307,-0.21278608806114307,0.0
gemma3:27b,novelty_vs_prev_turn_lexical,1,0.12350246667571285,0.12350246667571285,0.12350246667571285,0.12350246667571285,0.12350246667571285,0.12350246667571285,1.0
gemma3:27b,novelty_vs_prev_turn_semantic,1,0.24380092469877784,0.24380092469877784,0.24380092469877784,0.24380092469877784,0.24380092469877784,0.24380092469877784,1.0
gemma3:27b,novelty_vs_prev_opponent_turn_lexical,1,0.12950299535665388,0.12950299535665388,0.12950299535665388,0.12950299535665388,0.12950299535665388,0.12950299535665388,1.0
gemma3:27b,novelty_vs_prev_opponent_turn_semantic,1,0.21278608806114296,0.21278608806114296,0.21278608806114296,0.21278608806114296,0.21278608806114296,0.21278608806114296,1.0
