metric_family,metric,model_name,mean,std,n
baseline,word_count,dolphin-yi-34b,156.8,22.072607458114234,5
baseline,word_count,gemma3:27b,39.4,6.535373831014651,10
baseline,type_token_ratio,dolphin-yi-34b,0.6796430856246419,0.0450929227047836,5
baseline,type_token_ratio,gemma3:27b,0.9007276322967813,0.041585283325579724,10
baseline,vader_compound,dolphin-yi-34b,-0.7434800000000001,0.18354298406640338,5
baseline,vader_compound,gemma3:27b,-0.16376,0.41104981639158483,10
baseline,citation_count,dolphin-yi-34b,1.0,0.0,5
baseline,citation_count,gemma3:27b,0.0,0.0,10
baseline,question_count,dolphin-yi-34b,1.4,0.5477225575051661,5
baseline,question_count,gemma3:27b,0.0,0.0,10
core,confidence,dolphin-yi-34b,,,0
core,confidence,gemma3:27b,50.4,5.358275012642698,10
core,confidence_delta_within_role,dolphin-yi-34b,,,0
core,confidence_delta_within_role,gemma3:27b,0.5,2.5071326821120348,8
core,word_count,dolphin-yi-34b,156.8,22.072607458114234,5
core,word_count,gemma3:27b,39.4,6.535373831014651,10
core,avg_sentence_length,dolphin-yi-34b,30.505714285714284,2.4486481068173944,5
core,avg_sentence_length,gemma3:27b,37.0,7.378647873726218,10
core,lemma_type_token_ratio,dolphin-yi-34b,0.7296781350178216,0.05431019697080547,5
core,lemma_type_token_ratio,gemma3:27b,0.981050442311312,0.027675271055383987,10
core,vader_compound,dolphin-yi-34b,-0.7434800000000001,0.18354298406640338,5
core,vader_compound,gemma3:27b,-0.16376,0.41104981639158483,10
core,evidence_density_per_1k_words,dolphin-yi-34b,75.08263224718618,21.924394458815637,5
core,evidence_density_per_1k_words,gemma3:27b,4.166666666666666,13.176156917368246,10
core,rebuttal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,rebuttal_density_per_1k_words,gemma3:27b,0.0,0.0,10
core,hedge_density_per_1k_words,dolphin-yi-34b,1.2345679012345678,2.76057774999974,5
core,hedge_density_per_1k_words,gemma3:27b,0.0,0.0,10
core,assertive_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,assertive_density_per_1k_words,gemma3:27b,0.0,0.0,10
core,strong_modal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,strong_modal_density_per_1k_words,gemma3:27b,0.0,0.0,10
core,weak_modal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,5
core,weak_modal_density_per_1k_words,gemma3:27b,0.0,0.0,10
core,moral_density_per_1k_words,dolphin-yi-34b,1.0678829384976054,0.11629463583860596,5
core,moral_density_per_1k_words,gemma3:27b,4.4750749430409575,0.8574932413375268,10
core,stance_proxy_score,dolphin-yi-34b,0.4,1.5165750888103102,5
core,stance_proxy_score,gemma3:27b,-0.5,0.7071067811865476,10
core,assertiveness_balance,dolphin-yi-34b,-0.0012345679012345679,0.0027605777499997404,5
core,assertiveness_balance,gemma3:27b,0.0,0.0,10
core,modality_balance,dolphin-yi-34b,0.0,0.0,5
core,modality_balance,gemma3:27b,0.0,0.0,10
core,lexical_overlap_prev_other_turn,dolphin-yi-34b,0.19990248693395068,0.04546231163312245,5
core,lexical_overlap_prev_other_turn,gemma3:27b,0.10173306519688599,0.05900654418221722,10
core,semantic_similarity_prev_other_turn,dolphin-yi-34b,0.7470562923696745,0.031876257239220204,5
core,semantic_similarity_prev_other_turn,gemma3:27b,0.6366325030896879,0.0872916120780042,9
core,lexical_overlap_prev_opponent_turn,dolphin-yi-34b,0.0,0.0,5
core,lexical_overlap_prev_opponent_turn,gemma3:27b,0.09791115244593206,0.06154440934502115,10
core,semantic_similarity_prev_opponent_turn,dolphin-yi-34b,,,0
core,semantic_similarity_prev_opponent_turn,gemma3:27b,0.6256279621184313,0.10757044046000712,9
core,novelty_vs_prev_turn_lexical,dolphin-yi-34b,0.8000975130660493,0.04546231163312243,5
core,novelty_vs_prev_turn_lexical,gemma3:27b,0.8982669348031141,0.059006544182217215,10
core,novelty_vs_prev_turn_semantic,dolphin-yi-34b,0.25294370763032553,0.031876257239220204,5
core,novelty_vs_prev_turn_semantic,gemma3:27b,0.3633674969103121,0.0872916120780042,9
core,novelty_vs_prev_opponent_turn_lexical,dolphin-yi-34b,1.0,0.0,5
core,novelty_vs_prev_opponent_turn_lexical,gemma3:27b,0.902088847554068,0.06154440934502114,10
core,novelty_vs_prev_opponent_turn_semantic,dolphin-yi-34b,,,0
core,novelty_vs_prev_opponent_turn_semantic,gemma3:27b,0.3743720378815686,0.10757044046000712,9
