model_name,metric,proponent_mean,opponent_mean,proponent_n,opponent_n,role_gap,role_gap_ci_low,role_gap_ci_high,effect_size_d
dolphin-yi-34b,confidence,37.25,82.5,4,4,-45.25,-54.25,-32.5,-5.635649288120335
dolphin-yi-34b,confidence_delta_within_role,-8.666666666666666,3.3333333333333335,3,3,-12.0,-23.333333333333332,-2.3333333333333335,-1.7977542099801203
dolphin-yi-34b,word_count,17.25,32.75,4,4,-15.5,-22.25,-7.5,-2.7755011824222406
dolphin-yi-34b,avg_sentence_length,17.25,19.0,4,4,-1.75,-4.625,1.125,-0.8457709306622477
dolphin-yi-34b,lemma_type_token_ratio,1.0,0.9467780026990553,4,4,0.05322199730094468,0.019230769230769162,0.08012820512820507,2.2952663952317645
dolphin-yi-34b,vader_compound,0.067025,0.11345,4,4,-0.046424999999999994,-0.38355562499999996,0.29015,-0.1677605155690317
dolphin-yi-34b,evidence_density_per_1k_words,41.021671826625386,39.039790854306986,4,4,1.9818809723184003,-28.829284750337365,23.89331369220013,0.10717083204741125
dolphin-yi-34b,rebuttal_density_per_1k_words,26.31578947368421,11.904761904761905,4,4,14.411027568922304,-12.171052631578705,40.72681704260651,0.6096058138925325
dolphin-yi-34b,hedge_density_per_1k_words,0.0,0.0,4,4,0.0,0.0,0.0,0.0
dolphin-yi-34b,assertive_density_per_1k_words,0.0,0.0,4,4,0.0,0.0,0.0,0.0
dolphin-yi-34b,strong_modal_density_per_1k_words,0.0,0.0,4,4,0.0,0.0,0.0,0.0
dolphin-yi-34b,weak_modal_density_per_1k_words,0.0,0.0,4,4,0.0,0.0,0.0,0.0
dolphin-yi-34b,moral_density_per_1k_words,9.160716815515734,4.8559611388039885,4,4,4.304755676711745,1.9603452421196401,6.751273334518663,2.3781965055157137
dolphin-yi-34b,stance_proxy_score,0.0,0.25,4,4,-0.25,-0.75,0.0,-0.8164965809277261
dolphin-yi-34b,assertiveness_balance,0.0,0.0,4,4,0.0,0.0,0.0,0.0
dolphin-yi-34b,modality_balance,0.0,0.0,4,4,0.0,0.0,0.0,0.0
dolphin-yi-34b,lexical_overlap_prev_other_turn,0.06806019147745443,0.4838516746411483,4,4,-0.41579148316369385,-0.6546891568343628,-0.194732935663998,-2.5628233020831193
dolphin-yi-34b,semantic_similarity_prev_other_turn,0.5922097562805395,0.8376172632466464,3,4,-0.24540750696610691,-0.33988606418901346,-0.1359291198726548,-3.467830745328144
dolphin-yi-34b,lexical_overlap_prev_opponent_turn,0.23592069892473116,0.4838516746411483,4,4,-0.24793097571641715,-0.6081595989607447,0.15071271929824565,-0.8702311902203558
dolphin-yi-34b,semantic_similarity_prev_opponent_turn,0.6802902102077377,0.8376172632466464,3,4,-0.1573270530389087,-0.30644673557766566,0.02702208250949456,-1.4095315150149854
dolphin-yi-34b,novelty_vs_prev_turn_lexical,0.9319398085225455,0.5161483253588517,4,4,0.41579148316369385,0.18460479267551058,0.6621006634701159,2.5628233020831193
dolphin-yi-34b,novelty_vs_prev_turn_semantic,0.4077902437194605,0.16238273675335357,3,4,0.24540750696610691,0.14622179480703895,0.3398860641890135,3.467830745328144
dolphin-yi-34b,novelty_vs_prev_opponent_turn_lexical,0.7640793010752689,0.5161483253588517,4,4,0.2479309757164172,-0.16694515453773717,0.6073382273498997,0.870231190220356
dolphin-yi-34b,novelty_vs_prev_opponent_turn_semantic,0.3197097897922622,0.16238273675335357,3,4,0.15732705303890865,-0.036514084330996954,0.307616097812726,1.4095315150149847
