model_name,metric,paired_runs,paired_gap_mean,paired_gap_ci_low,paired_gap_ci_high,paired_gap_median,paired_gap_q10,paired_gap_q90,paired_gap_positive_rate
dolphin-yi-34b,confidence,40,-15.610416666666666,-19.845885416666665,-11.642135416666667,-16.5,-35.13333333333333,-1.4599999999999995,0.075
gemma3:27b,confidence,40,-3.5579166666666664,-5.898843749999999,-1.190250000000001,-3.599999999999998,-13.333333333333329,6.6400000000000015,0.225
dolphin-yi-34b,confidence_delta_within_role,35,-5.780952380952381,-7.265,-4.3829761904761915,-4.5,-12.0,-1.5999999999999996,0.0
gemma3:27b,confidence_delta_within_role,40,-5.997916666666667,-7.910729166666667,-4.333229166666667,-4.0,-12.241666666666665,-0.9499999999999993,0.075
dolphin-yi-34b,word_count,40,-11.679583333333333,-15.024364583333334,-8.777791666666667,-9.633333333333333,-25.55,-1.3799999999999983,0.075
gemma3:27b,word_count,40,-2.2512500000000006,-3.570968750000001,-0.9415937500000007,-2.4499999999999993,-7.675000000000004,2.5200000000000005,0.3
dolphin-yi-34b,avg_sentence_length,40,-2.023402777777778,-3.4296944444444444,-0.7194305555555569,-1.575000000000001,-7.3,3.0500000000000007,0.35
gemma3:27b,avg_sentence_length,40,1.7570833333333333,0.6368645833333325,2.8037291666666664,1.0,-1.922500000000005,5.890000000000002,0.625
dolphin-yi-34b,lemma_type_token_ratio,40,0.025926601252312876,0.01175376113537561,0.03995214648725635,0.010263157894736807,0.0,0.08783046663481442,0.575
gemma3:27b,lemma_type_token_ratio,40,0.012864244695183713,0.006217552007957909,0.019198829090868407,0.01588359849868809,-0.016628885003885072,0.03761556721639175,0.725
dolphin-yi-34b,vader_compound,40,0.051324000000000015,-0.05013591354166663,0.16514520416666664,-0.023212499999999997,-0.44515449999999995,0.5812445000000002,0.475
gemma3:27b,vader_compound,40,0.1684775,0.09833480624999999,0.235592859375,0.17456500000000003,-0.07559799999999998,0.5023645,0.75
dolphin-yi-34b,evidence_density_per_1k_words,40,-14.744230119756367,-24.39525755101566,-4.160770455783403,-10.345880945157926,-51.7892156862745,7.792642140468228,0.175
gemma3:27b,evidence_density_per_1k_words,40,-10.560719868840453,-14.288313655170327,-6.476030454731497,-10.848677482395395,-24.469146706951584,1.0274037807697591,0.15
dolphin-yi-34b,rebuttal_density_per_1k_words,40,-0.5796030218475885,-4.624176091450322,2.1692611040334793,0.0,0.0,7.788193202146691,0.125
gemma3:27b,rebuttal_density_per_1k_words,40,1.258478944512546,-0.17566409236855937,2.7720431178419367,0.0,-0.5675921120913324,6.798748509274827,0.25
