model_name,debate_role,round,confidence,confidence_delta_within_role,word_count,avg_sentence_length,lemma_type_token_ratio,vader_compound,evidence_density_per_1k_words,rebuttal_density_per_1k_words,hedge_density_per_1k_words,assertive_density_per_1k_words,strong_modal_density_per_1k_words,weak_modal_density_per_1k_words,moral_density_per_1k_words,stance_proxy_score,assertiveness_balance,modality_balance,lexical_overlap_prev_other_turn,semantic_similarity_prev_other_turn,lexical_overlap_prev_opponent_turn,semantic_similarity_prev_opponent_turn,novelty_vs_prev_turn_lexical,novelty_vs_prev_turn_semantic,novelty_vs_prev_opponent_turn_lexical,novelty_vs_prev_opponent_turn_semantic
dolphin-yi-34b,moderator,1,,,136.65,32.43591991341991,0.7373621972466993,-0.15816,87.5402430784296,0.5273020514248584,3.1824047040768986,0.0,0.0,0.0,1.225717721043973,-0.075,-0.003182404704076886,0.0,0.19666505499955847,0.6999343577182326,0.0,,0.8033349450004416,0.30006564228176735,1.0,
dolphin-yi-34b,moderator,2,,,146.45,33.25674603174603,0.7163332352235451,-0.16690375,82.51152616084471,0.5059641799007777,2.6285593332464985,0.0,0.0,0.0,1.1473967916108205,0.0,-0.0026285593332464837,0.0,0.18968188651190948,0.6815373572712311,0.0,,0.8103181134880906,0.3184626427287689,1.0,
dolphin-yi-34b,moderator,3,,,143.4125,31.278526785714284,0.7168982610668057,-0.32904625,86.95631965353168,0.2579912173202614,3.054078165525338,0.07352941176470588,0.07352941176470588,0.0,1.1725509349520868,0.05,-0.0029805487537606164,7.352941176470501e-05,0.17908427666768273,0.6871367516144341,0.0,,0.8209157233323172,0.3128632483855659,1.0,
dolphin-yi-34b,moderator,4,,,145.44776119402985,30.088379530916843,0.7091361502819963,-0.11304328358208955,82.58337370993722,0.9871315131097445,2.965217941990466,0.22627041942230708,0.10084711577248891,0.0,1.173495477129544,0.19402985074626866,-0.002738947522568148,0.00010084711577248806,0.17963081184412238,0.6785895633489354,0.0,,0.8203691881558776,0.32141043665106456,1.0,
dolphin-yi-34b,moderator,5,,,139.65116279069767,30.181672203765228,0.7262970018992445,-0.21293488372093022,86.61337998063803,0.1444460494005489,2.9172834141495225,0.0,0.0,0.0,1.2553065990606138,0.4186046511627907,-0.0029172834141495073,0.0,0.17879805728149406,0.6672243430145642,0.0,,0.821201942718506,0.3327756569854357,1.0,
dolphin-yi-34b,opponent,1,62.142857142857146,13.909090909090908,34.42857142857143,19.649084249084247,0.9659836917028239,0.07633406593406594,28.69077691083718,2.5816928598730975,1.3498926542404803,0.0,0.0,0.0,5.484330921946468,0.07692307692307693,-0.0013498926542404792,0.0,0.25978522733529136,0.7352167941252286,0.25978522733529136,0.7352167941252286,0.7402147726647086,0.26478320587477144,0.7402147726647086,0.26478320587477144
dolphin-yi-34b,opponent,2,61.394366197183096,1.9154929577464788,36.7887323943662,20.570422535211268,0.9669162467246702,0.032939436619718314,25.340841176994253,1.0980425280317587,2.5080985236656104,0.0,0.0,0.0,4.9294352219655115,0.11267605633802817,-0.0025080985236656085,0.0,0.2151616335803616,0.6786038493299208,0.2151616335803616,0.6786038493299208,0.7848383664196383,0.32139615067007926,0.7848383664196383,0.32139615067007926
dolphin-yi-34b,opponent,3,63.457142857142856,1.542857142857143,33.114285714285714,20.076190476190476,0.968519912874868,-0.04417571428571428,31.85992344642906,1.4476082210072359,3.994589778751269,0.0,0.0,0.0,5.576095482103599,0.11428571428571428,-0.0039945897787512655,0.0,0.23140622420417226,0.6851820672272136,0.23140622420417226,0.6851820672272136,0.7685937757958278,0.31481793277278636,0.7685937757958278,0.31481793277278636
dolphin-yi-34b,opponent,4,63.672413793103445,1.8103448275862069,34.48275862068966,21.132183908045977,0.9609017625449212,0.038496551724137934,31.063120905016806,0.6157635467980296,1.21417224024457,0.0,0.0,0.0,5.510534393717844,0.1206896551724138,-0.001214172240244569,0.0,0.20309033774954038,0.6664603801921092,0.20309033774954038,0.6664603801921092,0.7969096622504597,0.3335396198078908,0.7969096622504597,0.3335396198078908
dolphin-yi-34b,opponent,5,61.86363636363637,1.75,32.97727272727273,20.348484848484848,0.9819911950686575,0.05290909090909091,26.081093084328938,1.720779220779221,0.5681818181818182,0.0,0.0,0.0,5.4624910266697295,0.045454545454545456,-0.0005681818181818183,0.0,0.1868574743709216,0.6638887194525163,0.1868574743709216,0.6638887194525163,0.8131425256290783,0.33611128054748374,0.8131425256290783,0.33611128054748374
dolphin-yi-34b,proponent,1,55.98823529411764,-1.0,17.811764705882354,17.264705882352942,0.9976571141277023,0.08780470588235294,13.114829110047673,0.9639976391894549,0.0,0.0,0.0,0.0,9.81378563087245,0.011764705882352941,0.0,0.0,0.006111301815155768,0.5696952534159108,0.009145151273178952,0.606778500976938,0.9938886981848443,0.43030474658408924,0.9908548487268211,0.393221499023062
dolphin-yi-34b,proponent,2,54.229729729729726,-2.0945945945945947,19.716216216216218,18.93918918918919,0.9948761261261262,0.08042162162162163,13.395524847616139,1.263219741480611,0.9652509652509653,0.0,0.0,0.0,8.744674852158568,0.02702702702702703,-0.0009652509652509648,0.0,0.08293851586146359,0.5905774547931676,0.14996489985506875,0.6520487245277057,0.9170614841385364,0.40942254520683236,0.8500351001449312,0.3479512754722942
dolphin-yi-34b,proponent,3,50.36619718309859,-3.859154929577465,22.154929577464788,19.725352112676056,0.9915560792794886,0.07629014084507042,12.959017116994325,2.5409768552837493,3.814852897805623,0.0,0.0,0.0,8.184859616358555,0.07042253521126761,-0.0038148528978056194,0.0,0.09784992972852187,0.6027412767367817,0.1634654825099651,0.665589700532359,0.9021500702714781,0.39725872326321837,0.8365345174900348,0.33441029946764095
