topic_id,topic_category,model_name,debate_role,confidence_mean,confidence_median,confidence_std,confidence_min,confidence_max,confidence_count,confidence_delta_within_role_mean,confidence_delta_within_role_median,confidence_delta_within_role_std,confidence_delta_within_role_min,confidence_delta_within_role_max,confidence_delta_within_role_count,word_count_mean,word_count_median,word_count_std,word_count_min,word_count_max,word_count_count,avg_sentence_length_mean,avg_sentence_length_median,avg_sentence_length_std,avg_sentence_length_min,avg_sentence_length_max,avg_sentence_length_count,lemma_type_token_ratio_mean,lemma_type_token_ratio_median,lemma_type_token_ratio_std,lemma_type_token_ratio_min,lemma_type_token_ratio_max,lemma_type_token_ratio_count,vader_compound_mean,vader_compound_median,vader_compound_std,vader_compound_min,vader_compound_max,vader_compound_count,evidence_density_per_1k_words_mean,evidence_density_per_1k_words_median,evidence_density_per_1k_words_std,evidence_density_per_1k_words_min,evidence_density_per_1k_words_max,evidence_density_per_1k_words_count,rebuttal_density_per_1k_words_mean,rebuttal_density_per_1k_words_median,rebuttal_density_per_1k_words_std,rebuttal_density_per_1k_words_min,rebuttal_density_per_1k_words_max,rebuttal_density_per_1k_words_count,hedge_density_per_1k_words_mean,hedge_density_per_1k_words_median,hedge_density_per_1k_words_std,hedge_density_per_1k_words_min,hedge_density_per_1k_words_max,hedge_density_per_1k_words_count,assertive_density_per_1k_words_mean,assertive_density_per_1k_words_median,assertive_density_per_1k_words_std,assertive_density_per_1k_words_min,assertive_density_per_1k_words_max,assertive_density_per_1k_words_count,strong_modal_density_per_1k_words_mean,strong_modal_density_per_1k_words_median,strong_modal_density_per_1k_words_std,strong_modal_density_per_1k_words_min,strong_modal_density_per_1k_words_max,strong_modal_density_per_1k_words_count,weak_modal_density_per_1k_words_mean,weak_modal_density_per_1k_words_median,weak_modal_density_per_1k_words_std,weak_modal_density_per_1k_words_min,weak_modal_density_per_1k_words_max,weak_modal_density_per_1k_words_count,moral_density_per_1k_words_mean,moral_density_per_1k_words_median,moral_density_per_1k_words_std,moral_density_per_1k_words_min,moral_density_per_1k_words_max,moral_density_per_1k_words_count,stance_proxy_score_mean,stance_proxy_score_median,stance_proxy_score_std,stance_proxy_score_min,stance_proxy_score_max,stance_proxy_score_count,assertiveness_balance_mean,assertiveness_balance_median,assertiveness_balance_std,assertiveness_balance_min,assertiveness_balance_max,assertiveness_balance_count,modality_balance_mean,modality_balance_median,modality_balance_std,modality_balance_min,modality_balance_max,modality_balance_count,lexical_overlap_prev_other_turn_mean,lexical_overlap_prev_other_turn_median,lexical_overlap_prev_other_turn_std,lexical_overlap_prev_other_turn_min,lexical_overlap_prev_other_turn_max,lexical_overlap_prev_other_turn_count,semantic_similarity_prev_other_turn_mean,semantic_similarity_prev_other_turn_median,semantic_similarity_prev_other_turn_std,semantic_similarity_prev_other_turn_min,semantic_similarity_prev_other_turn_max,semantic_similarity_prev_other_turn_count,lexical_overlap_prev_opponent_turn_mean,lexical_overlap_prev_opponent_turn_median,lexical_overlap_prev_opponent_turn_std,lexical_overlap_prev_opponent_turn_min,lexical_overlap_prev_opponent_turn_max,lexical_overlap_prev_opponent_turn_count,semantic_similarity_prev_opponent_turn_mean,semantic_similarity_prev_opponent_turn_median,semantic_similarity_prev_opponent_turn_std,semantic_similarity_prev_opponent_turn_min,semantic_similarity_prev_opponent_turn_max,semantic_similarity_prev_opponent_turn_count,novelty_vs_prev_turn_lexical_mean,novelty_vs_prev_turn_lexical_median,novelty_vs_prev_turn_lexical_std,novelty_vs_prev_turn_lexical_min,novelty_vs_prev_turn_lexical_max,novelty_vs_prev_turn_lexical_count,novelty_vs_prev_turn_semantic_mean,novelty_vs_prev_turn_semantic_median,novelty_vs_prev_turn_semantic_std,novelty_vs_prev_turn_semantic_min,novelty_vs_prev_turn_semantic_max,novelty_vs_prev_turn_semantic_count,novelty_vs_prev_opponent_turn_lexical_mean,novelty_vs_prev_opponent_turn_lexical_median,novelty_vs_prev_opponent_turn_lexical_std,novelty_vs_prev_opponent_turn_lexical_min,novelty_vs_prev_opponent_turn_lexical_max,novelty_vs_prev_opponent_turn_lexical_count,novelty_vs_prev_opponent_turn_semantic_mean,novelty_vs_prev_opponent_turn_semantic_median,novelty_vs_prev_opponent_turn_semantic_std,novelty_vs_prev_opponent_turn_semantic_min,novelty_vs_prev_opponent_turn_semantic_max,novelty_vs_prev_opponent_turn_semantic_count,has_evidence_rate,has_rebuttal_rate,has_question_rate,total_words,utterance_count
5g_health_risks,technology,dolphin-yi-34b,moderator,,,,,,0,,,,,,0,136.86666666666667,136.0,33.099129610193394,95,201,15,32.78523809523809,29.25,8.724973149677023,20.8,50.25,15,0.7072157613776631,0.7027027027027027,0.10666364672116783,0.4852941176470588,0.8688524590163934,15,0.33681333333333335,0.6072,0.7670171574414251,-0.9509,0.9763,15,83.9791274301616,86.20689655172414,11.372449457102705,65.21739130434783,100.0,15,0.49019607843137253,0.0,1.8985212481408904,0.0,7.352941176470588,15,1.121503148996715,0.0,3.1463148341495533,0.0,11.235955056179776,15,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,15,1.1352390671352695,1.152923602640055,0.2738559393614696,0.7203221791290043,1.5960816602331025,15,-0.13333333333333333,0.0,0.833809387832792,-2.0,2.0,15,-0.0011215031489967067,0.0,0.0031463148341495306,-0.0112359550561797,0.0,15,0.0,0.0,0.0,0.0,0.0,15,0.20793429819155745,0.2295081967213114,0.06648285784485267,0.0865384615384615,0.2916666666666667,15,0.6850674914545736,0.7028962118734341,0.09568583537225953,0.5100868221530801,0.7908625255466268,15,0.0,0.0,0.0,0.0,0.0,15,,,,,,0,0.7920657018084424,0.7704918032786885,0.06648285784485268,0.7083333333333333,0.9134615384615384,15,0.31493250854542637,0.2971037881265659,0.0956858353722595,0.2091374744533731,0.4899131778469199,15,1.0,1.0,0.0,1.0,1.0,15,,,,,,0,1.0,0.06666666666666667,1.0,2053,15
5g_health_risks,technology,dolphin-yi-34b,opponent,65.0,64.0,6.103277807866856,55.0,80.0,17,2.923076923076923,2.0,1.7541160386140584,1.0,5.0,13,40.705882352941174,38.0,11.049687246039776,26,57,17,22.264705882352942,22.5,5.080962159924854,13.0,28.5,17,0.9421510629183264,0.96,0.0656099091967911,0.8260869565217391,1.0,17,0.048741176470588225,0.0,0.5632754089462182,-0.8122,0.9531,17,37.108707033106604,38.46153846153846,22.655277478542526,0.0,76.92307692307692,17,1.0893246187363834,0.0,4.491400463635796,0.0,18.51851851851852,17,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,17,3.974244761669446,3.944414610489366,1.0222180191577603,2.48689230108475,5.623870763647445,17,-0.11764705882352941,-0.0,0.48507125007266594,-1.0,1.0,17,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,17,0.2218747380389892,0.2058823529411764,0.11113845835429348,0.05,0.4074074074074074,17,0.672803618471536,0.6674535653684035,0.1623008871875335,0.4574565834564347,0.8824722358185336,17,0.2218747380389892,0.2058823529411764,0.11113845835429348,0.05,0.4074074074074074,17,0.672803618471536,0.6674535653684035,0.1623008871875335,0.4574565834564347,0.8824722358185336,17,0.7781252619610108,0.7941176470588236,0.11113845835429344,0.5925925925925926,0.95,17,0.3271963815284639,0.3325464346315965,0.16230088718753352,0.1175277641814663,0.5425434165435653,17,0.7781252619610108,0.7941176470588236,0.11113845835429344,0.5925925925925926,0.95,17,0.3271963815284639,0.3325464346315965,0.16230088718753352,0.1175277641814663,0.5425434165435653,17,0.8823529411764706,0.058823529411764705,0.0,692,17
5g_health_risks,technology,dolphin-yi-34b,proponent,54.111111111111114,54.5,6.935746186489143,44.0,70.0,18,-3.7857142857142856,-3.0,4.041678467563302,-10.0,5.0,14,19.333333333333332,18.0,6.9112014789291845,12,37,18,16.63888888888889,17.5,2.7214051061233024,12.0,22.0,18,0.9934693147253534,1.0,0.019718057289101042,0.925925925925926,1.0,18,0.13098888888888888,0.17635,0.42211165499313774,-0.3818,0.6908,18,3.4722222222222223,0.0,14.73139127471974,0.0,62.5,18,1.5432098765432098,0.0,6.547285010986551,0.0,27.77777777777778,18,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,18,7.915144420913413,7.656726184784736,2.4489552954046974,3.8972450270031778,14.26170613645238,18,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,18,0.09238333470417434,0.06896879756468796,0.09111281064986974,0.0,0.3636363636363636,18,0.5970863017730574,0.5904823715168999,0.1251666812606036,0.3976830148937535,0.8250835480015195,14,0.11916252540864493,0.08411764705882349,0.11574536306434559,0.0,0.36,18,0.6352875842767782,0.6315319540918611,0.15516906596972582,0.3652954030689107,0.8824722358185336,14,0.9076166652958256,0.931031202435312,0.09111281064986979,0.6363636363636364,1.0,18,0.40291369822694245,0.4095176284831002,0.12516668126060357,0.1749164519984805,0.6023169851062464,14,0.880837474591355,0.9158823529411764,0.1157453630643456,0.64,1.0,18,0.36471241572322166,0.36846804590813886,0.1551690659697259,0.1175277641814663,0.6347045969310894,14,0.05555555555555555,0.05555555555555555,0.05555555555555555,348,18
5g_health_risks,technology,gemma3:27b,moderator,,,,,,0,,,,,,0,183.94444444444446,179.0,25.56760869496959,140,236,18,35.9768959435626,35.35,7.961406345337184,25.142857142857142,57.5,18,0.7402514750107122,0.7439655172413793,0.034941541025405885,0.6666666666666666,0.8103448275862069,18,-0.19667777777777778,-0.4515,0.6637444436949719,-0.9282,0.9363,18,85.9549326271586,82.87545787545787,14.400811011690644,60.869565217391305,117.07317073170732,18,1.1834433156900919,0.0,2.2896067438713104,0.0,5.9880239520958085,18,2.6462120974413157,0.0,3.8690194238804767,0.0,12.12121212121212,18,0.9176819743830053,0.0,2.875290396813405,0.0,11.363636363636363,18,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,18,0.8602059717474482,0.8357762324878668,0.11272935042381245,0.6624638817776929,1.0729834145145194,18,0.7222222222222222,1.0,0.9582800496696,-1.0,3.0,18,-0.0017285301230583114,0.0,0.00420203861254859,-0.0121212121212121,0.0056818181818181,18,0.0,0.0,0.0,0.0,0.0,18,0.11490495095580187,0.0980552824210641,0.039665102466560714,0.0652173913043478,0.1868131868131868,18,0.5204654449527459,0.5064580599670103,0.07322241094038419,0.3897452483029062,0.6427854207387228,18,0.0,0.0,0.0,0.0,0.0,18,,,,,,0,0.8850950490441981,0.9019447175789359,0.03966510246656072,0.8131868131868132,0.9347826086956522,18,0.479534555047254,0.49354194003298957,0.07322241094038417,0.3572145792612772,0.6102547516970938,18,1.0,1.0,0.0,1.0,1.0,18,,,,,,0,1.0,0.2222222222222222,1.0,3311,18
5g_health_risks,technology,gemma3:27b,opponent,56.4375,51.5,11.769841403632705,48.0,85.0,16,7.25,2.0,13.018343701380477,-4.0,35.0,12,33.25,33.5,6.434283176858166,23,44,16,29.4375,28.0,6.769724268141699,17.5,39.0,16,0.9795684743098536,1.0,0.03301596775819545,0.8846153846153846,1.0,16,-0.08621875,-0.0835,0.5486630468314166,-0.8542,0.8271,16,25.562061940389665,29.138513513513516,20.132114285951214,0.0,57.142857142857146,16,0.0,0.0,0.0,0.0,0.0,16,1.7857142857142858,0.0,7.142857142857143,0.0,28.571428571428573,16,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,16,4.645841139422228,4.406712708652279,0.992119842384721,3.2755641804316884,6.708003596827771,16,0.0625,-0.0,0.25,-0.0,1.0,16,-0.0017857142857142813,0.0,0.007142857142857125,-0.0285714285714285,0.0,16,0.0,0.0,0.0,0.0,0.0,16,0.14384918801554994,0.11813953488372089,0.07241165868643598,0.0408163265306122,0.28,16,0.657637642708357,0.6767628607937094,0.08703671398729995,0.492097992021715,0.7868625143013828,16,0.14384918801554994,0.11813953488372089,0.07241165868643598,0.0408163265306122,0.28,16,0.657637642708357,0.6767628607937094,0.08703671398729995,0.492097992021715,0.7868625143013828,16,0.8561508119844501,0.8818604651162791,0.07241165868643595,0.72,0.9591836734693876,16,0.342362357291643,0.3232371392062906,0.08703671398729995,0.2131374856986172,0.507902007978285,16,0.8561508119844501,0.8818604651162791,0.07241165868643595,0.72,0.9591836734693876,16,0.342362357291643,0.3232371392062906,0.08703671398729995,0.2131374856986172,0.507902007978285,16,0.6875,0.0,0.0,532,16
5g_health_risks,technology,gemma3:27b,proponent,44.8,45.0,7.093256354755953,30.0,55.0,15,-5.909090909090909,-5.0,2.736952518935813,-10.0,-3.0,11,35.93333333333333,36.0,3.9725246860091863,28,42,15,35.93333333333333,36.0,3.9725246860091863,28.0,42.0,15,0.9789776798899605,1.0,0.023761624729555543,0.9444444444444444,1.0,15,-0.02727333333333334,-0.2732,0.5718255184265648,-0.8499,0.9371,15,30.01038922091554,27.77777777777778,24.47054048370593,0.0,83.33333333333333,15,10.386650386650388,0.0,15.372893506525477,0.0,35.714285714285715,15,5.783475783475783,0.0,12.066628607254236,0.0,33.333333333333336,15,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,15,4.480737851458569,4.435051810177744,0.7054137660585369,3.375409973939815,5.788496425435465,15,-0.3333333333333333,0.0,0.4879500364742666,-1.0,0.0,15,-0.005783475783475773,0.0,0.012066628607254213,-0.0333333333333333,0.0,15,0.0,0.0,0.0,0.0,0.0,15,0.047643723534156954,0.0549450549450549,0.039333230514513734,0.0,0.13,15,0.509222159899693,0.5765101475792003,0.13875046667339577,0.242999381964035,0.6612047357172717,11,0.025896450324311336,0.0196078431372549,0.03276680353514527,0.0,0.1052631578947368,15,0.460478873037456,0.4436641152057121,0.16925652483522938,0.2622056687470103,0.736621364577198,11,0.952356276465843,0.945054945054945,0.03933323051451372,0.87,1.0,15,0.49077784010030706,0.4234898524207997,0.13875046667339577,0.3387952642827283,0.757000618035965,11,0.9741035496756887,0.9803921568627452,0.03276680353514528,0.8947368421052632,1.0,15,0.5395211269625441,0.5563358847942879,0.16925652483522938,0.263378635422802,0.7377943312529897,11,0.7333333333333333,0.3333333333333333,0.0,539,15
9_11_inside_job,government,dolphin-yi-34b,moderator,,,,,,0,,,,,,0,137.06666666666666,140.0,24.14085649642432,83,171,15,36.41111111111111,35.0,8.24280991797793,23.5,50.66666666666666,15,0.7402060314777779,0.7272727272727273,0.07834164123763243,0.5882352941176471,0.8666666666666667,15,-0.6533466666666666,-0.9018,0.5395944957183346,-0.9755,0.9378,15,125.8680488038727,128.57142857142858,34.03310943585743,78.94736842105263,193.5483870967742,15,0.0,0.0,0.0,0.0,0.0,15,3.697567619432165,5.847953216374269,3.605741607955105,0.0,7.8125,15,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,15,1.1922389993211182,1.1064177949339464,0.30853317264034885,0.814320367281615,1.985802928368977,15,-0.3333333333333333,0.0,1.2909944487358056,-3.0,1.0,15,-0.0036975676194321403,-0.0058479532163742,0.0036057416079550834,-0.0078125,0.0,15,0.0,0.0,0.0,0.0,0.0,15,0.17178438934060875,0.1571428571428571,0.08464908486729612,0.0674157303370786,0.3725490196078431,15,0.6862989455098882,0.6879884035949286,0.06464356872259926,0.5844390877001431,0.7770837845665349,15,0.0,0.0,0.0,0.0,0.0,15,,,,,,0,0.8282156106593912,0.8428571428571429,0.08464908486729616,0.6274509803921569,0.9325842696629214,15,0.3137010544901117,0.3120115964050713,0.06464356872259924,0.222916215433465,0.4155609122998569,15,1.0,1.0,0.0,1.0,1.0,15,,,,,,0,1.0,0.0,1.0,2056,15
9_11_inside_job,government,dolphin-yi-34b,opponent,63.76923076923077,63.0,7.293305676598761,55.0,80.0,13,3.6666666666666665,2.0,4.9749371855331,-3.0,15.0,9,34.38461538461539,38.0,12.861690282504743,13,61,13,16.858974358974358,16.5,3.4175785733239996,12.0,22.0,13,0.9708317173023056,1.0,0.04275631723957404,0.88,1.0,13,-0.5375538461538462,-0.5943,0.31056671214460135,-0.9308,0.0,13,125.6138053075488,128.2051282051282,54.352668321449684,32.25806451612903,200.0,13,0.0,0.0,0.0,0.0,0.0,13,3.944773175542406,0.0,9.629072002548854,0.0,25.64102564102564,13,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,13,5.46861408170149,4.123459341790609,2.5811911565844885,2.267530602470827,9.749925549430158,13,0.38461538461538464,-0.0,0.5063696835418333,-0.0,1.0,13,-0.0039447731755424,0.0,0.00962907200254884,-0.0256410256410256,0.0,13,0.0,0.0,0.0,0.0,0.0,13,0.17768966788583918,0.2,0.08438277831290182,0.0677966101694915,0.3157894736842105,13,0.6983964399450732,0.7149907850677757,0.07452953475860087,0.5493565628997514,0.8141979357211003,13,0.17768966788583918,0.2,0.08438277831290182,0.0677966101694915,0.3157894736842105,13,0.6983964399450732,0.7149907850677757,0.07452953475860087,0.5493565628997514,0.8141979357211003,13,0.8223103321141608,0.8,0.08438277831290181,0.6842105263157895,0.9322033898305084,13,0.3016035600549267,0.2850092149322243,0.07452953475860088,0.1858020642788996,0.4506434371002485,13,0.8223103321141608,0.8,0.08438277831290181,0.6842105263157895,0.9322033898305084,13,0.3016035600549267,0.2850092149322243,0.07452953475860088,0.1858020642788996,0.4506434371002485,13,1.0,0.0,0.0,447,13
9_11_inside_job,government,dolphin-yi-34b,proponent,50.4,50.0,6.021390442177195,40.0,60.0,15,-2.8181818181818183,-3.0,4.37762908017986,-10.0,5.0,11,17.4,18.0,3.6994208040873477,10,23,15,17.4,18.0,3.6994208040873477,10.0,23.0,15,1.0,1.0,0.0,1.0,1.0,15,-0.27424,-0.4215,0.3894375335935515,-0.8126,0.6249,15,114.92252939823271,111.11111111111111,62.07603650654025,0.0,200.0,15,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,15,10.12355859037436,9.53798160057431,3.5284740918259816,6.748143789152909,19.27388083179813,15,-0.13333333333333333,0.0,0.35186577527449836,-1.0,0.0,15,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,15,0.05231892165380466,0.0519480519480519,0.04452914437286915,0.0,0.1379310344827586,15,0.5703559167842728,0.594299612793183,0.10918969240534902,0.3926893725699802,0.6852595922926706,11,0.08490055601978584,0.08,0.07625828490404576,0.0,0.2222222222222222,15,0.6364534047428632,0.6379144065803195,0.0934522370860617,0.5068669370643974,0.7903487680482144,11,0.9476810783461953,0.948051948051948,0.044529144372869194,0.8620689655172413,1.0,15,0.4296440832157273,0.405700387206817,0.10918969240534905,0.3147404077073293,0.6073106274300197,11,0.9150994439802141,0.92,0.07625828490404579,0.7777777777777778,1.0,15,0.3635465952571368,0.3620855934196805,0.09345223708606172,0.2096512319517856,0.4931330629356025,11,0.8666666666666667,0.0,0.0,261,15
9_11_inside_job,government,gemma3:27b,moderator,,,,,,0,,,,,,0,184.625,183.5,16.3783393541592,148,212,16,37.77113095238095,36.8,9.643711303537204,25.714285714285715,56.66666666666666,16,0.7230705263762951,0.7210506844247133,0.04324163698300318,0.6517857142857143,0.803921568627451,16,-0.72553125,-0.8609,0.47336631300892834,-0.978,0.958,16,99.2425661875315,96.99098401460259,21.577289034695877,70.0,142.85714285714286,16,0.0,0.0,0.0,0.0,0.0,16,1.8802157628382696,0.0,4.013488038856459,0.0,14.851485148514852,16,0.6887522768670309,0.0,1.88210296520333,0.0,5.555555555555555,16,0.3472222222222222,0.0,1.3888888888888888,0.0,5.555555555555555,16,0.0,0.0,0.0,0.0,0.0,16,0.8873640823900373,0.8832245306752948,0.08076562156641107,0.7615810765005789,1.0788712598875276,16,1.375,1.0,1.1474609652039003,-1.0,3.0,16,-0.0011914634859712314,0.0,0.004293211362903901,-0.0148514851485148,0.0055555555555555,16,0.00034722222222221877,0.0,0.001388888888888875,0.0,0.0055555555555555,16,0.11606096371600014,0.11435997400909675,0.03116687275589458,0.064516129032258,0.1666666666666666,16,0.5825096816421506,0.6017232028873876,0.07258617954939155,0.4008504435560566,0.6640004161997879,16,0.0,0.0,0.0,0.0,0.0,16,,,,,,0,0.8839390362839998,0.8856400259909032,0.031166872755894595,0.8333333333333334,0.935483870967742,16,0.4174903183578494,0.39827679711261244,0.07258617954939157,0.3359995838002121,0.5991495564439433,16,1.0,1.0,0.0,1.0,1.0,16,,,,,,0,1.0,0.0,1.0,2954,16
