metric_family,metric,model_name,mean,std,n
baseline,word_count,dolphin-yi-34b,67.18657453109576,58.79560073192961,1013
baseline,word_count,gemma3:27b,83.3907284768212,70.89675611474632,1057
baseline,type_token_ratio,dolphin-yi-34b,0.845144885062979,0.13895382736206927,1013
baseline,type_token_ratio,gemma3:27b,0.8192556095269785,0.1310443075665171,1057
baseline,vader_compound,dolphin-yi-34b,-0.03130848963474827,0.6065409138263026,1013
baseline,vader_compound,gemma3:27b,-0.05042071901608326,0.5982010748114241,1057
baseline,citation_count,dolphin-yi-34b,0.3455083909180652,0.47576863458494123,1013
baseline,citation_count,gemma3:27b,0.3216650898770104,0.4673363729224012,1057
baseline,question_count,dolphin-yi-34b,0.6416584402764067,0.9126482844594701,1013
baseline,question_count,gemma3:27b,0.6442762535477767,0.936551475379731,1057
core,confidence,dolphin-yi-34b,57.31975867269985,9.802137010462802,663
core,confidence,gemma3:27b,52.76429567642957,8.279439261344077,717
core,confidence_delta_within_role,dolphin-yi-34b,-0.3836978131212724,4.861210464013408,503
core,confidence_delta_within_role,gemma3:27b,0.8599640933572711,7.401277985999886,557
core,word_count,dolphin-yi-34b,67.18657453109576,58.79560073192961,1013
core,word_count,gemma3:27b,83.3907284768212,70.89675611474632,1057
core,avg_sentence_length,dolphin-yi-34b,23.710591067920785,9.06626226766678,1013
core,avg_sentence_length,gemma3:27b,34.86008469613011,8.019966599251655,1057
core,lemma_type_token_ratio,dolphin-yi-34b,0.8911008213219516,0.1339950145781232,1013
core,lemma_type_token_ratio,gemma3:27b,0.903138525034173,0.11594685408612372,1057
core,vader_compound,dolphin-yi-34b,-0.03130848963474827,0.6065409138263026,1013
core,vader_compound,gemma3:27b,-0.05042071901608326,0.5982010748114241,1057
core,evidence_density_per_1k_words,dolphin-yi-34b,43.49218225463835,43.454855326559425,1013
core,evidence_density_per_1k_words,gemma3:27b,36.97360039472105,33.010091620316025,1057
core,rebuttal_density_per_1k_words,dolphin-yi-34b,1.196292342813889,6.739844685083394,1013
core,rebuttal_density_per_1k_words,gemma3:27b,1.6978202753129752,6.757947927443341,1057
core,hedge_density_per_1k_words,dolphin-yi-34b,2.2382291596912,7.716677349121774,1013
core,hedge_density_per_1k_words,gemma3:27b,4.440080423040852,10.012667808953529,1057
core,assertive_density_per_1k_words,dolphin-yi-34b,0.020772429459497574,0.3855533683395581,1013
core,assertive_density_per_1k_words,gemma3:27b,0.17296365187947882,1.6396494641119408,1057
core,strong_modal_density_per_1k_words,dolphin-yi-34b,0.012476909869628064,0.2813331843817918,1013
core,strong_modal_density_per_1k_words,gemma3:27b,0.027217046412313955,0.3624006685486875,1057
core,weak_modal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,1013
core,weak_modal_density_per_1k_words,gemma3:27b,0.0,0.0,1057
core,moral_density_per_1k_words,dolphin-yi-34b,5.037484430237393,3.8235135054305665,1013
core,moral_density_per_1k_words,gemma3:27b,3.56784556461536,2.0405921675762175,1057
core,stance_proxy_score,dolphin-yi-34b,0.0700888450148075,0.73319357483936,1013
core,stance_proxy_score,gemma3:27b,0.261116367076632,0.9971226989627652,1057
core,assertiveness_balance,dolphin-yi-34b,-0.0022174567302317015,0.007723294714346932,1013
core,assertiveness_balance,gemma3:27b,-0.004267116771161373,0.010200628620249962,1057
core,modality_balance,dolphin-yi-34b,1.2476909869628063e-05,0.000281333184381792,1013
core,modality_balance,gemma3:27b,2.7217046412313954e-05,0.00036240066854868747,1057
core,lexical_overlap_prev_other_turn,dolphin-yi-34b,0.1627722610522146,0.12746119105319872,1013
core,lexical_overlap_prev_other_turn,gemma3:27b,0.10727066158915373,0.06981823554006843,1057
core,semantic_similarity_prev_other_turn,dolphin-yi-34b,0.6668601103998774,0.12215025342350658,933
core,semantic_similarity_prev_other_turn,gemma3:27b,0.6042370596745497,0.11594613651248047,977
core,lexical_overlap_prev_opponent_turn,dolphin-yi-34b,0.1176513344318067,0.15502443735045585,1013
core,lexical_overlap_prev_opponent_turn,gemma3:27b,0.06631459325123468,0.0811605824307891,1057
core,semantic_similarity_prev_opponent_turn,dolphin-yi-34b,0.6819665661649584,0.14463457919316838,583
core,semantic_similarity_prev_opponent_turn,gemma3:27b,0.599215469085557,0.14188300090353342,637
core,novelty_vs_prev_turn_lexical,dolphin-yi-34b,0.8372277389477855,0.12746119105319872,1013
core,novelty_vs_prev_turn_lexical,gemma3:27b,0.8925587627178826,0.06992207735138364,1057
core,novelty_vs_prev_turn_semantic,dolphin-yi-34b,0.33313988960012264,0.12215025342350656,933
core,novelty_vs_prev_turn_semantic,gemma3:27b,0.39561574683302586,0.1160318684710348,977
core,novelty_vs_prev_opponent_turn_lexical,dolphin-yi-34b,0.8823486655681934,0.15502443735045585,1013
core,novelty_vs_prev_opponent_turn_lexical,gemma3:27b,0.9336854067487654,0.0811605824307891,1057
core,novelty_vs_prev_opponent_turn_semantic,dolphin-yi-34b,0.31803343383504157,0.14463457919316838,583
core,novelty_vs_prev_opponent_turn_semantic,gemma3:27b,0.40078453091444294,0.14188300090353342,637
