metric_family,metric,model_name,mean,std,n
baseline,word_count,dolphin-yi-34b,78.6,73.03606415098412,10
baseline,word_count,gemma3:27b,31.2,2.949576240750525,5
baseline,type_token_ratio,dolphin-yi-34b,0.8377273252828955,0.13292617862893796,10
baseline,type_token_ratio,gemma3:27b,0.9122763370581207,0.03746532582371215,5
baseline,vader_compound,dolphin-yi-34b,-0.30207,0.6399565437503463,10
baseline,vader_compound,gemma3:27b,-0.34116,0.24199975826434206,5
baseline,citation_count,dolphin-yi-34b,0.5,0.5270462766947299,10
baseline,citation_count,gemma3:27b,0.0,0.0,5
baseline,question_count,dolphin-yi-34b,0.8,0.9189365834726815,10
baseline,question_count,gemma3:27b,0.0,0.0,5
core,confidence,dolphin-yi-34b,55.0,2.5495097567963922,5
core,confidence,gemma3:27b,52.4,2.3021728866442674,5
core,confidence_delta_within_role,dolphin-yi-34b,-1.5,0.5773502691896257,4
core,confidence_delta_within_role,gemma3:27b,1.25,1.2583057392117916,4
core,word_count,dolphin-yi-34b,78.6,73.03606415098412,10
core,word_count,gemma3:27b,31.2,2.949576240750525,5
core,avg_sentence_length,dolphin-yi-34b,24.278787878787877,5.342585523843649,10
core,avg_sentence_length,gemma3:27b,31.2,2.949576240750525,5
core,lemma_type_token_ratio,dolphin-yi-34b,0.8769053000152377,0.13079612609444266,10
core,lemma_type_token_ratio,gemma3:27b,0.9504260651629073,0.04886845304210066,5
core,vader_compound,dolphin-yi-34b,-0.30207,0.6399565437503463,10
core,vader_compound,gemma3:27b,-0.34116,0.24199975826434206,5
core,evidence_density_per_1k_words,dolphin-yi-34b,41.651011311023346,48.873116185718466,10
core,evidence_density_per_1k_words,gemma3:27b,13.289760348583878,18.396367610095467,5
core,rebuttal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,10
core,rebuttal_density_per_1k_words,gemma3:27b,0.0,0.0,5
core,hedge_density_per_1k_words,dolphin-yi-34b,0.0,0.0,10
core,hedge_density_per_1k_words,gemma3:27b,0.0,0.0,5
core,assertive_density_per_1k_words,dolphin-yi-34b,0.0,0.0,10
core,assertive_density_per_1k_words,gemma3:27b,0.0,0.0,5
core,strong_modal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,10
core,strong_modal_density_per_1k_words,gemma3:27b,0.0,0.0,5
core,weak_modal_density_per_1k_words,dolphin-yi-34b,0.0,0.0,10
core,weak_modal_density_per_1k_words,gemma3:27b,0.0,0.0,5
core,moral_density_per_1k_words,dolphin-yi-34b,4.0576981355575175,3.0956342068389984,10
core,moral_density_per_1k_words,gemma3:27b,5.435954905889565,0.5164606793559736,5
core,stance_proxy_score,dolphin-yi-34b,-0.1,0.31622776601683794,10
core,stance_proxy_score,gemma3:27b,0.0,0.0,5
core,assertiveness_balance,dolphin-yi-34b,0.0,0.0,10
core,assertiveness_balance,gemma3:27b,0.0,0.0,5
core,modality_balance,dolphin-yi-34b,0.0,0.0,10
core,modality_balance,gemma3:27b,0.0,0.0,5
core,lexical_overlap_prev_other_turn,dolphin-yi-34b,0.12690095577748522,0.0723493489744003,10
core,lexical_overlap_prev_other_turn,gemma3:27b,0.26639730639730635,0.11991671239658151,5
core,semantic_similarity_prev_other_turn,dolphin-yi-34b,0.6507132830116454,0.07938956747034519,9
core,semantic_similarity_prev_other_turn,gemma3:27b,0.6997574116813906,0.08326778093529877,5
core,lexical_overlap_prev_opponent_turn,dolphin-yi-34b,0.1035997227173698,0.15040040646781444,10
core,lexical_overlap_prev_opponent_turn,gemma3:27b,0.26639730639730635,0.11991671239658151,5
core,semantic_similarity_prev_opponent_turn,dolphin-yi-34b,0.6859868189721547,0.08933314564371587,4
core,semantic_similarity_prev_opponent_turn,gemma3:27b,0.6997574116813906,0.08326778093529877,5
core,novelty_vs_prev_turn_lexical,dolphin-yi-34b,0.8730990442225147,0.0723493489744003,10
core,novelty_vs_prev_turn_lexical,gemma3:27b,0.7336026936026936,0.11991671239658154,5
core,novelty_vs_prev_turn_semantic,dolphin-yi-34b,0.3492867169883546,0.07938956747034519,9
core,novelty_vs_prev_turn_semantic,gemma3:27b,0.3002425883186094,0.08326778093529877,5
core,novelty_vs_prev_opponent_turn_lexical,dolphin-yi-34b,0.8964002772826302,0.15040040646781447,10
core,novelty_vs_prev_opponent_turn_lexical,gemma3:27b,0.7336026936026936,0.11991671239658154,5
core,novelty_vs_prev_opponent_turn_semantic,dolphin-yi-34b,0.3140131810278453,0.08933314564371587,4
core,novelty_vs_prev_opponent_turn_semantic,gemma3:27b,0.3002425883186094,0.08326778093529877,5
