topic_id,topic_category,confidence_mean,confidence_median,confidence_std,confidence_min,confidence_max,confidence_count,confidence_delta_within_role_mean,confidence_delta_within_role_median,confidence_delta_within_role_std,confidence_delta_within_role_min,confidence_delta_within_role_max,confidence_delta_within_role_count,word_count_mean,word_count_median,word_count_std,word_count_min,word_count_max,word_count_count,avg_sentence_length_mean,avg_sentence_length_median,avg_sentence_length_std,avg_sentence_length_min,avg_sentence_length_max,avg_sentence_length_count,lemma_type_token_ratio_mean,lemma_type_token_ratio_median,lemma_type_token_ratio_std,lemma_type_token_ratio_min,lemma_type_token_ratio_max,lemma_type_token_ratio_count,vader_compound_mean,vader_compound_median,vader_compound_std,vader_compound_min,vader_compound_max,vader_compound_count,evidence_density_per_1k_words_mean,evidence_density_per_1k_words_median,evidence_density_per_1k_words_std,evidence_density_per_1k_words_min,evidence_density_per_1k_words_max,evidence_density_per_1k_words_count,rebuttal_density_per_1k_words_mean,rebuttal_density_per_1k_words_median,rebuttal_density_per_1k_words_std,rebuttal_density_per_1k_words_min,rebuttal_density_per_1k_words_max,rebuttal_density_per_1k_words_count,hedge_density_per_1k_words_mean,hedge_density_per_1k_words_median,hedge_density_per_1k_words_std,hedge_density_per_1k_words_min,hedge_density_per_1k_words_max,hedge_density_per_1k_words_count,assertive_density_per_1k_words_mean,assertive_density_per_1k_words_median,assertive_density_per_1k_words_std,assertive_density_per_1k_words_min,assertive_density_per_1k_words_max,assertive_density_per_1k_words_count,strong_modal_density_per_1k_words_mean,strong_modal_density_per_1k_words_median,strong_modal_density_per_1k_words_std,strong_modal_density_per_1k_words_min,strong_modal_density_per_1k_words_max,strong_modal_density_per_1k_words_count,weak_modal_density_per_1k_words_mean,weak_modal_density_per_1k_words_median,weak_modal_density_per_1k_words_std,weak_modal_density_per_1k_words_min,weak_modal_density_per_1k_words_max,weak_modal_density_per_1k_words_count,moral_density_per_1k_words_mean,moral_density_per_1k_words_median,moral_density_per_1k_words_std,moral_density_per_1k_words_min,moral_density_per_1k_words_max,moral_density_per_1k_words_count,stance_proxy_score_mean,stance_proxy_score_median,stance_proxy_score_std,stance_proxy_score_min,stance_proxy_score_max,stance_proxy_score_count,assertiveness_balance_mean,assertiveness_balance_median,assertiveness_balance_std,assertiveness_balance_min,assertiveness_balance_max,assertiveness_balance_count,modality_balance_mean,modality_balance_median,modality_balance_std,modality_balance_min,modality_balance_max,modality_balance_count,lexical_overlap_prev_other_turn_mean,lexical_overlap_prev_other_turn_median,lexical_overlap_prev_other_turn_std,lexical_overlap_prev_other_turn_min,lexical_overlap_prev_other_turn_max,lexical_overlap_prev_other_turn_count,semantic_similarity_prev_other_turn_mean,semantic_similarity_prev_other_turn_median,semantic_similarity_prev_other_turn_std,semantic_similarity_prev_other_turn_min,semantic_similarity_prev_other_turn_max,semantic_similarity_prev_other_turn_count,lexical_overlap_prev_opponent_turn_mean,lexical_overlap_prev_opponent_turn_median,lexical_overlap_prev_opponent_turn_std,lexical_overlap_prev_opponent_turn_min,lexical_overlap_prev_opponent_turn_max,lexical_overlap_prev_opponent_turn_count,semantic_similarity_prev_opponent_turn_mean,semantic_similarity_prev_opponent_turn_median,semantic_similarity_prev_opponent_turn_std,semantic_similarity_prev_opponent_turn_min,semantic_similarity_prev_opponent_turn_max,semantic_similarity_prev_opponent_turn_count,novelty_vs_prev_turn_lexical_mean,novelty_vs_prev_turn_lexical_median,novelty_vs_prev_turn_lexical_std,novelty_vs_prev_turn_lexical_min,novelty_vs_prev_turn_lexical_max,novelty_vs_prev_turn_lexical_count,novelty_vs_prev_turn_semantic_mean,novelty_vs_prev_turn_semantic_median,novelty_vs_prev_turn_semantic_std,novelty_vs_prev_turn_semantic_min,novelty_vs_prev_turn_semantic_max,novelty_vs_prev_turn_semantic_count,novelty_vs_prev_opponent_turn_lexical_mean,novelty_vs_prev_opponent_turn_lexical_median,novelty_vs_prev_opponent_turn_lexical_std,novelty_vs_prev_opponent_turn_lexical_min,novelty_vs_prev_opponent_turn_lexical_max,novelty_vs_prev_opponent_turn_lexical_count,novelty_vs_prev_opponent_turn_semantic_mean,novelty_vs_prev_opponent_turn_semantic_median,novelty_vs_prev_opponent_turn_semantic_std,novelty_vs_prev_opponent_turn_semantic_min,novelty_vs_prev_opponent_turn_semantic_max,novelty_vs_prev_opponent_turn_semantic_count,has_evidence_rate,has_rebuttal_rate,has_question_rate,total_words,utterance_count
5g_health_risks,technology,55.36363636363637,54.5,10.73833730667314,30.0,85.0,66,0.14,-0.5,8.468452862096536,-10.0,35.0,50,75.5050505050505,38.0,66.05801002541502,12,236,99,28.559219175885843,28.0,9.534124184888181,12.0,57.5,99,0.8908034292205327,0.96,0.13056246687475762,0.4852941176470588,1.0,99,0.029391919191919188,0.0,0.603699103939454,-0.9509,0.9763,99,44.03406613802079,38.46153846153846,35.87200452121942,0.0,117.07317073170732,99,2.3308179086358014,0.0,7.607659968883291,0.0,35.714285714285715,99,1.815938690024846,0.0,6.033932923392425,0.0,33.333333333333336,99,0.16685126806963732,0.0,1.249270976030324,0.0,11.363636363636363,99,0.0,0.0,0.0,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,99,3.879712929554943,3.866613383089367,2.723393392753893,0.6624638817776929,14.26170613645238,99,0.050505050505050504,0.0,0.6757269309257355,-2.0,3.0,99,-0.0016490874219552084,0.0,0.00605980728998494,-0.03333333333333333,0.005681818181818182,99,0.0,0.0,0.0,0.0,0.0,99,0.13776077800683745,0.1111111111111111,0.09533563000975286,0.0,0.4074074074074074,99,0.6106033644179921,0.6035831794495088,0.13320041845443006,0.24299938196403506,0.8824722358185336,91,0.08693767441547369,0.03773584905660377,0.11086029596085135,0.0,0.4074074074074074,99,0.6192958203558058,0.6332300649203747,0.16156069054820765,0.26220566874701035,0.8824722358185336,58,0.8622392219931626,0.8888888888888888,0.0953356300097529,0.5925925925925926,1.0,99,0.3893966355820079,0.3964168205504912,0.13320041845443006,0.11752776418146638,0.757000618035965,91,0.9130623255845263,0.9622641509433962,0.11086029596085141,0.5925925925925926,1.0,99,0.38070417964419423,0.3667699350796253,0.16156069054820768,0.11752776418146638,0.7377943312529897,58,0.7171717171717171,0.12121212121212122,0.3434343434343434,7475,99
9_11_inside_job,government,54.12903225806452,54.5,8.679132446951666,30.0,80.0,62,-0.06521739130434782,0.0,5.6269280109647495,-10.0,15.0,46,74.7741935483871,38.0,65.04164703117034,10,212,93,29.49825908858167,29.6,10.49135119674416,10.0,56.666666666666664,93,0.8967164795243612,0.9565217391304348,0.12583693160503226,0.5882352941176471,1.0,93,-0.441341935483871,-0.5943,0.5113573427913674,-0.978,0.958,93,96.71574586806814,95.23809523809524,48.88472383784629,0.0,200.0,93,0.37078235076010385,0.0,3.5756954990704326,0.0,34.48275862068966,93,4.571630423520643,0.0,10.115344081820288,0.0,37.03703703703704,93,0.11849501537497306,0.0,0.8036528653216303,0.0,5.555555555555555,93,0.05973715651135006,0.0,0.5760842748502363,0.0,5.555555555555555,93,0.0,0.0,0.0,0.0,0.0,93,4.469376355495384,4.095686047264755,3.5480120164590505,0.7615810765005789,19.27388083179813,93,0.1935483870967742,-0.0,0.9584641758759622,-3.0,3.0,93,-0.00445313540814567,0.0,0.010169174433569721,-0.037037037037037035,0.005555555555555556,93,5.9737156511350064e-05,0.0,0.0005760842748502364,0.0,0.005555555555555556,93,0.11159318404528354,0.09876543209876543,0.07716898529263883,0.0,0.37254901960784315,93,0.6295828150686779,0.6379144065803195,0.1009846685616594,0.39268937256998027,0.8141979357211003,85,0.06722110573443046,0.038461538461538464,0.0814707324417837,0.0,0.3157894736842105,93,0.6386953543902527,0.6428580435285207,0.10293410404982346,0.36938542387017825,0.8141979357211003,54,0.8884068159547164,0.9012345679012346,0.07716898529263881,0.6274509803921569,1.0,93,0.3704171849313222,0.3620855934196805,0.1009846685616594,0.18580206427889967,0.6073106274300197,85,0.9327788942655696,0.9615384615384616,0.0814707324417837,0.6842105263157895,1.0,93,0.3613046456097473,0.3571419564714793,0.10293410404982346,0.18580206427889967,0.6306145761298217,54,0.9354838709677419,0.010752688172043012,0.3333333333333333,6954,93
ai_surveillance,technology,54.43421052631579,55.0,7.604096310657459,37.0,85.0,76,-0.26666666666666666,0.0,5.028281597047746,-15.0,20.0,60,76.55263157894737,35.0,67.88135043129549,15,240,114,29.905680868838765,30.0,9.401922716628084,15.0,73.0,114,0.9049102976023579,0.9814814814814814,0.12338810872415074,0.5434782608695652,1.0,114,0.20875877192982456,0.20955000000000001,0.4478513760287757,-0.9772,0.9599,114,25.28844095016103,0.0,30.214832753932647,0.0,86.70520231213872,114,0.8887354960874104,0.0,4.723697470365931,0.0,34.48275862068966,114,4.206563332686576,0.0,9.535517978995614,0.0,66.66666666666667,114,0.0,0.0,0.0,0.0,0.0,114,0.0,0.0,0.0,0.0,0.0,114,0.0,0.0,0.0,0.0,0.0,114,4.130541755787063,4.364259189613106,2.6334845226729064,0.6761428486027895,9.947997885748595,114,0.2807017543859649,0.0,1.0176214843858302,-1.0,4.0,114,-0.004206563332686576,0.0,0.009535517978995614,-0.06666666666666667,0.0,114,0.0,0.0,0.0,0.0,0.0,114,0.15476249266816602,0.13333333333333333,0.13653051391680845,0.0,0.9230769230769231,114,0.6644912706612598,0.678879458939694,0.12742328693071261,0.3442330562067528,0.9272865119751295,106,0.11763882729577557,0.05461767626613704,0.15829766093767578,0.0,0.9230769230769231,114,0.6778212392253785,0.7422611731286632,0.16515731635835884,0.2127976205268733,0.9272865119751295,68,0.8452375073318339,0.8666666666666667,0.13653051391680845,0.07692307692307687,1.0,114,0.33550872933874026,0.32112054106030596,0.12742328693071261,0.07271348802487054,0.6557669437932472,106,0.8823611727042244,0.945382323733863,0.15829766093767578,0.07692307692307687,1.0,114,0.3221787607746215,0.25773882687133676,0.16515731635835884,0.07271348802487054,0.7872023794731267,68,0.45614035087719296,0.05263157894736842,0.3333333333333333,8727,114
big_pharma,health,54.285714285714285,55.0,9.200099018280715,30.0,80.0,70,1.2777777777777777,0.0,10.492435130538261,-15.0,50.0,54,74.36190476190477,40.0,63.31653141307688,7,238,105,27.892607709750568,26.6,11.123575173408758,7.0,66.33333333333333,105,0.8995131718231639,0.9615384615384616,0.12100539950234267,0.638095238095238,1.0,105,0.3434295238095238,0.4404,0.5037635289123966,-0.952,0.9808,105,40.30014008202457,40.0,37.23312039533462,0.0,114.94252873563218,105,0.6202807847947216,0.0,3.1993057052976988,0.0,23.25581395348837,105,2.6269532166546057,0.0,6.572641066300346,0.0,30.303030303030305,105,0.0,0.0,0.0,0.0,0.0,105,0.0,0.0,0.0,0.0,0.0,105,0.0,0.0,0.0,0.0,0.0,105,4.589282795467075,4.200214243809211,4.011366210708312,0.7279401204286527,24.239222316145394,105,0.0761904761904762,0.0,0.6750390030788264,-2.0,2.0,105,-0.0026269532166546053,0.0,0.006572641066300345,-0.030303030303030304,0.0,105,0.0,0.0,0.0,0.0,0.0,105,0.1362148576116438,0.11578947368421053,0.09318075787720398,0.0,0.5,105,0.6571623804061216,0.6680731373914127,0.10052311613896996,0.3784949897304495,0.8987137084640173,97,0.09342494277530332,0.047619047619047616,0.11127908005771413,0.0,0.5,105,0.6776952283109755,0.7101941763147562,0.1132069924380577,0.42660207980008374,0.8987137084640173,62,0.8620680137458544,0.8833333333333333,0.09341817910226928,0.5,1.0,105,0.3413550624588404,0.32592620679993467,0.10072996643258045,0.10128629153598268,0.6215050102695505,97,0.9065750572246967,0.9523809523809523,0.11127908005771413,0.5,1.0,105,0.3223047716890246,0.28980582368524377,0.11320699243805768,0.10128629153598268,0.5733979201999162,62,0.6285714285714286,0.047619047619047616,0.3238095238095238,7808,105
chemtrails,environment,55.725806451612904,53.0,11.941344838504952,30.0,90.0,62,0.5,-1.0,7.231873892705819,-10.0,30.0,46,77.9247311827957,36.0,71.42406070042378,10,222,93,30.359259259259257,31.0,9.751183824154165,10.0,62.0,93,0.899196308162381,0.9615384615384616,0.12745248443027468,0.5982142857142857,1.0,93,-0.06748709677419355,0.0,0.4752707798503114,-0.9634,0.9034,93,44.73695149727259,41.666666666666664,35.619074779359906,0.0,137.68115942028984,93,1.4924899006245431,0.0,7.454872725032266,0.0,43.47826086956522,93,6.648298981604704,0.0,13.009806133065931,0.0,62.5,93,0.15583606046439147,0.0,1.502828543087573,0.0,14.492753623188406,93,0.05194535348813049,0.0,0.5009428476958575,0.0,4.830917874396135,93,0.0,0.0,0.0,0.0,0.0,93,4.691807321851866,4.890442213492193,3.3613051022546876,0.7471294047070556,16.075741140686524,93,0.06451612903225806,0.0,0.9533288543982769,-3.0,2.0,93,-0.006492462921140312,0.0,0.013176044983430864,-0.0625,0.014492753623188406,93,5.194535348813048e-05,0.0,0.0005009428476958576,0.0,0.004830917874396135,93,0.11723073096128155,0.09565217391304348,0.09406493670905997,0.0,0.5555555555555556,93,0.5955922440512992,0.6143351508003492,0.13481753175419361,0.1832227715552797,0.8581993423021115,85,0.07791082254423193,0.030303030303030304,0.11027805509899263,0.0,0.5555555555555556,93,0.5879779059257885,0.6138307686384811,0.15709460572332198,0.27469807625832937,0.8581993423021115,54,0.8827692690387184,0.9043478260869565,0.09406493670905994,0.4444444444444444,1.0,93,0.4044077559487008,0.3856648491996508,0.13481753175419364,0.14180065769788852,0.8167772284447203,85,0.9220891774557681,0.9696969696969697,0.11027805509899266,0.4444444444444444,1.0,93,0.41202209407421153,0.3861692313615189,0.15709460572332193,0.14180065769788852,0.7253019237416707,54,0.7419354838709677,0.053763440860215055,0.3333333333333333,7247,93
climate_change_hoax,environment,56.95,54.5,13.787030259988208,25.0,90.0,60,0.3409090909090909,-0.5,8.366442331951433,-15.0,25.0,44,77.03333333333333,39.5,67.37559488803682,12,237,90,29.06378306878307,28.708333333333336,10.030878981755968,12.0,56.333333333333336,90,0.8966383732100828,0.9565217391304348,0.12015722743765218,0.6434782608695652,1.0,90,0.08964777777777778,0.1655,0.5727506662319682,-0.9605,0.963,90,41.264090445623765,37.03703703703704,35.411022878866014,0.0,123.45679012345678,90,1.169666623051042,0.0,5.8158875401134,0.0,35.714285714285715,90,1.8032759523358797,0.0,5.870071592929301,0.0,34.48275862068966,90,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,90,4.087601193834322,3.8276388354687514,3.0240715628617783,0.718284939335774,12.134620881852946,90,0.2222222222222222,0.0,1.2700329799997878,-4.0,4.0,90,-0.0018032759523358794,0.0,0.005870071592929302,-0.034482758620689655,0.0,90,0.0,0.0,0.0,0.0,0.0,90,0.11814902205369074,0.09761904761904762,0.10546051124260356,0.0,0.6666666666666666,90,0.6108135218401415,0.6212676241437336,0.13578393220543833,0.29383194416676595,0.8795371951951839,82,0.07768107415017973,0.02631578947368421,0.11747899578326262,0.0,0.6666666666666666,90,0.5888225826644296,0.5738668053344468,0.1610857026240291,0.35608434901800984,0.8795371951951839,52,0.8818509779463093,0.9023809523809524,0.10546051124260357,0.33333333333333337,1.0,90,0.3891864781598586,0.37873237585626646,0.13578393220543836,0.12046280480481608,0.706168055833234,82,0.9223189258498203,0.9736842105263158,0.11747899578326262,0.33333333333333337,1.0,90,0.4111774173355704,0.4261331946655532,0.1610857026240291,0.12046280480481608,0.6439156509819901,52,0.6888888888888889,0.044444444444444446,0.3333333333333333,6933,90
covid_vaccine_microchips,health,58.833333333333336,55.0,12.626534700030467,30.0,90.0,60,0.8409090909090909,0.0,8.28263294228711,-15.0,31.0,44,77.83333333333333,36.0,69.79315345836524,10,260,90,28.78362433862434,28.614285714285714,10.70502412755229,10.0,61.75,90,0.8933213021365982,0.945906432748538,0.12248755141739769,0.6422018348623854,1.0,90,-0.17088444444444445,-0.18030000000000002,0.4825206039522581,-0.9789,0.8786,90,53.77039776052977,50.0,35.906121039784814,0.0,190.47619047619048,90,2.530012274843603,0.0,9.736283546701248,0.0,58.8235294117647,90,4.772339752721938,0.0,9.258637895206983,0.0,40.0,90,0.04960317460317461,0.0,0.4705770327631518,0.0,4.464285714285714,90,0.04960317460317461,0.0,0.4705770327631518,0.0,4.464285714285714,90,0.0,0.0,0.0,0.0,0.0,90,3.9386155412503028,4.09129077299993,2.6750895723855894,0.5871206306608612,14.70841821433325,90,0.35555555555555557,-0.0,0.8780866726833235,-2.0,3.0,90,-0.004722736578118763,0.0,0.009272255535516848,-0.04,0.0,90,4.96031746031746e-05,0.0,0.00047057703276315164,0.0,0.004464285714285714,90,0.09954696460630746,0.09288281811646298,0.06370069982205498,0.0,0.3125,90,0.6503530116015378,0.6528781585677588,0.1041176868490431,0.3989662508754425,0.8729719209543771,82,0.06376459794287075,0.04825581395348837,0.0733003934176618,0.0,0.3125,90,0.6488778630580961,0.6533811534230686,0.1302361732531779,0.3091624493506728,0.8729719209543771,52,0.9004530353936926,0.9071171818835371,0.06370069982205498,0.6875,1.0,90,0.34964698839846214,0.3471218414322413,0.10411768684904309,0.12702807904562285,0.6010337491245574,82,0.9362354020571293,0.9517441860465117,0.0733003934176618,0.6875,1.0,90,0.3511221369419039,0.3466188465769314,0.1302361732531779,0.12702807904562285,0.6908375506493272,52,0.8555555555555555,0.1,0.35555555555555557,7005,90
cryptocurrency_control,finance,56.46666666666667,55.0,9.956629112146148,30.0,80.0,60,1.25,0.0,8.308373473035614,-10.0,25.0,44,75.94444444444444,38.0,66.0291663697615,12,221,90,29.731128747795417,28.8,16.258742279379142,12.0,154.0,90,0.8662534120721326,0.9272486772486772,0.1440330891637875,0.4794520547945205,1.0,90,0.13946333333333333,0.18495,0.5137866433964435,-0.9772,0.9665,90,26.11891532264343,0.0,30.748823482787014,0.0,101.12359550561797,90,0.6967996494261399,0.0,5.13223931415794,0.0,47.61904761904762,90,2.8146659253000945,0.0,8.166014002640484,0.0,51.282051282051285,90,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,90,3.7465005476921576,3.5612269472437603,2.498088578129977,0.6802857637472004,9.095395103545624,90,0.03333333333333333,0.0,0.8539399763133632,-2.0,4.0,90,-0.002814665925300094,0.0,0.008166014002640484,-0.05128205128205128,0.0,90,0.0,0.0,0.0,0.0,0.0,90,0.16259826486637127,0.13512406367041196,0.12309326693542351,0.0,0.7,90,0.666536848143162,0.6799767311120197,0.13426259216836467,0.3238723464192923,0.9251691464960283,82,0.11312039775820285,0.05839002267573696,0.14041032333446776,0.0,0.7,90,0.6613829816348769,0.6654425749148591,0.17146202648546557,0.1684898267662049,0.9251691464960283,52,0.8374017351336287,0.864875936329588,0.12309326693542355,0.30000000000000004,1.0,90,0.333463151856838,0.3200232688879802,0.13426259216836461,0.07483085350397167,0.6761276535807077,82,0.8868796022417971,0.941609977324263,0.14041032333446776,0.30000000000000004,1.0,90,0.3386170183651232,0.33455742508514086,0.1714620264854656,0.07483085350397167,0.8315101732337951,52,0.4888888888888889,0.03333333333333333,0.3333333333333333,6835,90
deep_state,government,54.775,55.0,6.642736587212276,36.0,75.0,80,0.484375,0.5,4.121150199671685,-7.0,19.0,64,78.05833333333334,38.5,69.73892440402858,13,239,120,29.42934523809524,30.0,9.476424398091774,13.0,70.66666666666667,120,0.8904466762513557,0.9583333333333334,0.1361883317962686,0.5862068965517241,1.0,120,0.17750833333333335,0.3071,0.5435723355392412,-0.9659,0.9673,120,30.382187185920767,25.32051282051282,30.13835496621915,0.0,106.87022900763358,120,1.7292347017390801,0.0,6.460875340055928,0.0,35.714285714285715,120,2.3972136475415593,0.0,6.9578849986934665,0.0,33.333333333333336,120,0.0838871113298876,0.0,0.6563479730291272,0.0,5.882352941176471,120,0.0838871113298876,0.0,0.6563479730291272,0.0,5.882352941176471,120,0.0,0.0,0.0,0.0,0.0,120,3.8935490249269784,4.106713143822617,2.475885841446437,0.6974573312075607,9.10179733016643,120,0.19166666666666668,0.0,0.9982828394052361,-1.0,5.0,120,-0.0023133265362116715,0.0,0.007017729456627884,-0.03333333333333333,0.0058823529411764705,120,8.38871113298876e-05,0.0,0.000656347973029127,0.0,0.0058823529411764705,120,0.13949202914682365,0.12361111111111112,0.08792336341575735,0.0,0.4444444444444444,120,0.6023372042154286,0.5929176441646691,0.11830379870333183,0.24400838923323695,0.9127445102725698,112,0.09862271287203363,0.05266805266805267,0.1203676235684444,0.0,0.4444444444444444,120,0.6205565437848308,0.589708446109072,0.15271415160165966,0.23746397610617714,0.9127445102725698,72,0.8605079708531763,0.8763888888888889,0.08792336341575736,0.5555555555555556,1.0,120,0.3976627957845715,0.4070823558353309,0.11830379870333187,0.08725548972743025,0.755991610766763,112,0.9013772871279664,0.9473319473319473,0.12036762356844442,0.5555555555555556,1.0,120,0.3794434562151692,0.410291553890928,0.15271415160165966,0.08725548972743025,0.7625360238938228,72,0.5916666666666667,0.10833333333333334,0.3333333333333333,9367,120
election_fraud,government,56.6,55.0,8.606367713349885,40.0,78.0,70,1.037037037037037,0.0,6.998552311116391,-10.0,29.0,54,76.68571428571428,39.0,65.85624120381078,14,230,105,29.15512471655329,30.0,9.201113709788219,14.0,56.25,105,0.8929469514302337,0.9583333333333334,0.13139238670384146,0.5739130434782609,1.0,105,-0.21267238095238095,-0.296,0.5901100989996629,-0.9882,0.9801,105,35.694527145348594,29.41176470588235,31.178810128681235,0.0,106.79611650485437,105,0.19881086734149575,0.0,1.0089858004404149,0.0,5.649717514124294,105,5.409251620026081,0.0,11.15985518877115,0.0,52.63157894736842,105,0.4935927859515899,0.0,3.578216493086818,0.0,28.571428571428573,105,0.0,0.0,0.0,0.0,0.0,105,0.0,0.0,0.0,0.0,0.0,105,4.400033043332033,4.173786437889108,3.416069529481969,0.6532808409332258,14.851719209568545,105,0.24761904761904763,0.0,0.6167681334204375,-1.0,3.0,105,-0.004915658834074492,0.0,0.011947270892976028,-0.05263157894736842,0.02857142857142857,105,0.0,0.0,0.0,0.0,0.0,105,0.13220610132896135,0.11926605504587157,0.08210845433799092,0.0,0.35,105,0.6445491705411949,0.649601337736184,0.1369955106927257,0.3916631739719643,0.8995213365535397,97,0.08641152071355152,0.04878048780487805,0.10365108946529004,0.0,0.38095238095238093,105,0.6427470390858073,0.6783078552758621,0.17517807906036073,0.2484054070229952,0.8995213365535397,62,0.8677938986710386,0.8807339449541285,0.08210845433799092,0.65,1.0,105,0.3554508294588051,0.350398662263816,0.1369955106927257,0.10047866344646028,0.6083368260280357,97,0.9135884792864485,0.9512195121951219,0.10365108946529004,0.6190476190476191,1.0,105,0.3572529609141928,0.3216921447241378,0.1751780790603607,0.10047866344646028,0.7515945929770048,62,0.6761904761904762,0.0380952380952381,0.3333333333333333,8052,105
