group_name,rank,term,count,per_1k_tokens,total_tokens
dolphin-yi-34b::moderator,1,voting,18,37.9746835443038,474
dolphin-yi-34b::moderator,2,ca,17,35.86497890295359,474
dolphin-yi-34b::moderator,3,sa,17,35.86497890295359,474
dolphin-yi-34b::moderator,4,manipulation,17,35.86497890295359,474
dolphin-yi-34b::moderator,5,electronic,16,33.755274261603375,474
dolphin-yi-34b::moderator,6,systems,12,25.31645569620253,474
dolphin-yi-34b::moderator,7,evidence,10,21.09704641350211,474
dolphin-yi-34b::moderator,8,specific,9,18.9873417721519,474
dolphin-yi-34b::moderator,9,anomalies,8,16.877637130801688,474
dolphin-yi-34b::moderator,10,agents,7,14.767932489451477,474
dolphin-yi-34b::moderator,11,claim,7,14.767932489451477,474
dolphin-yi-34b::moderator,12,transparency,6,12.658227848101266,474
dolphin-yi-34b::moderator,13,questions,6,12.658227848101266,474
dolphin-yi-34b::moderator,14,designed,5,10.548523206751055,474
dolphin-yi-34b::moderator,15,detected,5,10.548523206751055,474
dolphin-yi-34b::moderator,16,argues,5,10.548523206751055,474
dolphin-yi-34b::moderator,17,moves,5,10.548523206751055,474
dolphin-yi-34b::moderator,18,moderator,5,10.548523206751055,474
dolphin-yi-34b::moderator,19,civility,5,10.548523206751055,474
dolphin-yi-34b::moderator,20,disagreements,5,10.548523206751055,474
dolphin-yi-34b::moderator,21,epistemic,5,10.548523206751055,474
dolphin-yi-34b::moderator,22,acknowledge,5,10.548523206751055,474
dolphin-yi-34b::moderator,23,round,5,10.548523206751055,474
dolphin-yi-34b::moderator,24,scores,5,10.548523206751055,474
dolphin-yi-34b::moderator,25,proof,5,10.548523206751055,474
dolphin-yi-34b::opponent,1,electronic,6,57.142857142857146,105
dolphin-yi-34b::opponent,2,voting,6,57.142857142857146,105
dolphin-yi-34b::opponent,3,manipulation,5,47.61904761904762,105
dolphin-yi-34b::opponent,4,systems,4,38.095238095238095,105
dolphin-yi-34b::opponent,5,evidence,3,28.571428571428573,105
dolphin-yi-34b::opponent,6,flawed,2,19.047619047619047,105
dolphin-yi-34b::opponent,7,designed,2,19.047619047619047,105
dolphin-yi-34b::opponent,8,assumption,2,19.047619047619047,105
dolphin-yi-34b::opponent,9,integrity,2,19.047619047619047,105
dolphin-yi-34b::opponent,10,machines,2,19.047619047619047,105
dolphin-yi-34b::opponent,11,intentional,2,19.047619047619047,105
dolphin-yi-34b::opponent,12,systematically,2,19.047619047619047,105
dolphin-yi-34b::opponent,13,strengthened,2,19.047619047619047,105
dolphin-yi-34b::opponent,14,technical,2,19.047619047619047,105
dolphin-yi-34b::opponent,15,based,2,19.047619047619047,105
dolphin-yi-34b::opponent,16,companies,1,9.523809523809524,105
dolphin-yi-34b::opponent,17,design,1,9.523809523809524,105
dolphin-yi-34b::opponent,18,demand,1,9.523809523809524,105
dolphin-yi-34b::opponent,19,consistently,1,9.523809523809524,105
dolphin-yi-34b::opponent,20,differentiate,1,9.523809523809524,105
dolphin-yi-34b::opponent,21,error,1,9.523809523809524,105
dolphin-yi-34b::opponent,22,errors,1,9.523809523809524,105
dolphin-yi-34b::opponent,23,direct,1,9.523809523809524,105
dolphin-yi-34b::opponent,24,driving,1,9.523809523809524,105
dolphin-yi-34b::opponent,25,established,1,9.523809523809524,105
gemma3:27b::proponent,1,proof,4,37.735849056603776,106
gemma3:27b::proponent,2,manipulation,4,37.735849056603776,106
gemma3:27b::proponent,3,agent,3,28.30188679245283,106
gemma3:27b::proponent,4,power,3,28.30188679245283,106
gemma3:27b::proponent,5,scientific,3,28.30188679245283,106
gemma3:27b::proponent,6,anomalies,2,18.867924528301888,106
gemma3:27b::proponent,7,designed,2,18.867924528301888,106
gemma3:27b::proponent,8,electronic,2,18.867924528301888,106
gemma3:27b::proponent,9,insistence,2,18.867924528301888,106
gemma3:27b::proponent,10,intentional,2,18.867924528301888,106
gemma3:27b::proponent,11,ignores,2,18.867924528301888,106
gemma3:27b::proponent,12,protecting,2,18.867924528301888,106
gemma3:27b::proponent,13,voting,2,18.867924528301888,106
gemma3:27b::proponent,14,vulnerabilities,2,18.867924528301888,106
gemma3:27b::proponent,15,technical,2,18.867924528301888,106
gemma3:27b::proponent,16,alleged,1,9.433962264150944,106
gemma3:27b::proponent,17,demand,1,9.433962264150944,106
gemma3:27b::proponent,18,direct,1,9.433962264150944,106
gemma3:27b::proponent,19,documented,1,9.433962264150944,106
gemma3:27b::proponent,20,dismissed,1,9.433962264150944,106
gemma3:27b::proponent,21,election,1,9.433962264150944,106
gemma3:27b::proponent,22,electorate,1,9.433962264150944,106
gemma3:27b::proponent,23,elusive,1,9.433962264150944,106
gemma3:27b::proponent,24,employed,1,9.433962264150944,106
gemma3:27b::proponent,25,burden,1,9.433962264150944,106
