model_name,debate_role,round,confidence,confidence_delta_within_role,word_count,avg_sentence_length,lemma_type_token_ratio,vader_compound,evidence_density_per_1k_words,rebuttal_density_per_1k_words,hedge_density_per_1k_words,assertive_density_per_1k_words,strong_modal_density_per_1k_words,weak_modal_density_per_1k_words,moral_density_per_1k_words,stance_proxy_score,assertiveness_balance,modality_balance,lexical_overlap_prev_other_turn,semantic_similarity_prev_other_turn,lexical_overlap_prev_opponent_turn,semantic_similarity_prev_opponent_turn,novelty_vs_prev_turn_lexical,novelty_vs_prev_turn_semantic,novelty_vs_prev_opponent_turn_lexical,novelty_vs_prev_opponent_turn_semantic
dolphin-yi-34b,opponent,1,62.5,15.0,25.5,15.25,0.9807692307692308,0.0688,50.0,0.0,0.0,0.0,0.0,0.0,9.403730518484679,0.0,0.0,0.0,0.13658536585365855,0.5898904119675037,0.13658536585365855,0.5898904119675037,0.8634146341463416,0.4101095880324963,0.8634146341463416,0.4101095880324963
dolphin-yi-34b,opponent,3,69.0,-1.0,18.0,18.0,1.0,-0.3182,55.55555555555556,0.0,0.0,0.0,0.0,0.0,7.676612084386028,0.0,0.0,0.0,0.21428571428571427,0.6421413435561162,0.21428571428571427,0.6421413435561162,0.7857142857142857,0.3578586564438838,0.7857142857142857,0.3578586564438838
dolphin-yi-34b,opponent,4,67.0,-2.0,24.0,24.0,1.0,-0.2411,0.0,0.0,0.0,0.0,0.0,0.0,6.9804805348942836,0.0,0.0,0.0,0.05263157894736842,0.4649608465847212,0.05263157894736842,0.4649608465847212,0.9473684210526316,0.5350391534152787,0.9473684210526316,0.5350391534152787
dolphin-yi-34b,opponent,5,68.0,1.0,25.0,25.0,1.0,-0.4019,40.0,40.0,0.0,0.0,0.0,0.0,6.380718107143633,2.0,0.0,0.0,0.05405405405405406,0.45639144383499775,0.05405405405405406,0.45639144383499775,0.9459459459459459,0.5436085561650023,0.9459459459459459,0.5436085561650023
gemma3:27b,moderator,1,,,213.0,35.5,0.7686567164179104,0.504,61.032863849765256,0.0,4.694835680751174,0.0,0.0,0.0,0.7930792940315594,0.0,-0.004694835680751174,0.0,0.11304347826086956,0.6103476730097117,0.0,,0.8869565217391304,0.3896523269902883,1.0,
gemma3:27b,moderator,2,,,172.0,57.333333333333336,0.7777777777777778,0.264,104.65116279069767,0.0,0.0,0.0,0.0,0.0,0.8692499574147935,2.0,0.0,0.0,0.04597701149425287,0.4032120219735003,0.0,,0.9540229885057472,0.5967879780264997,1.0,
gemma3:27b,moderator,3,,,188.0,47.0,0.8125,-0.5803,69.14893617021276,0.0,5.319148936170213,0.0,0.0,0.0,0.8779419821621246,1.0,-0.005319148936170213,0.0,0.07368421052631578,0.45287953144697385,0.0,,0.9263157894736842,0.5471204685530262,1.0,
gemma3:27b,moderator,4,,,205.0,22.77777777777778,0.6666666666666666,0.6072,82.92682926829268,0.0,14.634146341463415,0.0,0.0,0.0,0.8404936170236568,2.0,-0.014634146341463415,0.0,0.021052631578947368,0.31868179904396166,0.0,,0.9789473684210527,0.6813182009560383,1.0,
gemma3:27b,moderator,5,,,207.0,51.75,0.7563025210084033,-0.7691,72.46376811594203,0.0,0.0,14.492753623188406,4.830917874396135,0.0,0.7900985525847916,1.0,0.014492753623188406,0.004830917874396135,0.050505050505050504,0.3865912828061528,0.0,,0.9494949494949495,0.6134087171938472,1.0,
gemma3:27b,proponent,1,50.0,,24.0,24.0,1.0,0.2732,41.666666666666664,41.666666666666664,41.666666666666664,0.0,0.0,0.0,7.907189021894133,0.0,-0.041666666666666664,0.0,0.0,,0.0,,1.0,,1.0,
gemma3:27b,proponent,2,48.0,-2.0,31.0,31.0,0.9583333333333334,0.0,32.25806451612903,0.0,32.25806451612903,0.0,0.0,0.0,6.40108351247017,0.0,-0.03225806451612903,0.0,0.09565217391304348,0.6828527117615351,0.09090909090909091,0.5622929817431077,0.9043478260869565,0.31714728823846494,0.9090909090909091,0.4377070182568923
gemma3:27b,proponent,3,47.0,-1.0,36.0,36.0,1.0,-0.1655,27.77777777777778,0.0,27.77777777777778,0.0,0.0,0.0,4.254730744875902,0.0,-0.027777777777777776,0.0,0.028846153846153848,0.5654106533746576,0.034482758620689655,0.47999701560048447,0.9711538461538461,0.43458934662534243,0.9655172413793104,0.5200029843995155
gemma3:27b,proponent,4,49.0,2.0,32.0,32.0,1.0,0.2732,0.0,0.0,31.25,0.0,0.0,0.0,5.410317167574254,0.0,-0.03125,0.0,0.04504504504504504,0.26600459674874666,0.058823529411764705,0.457527340922419,0.954954954954955,0.7339954032512533,0.9411764705882353,0.542472659077581
gemma3:27b,proponent,5,45.0,-4.0,40.0,40.0,1.0,0.3182,0.0,0.0,25.0,0.0,0.0,0.0,4.624133932212176,0.0,-0.025,0.0,0.08080808080808081,0.5689355289671478,0.05263157894736842,0.43861027561739696,0.9191919191919192,0.43106447103285217,0.9473684210526316,0.561389724382603
