model_name,metric,paired_runs,paired_gap_mean,paired_gap_ci_low,paired_gap_ci_high,paired_gap_median,paired_gap_q10,paired_gap_q90,paired_gap_positive_rate
gemma3:27b,confidence,1,6.600000000000001,6.600000000000001,6.600000000000001,6.600000000000001,6.600000000000001,6.600000000000001,1.0
gemma3:27b,confidence_delta_within_role,1,2.5,2.5,2.5,2.5,2.5,2.5,1.0
gemma3:27b,word_count,1,-5.600000000000001,-5.600000000000001,-5.600000000000001,-5.600000000000001,-5.600000000000001,-5.600000000000001,0.0
gemma3:27b,avg_sentence_length,1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.0
gemma3:27b,lemma_type_token_ratio,1,0.02792688792688791,0.02792688792688791,0.02792688792688791,0.02792688792688791,0.02792688792688791,0.02792688792688791,1.0
gemma3:27b,vader_compound,1,0.20056000000000004,0.20056000000000004,0.20056000000000004,0.20056000000000004,0.20056000000000004,0.20056000000000004,1.0
gemma3:27b,evidence_density_per_1k_words,1,-22.603783272362897,-22.603783272362897,-22.603783272362897,-22.603783272362897,-22.603783272362897,-22.603783272362897,0.0
gemma3:27b,rebuttal_density_per_1k_words,1,-4.878048780487805,-4.878048780487805,-4.878048780487805,-4.878048780487805,-4.878048780487805,-4.878048780487805,0.0
gemma3:27b,hedge_density_per_1k_words,1,14.310762408323384,14.310762408323384,14.310762408323384,14.310762408323384,14.310762408323384,14.310762408323384,1.0
gemma3:27b,assertive_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,strong_modal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,weak_modal_density_per_1k_words,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,moral_density_per_1k_words,1,0.937141223079129,0.937141223079129,0.937141223079129,0.937141223079129,0.937141223079129,0.937141223079129,1.0
gemma3:27b,stance_proxy_score,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,assertiveness_balance,1,-0.014310762408323383,-0.014310762408323383,-0.014310762408323383,-0.014310762408323383,-0.014310762408323383,-0.014310762408323383,0.0
gemma3:27b,modality_balance,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,lexical_overlap_prev_other_turn,1,-0.11352026462863901,-0.11352026462863901,-0.11352026462863901,-0.11352026462863901,-0.11352026462863901,-0.11352026462863901,0.0
gemma3:27b,semantic_similarity_prev_other_turn,1,-0.1553899232686291,-0.1553899232686291,-0.1553899232686291,-0.1553899232686291,-0.1553899232686291,-0.1553899232686291,0.0
gemma3:27b,lexical_overlap_prev_opponent_turn,1,-0.09435726874751264,-0.09435726874751264,-0.09435726874751264,-0.09435726874751264,-0.09435726874751264,-0.09435726874751264,0.0
gemma3:27b,semantic_similarity_prev_opponent_turn,1,-0.1570998240031366,-0.1570998240031366,-0.1570998240031366,-0.1570998240031366,-0.1570998240031366,-0.1570998240031366,0.0
gemma3:27b,novelty_vs_prev_turn_lexical,1,0.11352026462863896,0.11352026462863896,0.11352026462863896,0.11352026462863896,0.11352026462863896,0.11352026462863896,1.0
gemma3:27b,novelty_vs_prev_turn_semantic,1,0.1553899232686291,0.1553899232686291,0.1553899232686291,0.1553899232686291,0.1553899232686291,0.1553899232686291,1.0
gemma3:27b,novelty_vs_prev_opponent_turn_lexical,1,0.09435726874751271,0.09435726874751271,0.09435726874751271,0.09435726874751271,0.09435726874751271,0.09435726874751271,1.0
gemma3:27b,novelty_vs_prev_opponent_turn_semantic,1,0.1570998240031366,0.1570998240031366,0.1570998240031366,0.1570998240031366,0.1570998240031366,0.1570998240031366,1.0
