debate_id,claim,round,speaker_role,utterance,stance,confidence,tactic_used,tool_used,tool_query,reply_to_turn,turn_index,polarity,subjectivity,question_count,exclamation_count,word_count,char_count,strong_modality_count,weak_modality_count,strong_modality_density,weak_modality_density,modality_balance,nrc_sadness_count,nrc_sadness_density,nrc_joy_count,nrc_joy_density,nrc_disgust_count,nrc_disgust_density,nrc_trust_count,nrc_trust_density,nrc_anticipation_count,nrc_anticipation_density,nrc_fear_count,nrc_fear_density,nrc_surprise_count,nrc_surprise_density,nrc_anger_count,nrc_anger_density,emotion_anger,emotion_fear,emotion_joy,emotion_sadness,emotion_surprise,emotion_love,turn_position,phase,dominant_nrc_emotion,dominant_bert_emotion
debate_3b4a31685943,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,1,proponent,"Social media platforms, driven by profit and control, employ algorithms that manipulate user psychology and political beliefs.",pro,55.0,institutional-critique,none,,0.0,1,0.016666666666666666,0.08333333333333334,0.0,0.0,17.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6676781177520752,0.13727819919586182,0.11868513375520706,0.06188410520553589,0.0073909880593419075,0.0070833745412528515,0.0,early,trust,anger
debate_3b4a31685943,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,1,opponent,"While it's true that social media platforms generate revenue from advertising and may have incentives to capture user attention, this does not necessarily mean they deliberately manipulate users' psychology and political beliefs.",con,55.0,evidence-based reasoning,duckduckgo,site:researchgate.net OR site:academia.edu OR site:nature.com social media algorithms manipulation psychology political beliefs evidence-based,1.0,2,0.13489583333333333,0.3760416666666667,0.0,0.0,32.0,229.0,0.0,1.0,0.0,0.03125,-1.0,0.0,0.0,1.0,0.03125,0.0,0.0,1.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8030228614807129,0.03809729963541031,0.1211937665939331,0.02748345024883747,0.003518694546073675,0.0066840145736932755,0.1111111111111111,early,joy,anger
debate_3b4a31685943,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,2,proponent,"Social media platforms' algorithms are designed to create addictive patterns of engagement, which often involve manipulating users' psychology and political beliefs.",pro,53.0,anomaly-emphasis,duckduckgo,site:nytimes.com 'mental health' 'social media',2.0,3,0.011111111111111112,0.35555555555555557,0.0,0.0,21.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06680594384670258,0.6417656540870667,0.23556524515151978,0.036258671432733536,0.011308407410979271,0.008296087384223938,0.2222222222222222,early,joy,fear
debate_3b4a31685943,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,2,opponent,"While it is true that social media platforms aim to create addictive patterns of engagement, this does not necessarily imply deliberate manipulation of users' psychology and political beliefs.",con,56.0,evidence-based reasoning,none,,4.0,4,0.07666666666666666,0.5433333333333333,0.0,0.0,28.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.07142857142857142,0.0,0.0,1.0,0.03571428571428571,0.0,0.0,1.0,0.03571428571428571,0.0,0.0,1.0,0.03571428571428571,0.08072076737880707,0.3896843492984772,0.4440946578979492,0.06874657422304153,0.009087353944778442,0.007666175719350576,0.3333333333333333,middle,joy,joy
debate_3b4a31685943,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,3,proponent,"Social media platforms' algorithms are designed to maximize engagement at any cost, which often involves manipulating users' psychology and political beliefs.",pro,51.0,institutional-critique,duckduckgo,Facebook News Feed algorithm changes 2018,5.0,5,0.016666666666666666,0.08333333333333334,0.0,0.0,21.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5716437101364136,0.22438623011112213,0.14563660323619843,0.03667955473065376,0.01218689139932394,0.009466997347772121,0.4444444444444444,middle,sadness,anger
debate_3b4a31685943,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,3,opponent,"While it is true that social media platforms aim to maximize engagement, this does not necessarily imply deliberate manipulation of users' psychology and political beliefs.",con,57.0,evidence-based reasoning,none,,7.0,6,0.09583333333333333,0.4541666666666667,0.0,0.0,25.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,1.0,0.04,0.0,0.0,1.0,0.04,0.0,0.0,1.0,0.04,0.891204833984375,0.034986741840839386,0.057634685188531876,0.010763783939182758,0.0020469813607633114,0.0033629275858402252,0.5555555555555556,middle,joy,anger
debate_3b4a31685943,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,4,proponent,"Social media platforms' algorithms are designed to maximize engagement at any cost, which often involves manipulating users' psychology and political beliefs.",pro,49.0,institutional-critique,none,,8.0,7,0.016666666666666666,0.08333333333333334,0.0,0.0,21.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5716437101364136,0.22438623011112213,0.14563660323619843,0.03667955473065376,0.01218689139932394,0.009466997347772121,0.6666666666666666,late,sadness,anger
debate_3b4a31685943,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,4,opponent,"While it is true that social media platforms aim to maximize engagement, this does not necessarily imply deliberate manipulation of users' psychology and political beliefs.",con,58.0,evidence-based reasoning,none,,10.0,8,0.09583333333333333,0.4541666666666667,0.0,0.0,25.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,1.0,0.04,0.0,0.0,1.0,0.04,0.0,0.0,1.0,0.04,0.891204833984375,0.034986741840839386,0.057634685188531876,0.010763783939182758,0.0020469813607633114,0.0033629275858402252,0.7777777777777778,late,joy,anger
debate_3b4a31685943,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,5,proponent,"Social media platforms' algorithms are designed to maximize engagement at any cost, which often involves manipulating users' psychology and political beliefs.",pro,46.0,institutional-critique,none,,11.0,9,0.016666666666666666,0.08333333333333334,0.0,0.0,21.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5716437101364136,0.22438623011112213,0.14563660323619843,0.03667955473065376,0.01218689139932394,0.009466997347772121,0.8888888888888888,late,sadness,anger
debate_3b4a31685943,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,5,opponent,"While it is true that social media platforms aim to maximize engagement, this does not necessarily imply deliberate manipulation of users' psychology and political beliefs.",con,60.0,evidence-based reasoning,none,,13.0,10,0.09583333333333333,0.4541666666666667,0.0,0.0,25.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,1.0,0.04,0.0,0.0,1.0,0.04,0.0,0.0,1.0,0.04,0.891204833984375,0.034986741840839386,0.057634685188531876,0.010763783939182758,0.0020469813607633114,0.0033629275858402252,1.0,late,joy,anger
