group_name,rank,term,count,per_1k_tokens,total_tokens
dolphin-yi-34b::moderator,1,companies,19,43.57798165137615,436
dolphin-yi-34b::moderator,2,pharmaceutical,19,43.57798165137615,436
dolphin-yi-34b::moderator,3,ca,17,38.99082568807339,436
dolphin-yi-34b::moderator,4,sa,14,32.11009174311926,436
dolphin-yi-34b::moderator,5,development,10,22.93577981651376,436
dolphin-yi-34b::moderator,6,drug,10,22.93577981651376,436
dolphin-yi-34b::moderator,7,evidence,9,20.642201834862384,436
dolphin-yi-34b::moderator,8,cures,9,20.642201834862384,436
dolphin-yi-34b::moderator,9,potential,9,20.642201834862384,436
dolphin-yi-34b::moderator,10,profit,9,20.642201834862384,436
dolphin-yi-34b::moderator,11,claim,8,18.34862385321101,436
dolphin-yi-34b::moderator,12,questions,8,18.34862385321101,436
dolphin-yi-34b::moderator,13,specific,7,16.05504587155963,436
dolphin-yi-34b::moderator,14,motive,7,16.05504587155963,436
dolphin-yi-34b::moderator,15,complexity,6,13.761467889908257,436
dolphin-yi-34b::moderator,16,agents,6,13.761467889908257,436
dolphin-yi-34b::moderator,17,disagreements,5,11.46788990825688,436
dolphin-yi-34b::moderator,18,civility,5,11.46788990825688,436
dolphin-yi-34b::moderator,19,detected,5,11.46788990825688,436
dolphin-yi-34b::moderator,20,epistemic,5,11.46788990825688,436
dolphin-yi-34b::moderator,21,round,5,11.46788990825688,436
dolphin-yi-34b::moderator,22,scores,5,11.46788990825688,436
dolphin-yi-34b::moderator,23,moderator,5,11.46788990825688,436
dolphin-yi-34b::moderator,24,recap,5,11.46788990825688,436
dolphin-yi-34b::moderator,25,moves,5,11.46788990825688,436
dolphin-yi-34b::opponent,1,companies,10,104.16666666666667,96
dolphin-yi-34b::opponent,2,assumes,5,52.083333333333336,96
dolphin-yi-34b::opponent,3,development,5,52.083333333333336,96
dolphin-yi-34b::opponent,4,drug,5,52.083333333333336,96
dolphin-yi-34b::opponent,5,motive,5,52.083333333333336,96
dolphin-yi-34b::opponent,6,inference,5,52.083333333333336,96
dolphin-yi-34b::opponent,7,ignores,5,52.083333333333336,96
dolphin-yi-34b::opponent,8,pharmaceutical,5,52.083333333333336,96
dolphin-yi-34b::opponent,9,supported,5,52.083333333333336,96
dolphin-yi-34b::opponent,10,reliable,5,52.083333333333336,96
dolphin-yi-34b::opponent,11,profit,5,52.083333333333336,96
dolphin-yi-34b::opponent,12,uniform,5,52.083333333333336,96
dolphin-yi-34b::opponent,13,claim,4,41.666666666666664,96
dolphin-yi-34b::opponent,14,effective,3,31.25,96
dolphin-yi-34b::opponent,15,complex,3,31.25,96
dolphin-yi-34b::opponent,16,cures,3,31.25,96
dolphin-yi-34b::opponent,17,cheap,3,31.25,96
dolphin-yi-34b::opponent,18,suppress,3,31.25,96
dolphin-yi-34b::opponent,19,mechanisms,3,31.25,96
dolphin-yi-34b::opponent,20,complexity,2,20.833333333333332,96
dolphin-yi-34b::opponent,21,prioritize,2,20.833333333333332,96
dolphin-yi-34b::opponent,22,patient,2,20.833333333333332,96
dolphin-yi-34b::opponent,23,welfare,2,20.833333333333332,96
dolphin-yi-34b::opponent,24,motion,1,10.416666666666666,96
dolphin-yi-34b::proponent,1,cures,5,83.33333333333333,60
dolphin-yi-34b::proponent,2,pharmaceutical,5,83.33333333333333,60
dolphin-yi-34b::proponent,3,profit,5,83.33333333333333,60
dolphin-yi-34b::proponent,4,expensive,4,66.66666666666667,60
dolphin-yi-34b::proponent,5,treatments,4,66.66666666666667,60
dolphin-yi-34b::proponent,6,diseases,3,50.0,60
dolphin-yi-34b::proponent,7,effective,3,50.0,60
dolphin-yi-34b::proponent,8,cancer,3,50.0,60
dolphin-yi-34b::proponent,9,focus,3,50.0,60
dolphin-yi-34b::proponent,10,cheap,3,50.0,60
dolphin-yi-34b::proponent,11,companies,3,50.0,60
dolphin-yi-34b::proponent,12,affordable,2,33.333333333333336,60
dolphin-yi-34b::proponent,13,patient,2,33.333333333333336,60
dolphin-yi-34b::proponent,14,maintain,2,33.333333333333336,60
dolphin-yi-34b::proponent,15,evidenced,2,33.333333333333336,60
dolphin-yi-34b::proponent,16,industry,2,33.333333333333336,60
dolphin-yi-34b::proponent,17,welfare,2,33.333333333333336,60
dolphin-yi-34b::proponent,18,suppress,2,33.333333333333336,60
dolphin-yi-34b::proponent,19,led,1,16.666666666666668,60
dolphin-yi-34b::proponent,20,health,1,16.666666666666668,60
dolphin-yi-34b::proponent,21,prioritize,1,16.666666666666668,60
dolphin-yi-34b::proponent,22,prioritizes,1,16.666666666666668,60
dolphin-yi-34b::proponent,23,suppression,1,16.666666666666668,60
