model_name,metric,proponent_mean,opponent_mean,proponent_n,opponent_n,role_gap,role_gap_ci_low,role_gap_ci_high,effect_size_d
dolphin-yi-34b,confidence,52.0,72.0,3,3,-20.0,-23.33333333333333,-16.66666666666667,-9.607689228305228
dolphin-yi-34b,confidence_delta_within_role,-3.0,2.0,2,2,-5.0,-5.0,-5.0,0.0
dolphin-yi-34b,word_count,20.666666666666668,30.333333333333332,3,3,-9.666666666666664,-13.333333333333332,-6.0,-4.23008475343894
dolphin-yi-34b,avg_sentence_length,20.666666666666668,15.166666666666666,3,3,5.500000000000002,2.833333333333332,8.833333333333334,2.8832233869814266
dolphin-yi-34b,lemma_type_token_ratio,1.0,0.9354864433811801,3,3,0.06451355661881986,0.050000000000000155,0.09090909090909094,4.880139713010288
dolphin-yi-34b,vader_compound,-0.0344,0.17476666666666665,3,3,-0.20916666666666667,-0.6077,0.01546666666666667,-1.0431879319657118
dolphin-yi-34b,evidence_density_per_1k_words,0.0,0.0,3,3,0.0,0.0,0.0,0.0
dolphin-yi-34b,rebuttal_density_per_1k_words,0.0,0.0,3,3,0.0,0.0,0.0,0.0
dolphin-yi-34b,hedge_density_per_1k_words,0.0,0.0,3,3,0.0,0.0,0.0,0.0
dolphin-yi-34b,assertive_density_per_1k_words,0.0,0.0,3,3,0.0,0.0,0.0,0.0
dolphin-yi-34b,strong_modal_density_per_1k_words,0.0,0.0,3,3,0.0,0.0,0.0,0.0
dolphin-yi-34b,weak_modal_density_per_1k_words,0.0,0.0,3,3,0.0,0.0,0.0,0.0
dolphin-yi-34b,moral_density_per_1k_words,7.072337017630911,4.534788089283488,3,3,2.537548928347423,1.4147719524608071,3.6577966116232665,3.5589663011851527
dolphin-yi-34b,stance_proxy_score,0.0,0.0,3,3,0.0,0.0,0.0,0.0
dolphin-yi-34b,assertiveness_balance,0.0,0.0,3,3,0.0,0.0,0.0,0.0
dolphin-yi-34b,modality_balance,0.0,0.0,3,3,0.0,0.0,0.0,0.0
dolphin-yi-34b,lexical_overlap_prev_other_turn,0.07372562435853576,0.4302564102564103,3,3,-0.35653078589787457,-0.5840802828144599,-0.14726387536514118,-2.458759822773567
dolphin-yi-34b,semantic_similarity_prev_other_turn,0.6216743622341661,0.8359972384380732,2,3,-0.2143228762039071,-0.3034947842618624,-0.13432993496846957,-4.114890127028351
dolphin-yi-34b,lexical_overlap_prev_opponent_turn,0.20923076923076925,0.4302564102564103,3,3,-0.22102564102564107,-0.4907692307692306,0.04205128205128206,-1.2647783027097608
dolphin-yi-34b,semantic_similarity_prev_opponent_turn,0.7823310237865154,0.8359972384380732,2,3,-0.05366621465155774,-0.1360644355802173,0.03601796802229529,-1.0349558204599985
dolphin-yi-34b,novelty_vs_prev_turn_lexical,0.9262743756414643,0.5697435897435897,3,3,0.35653078589787457,0.14726387536514107,0.5841449424107652,2.4587598227735676
dolphin-yi-34b,novelty_vs_prev_turn_semantic,0.378325637765834,0.16400276156192684,2,3,0.21432287620390716,0.12463869353005413,0.2938035428234469,4.114890127028352
dolphin-yi-34b,novelty_vs_prev_opponent_turn_lexical,0.7907692307692308,0.5697435897435897,3,3,0.22102564102564104,-0.04205128205128217,0.4866666666666666,1.2647783027097605
dolphin-yi-34b,novelty_vs_prev_opponent_turn_semantic,0.21766897621348458,0.16400276156192684,2,3,0.05366621465155774,-0.029244280892999575,0.1428381227095129,1.0349558204599985
